,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.135792774334059,-0.0251518512844273,0,-0.114350729579867,0.752885309535567,0.244574704809184,0.132053775567578,0.0815956758525993,0.00245543633495647,-0.0537658587086834,0,-3.46944695195361e-18,0,0.543929916831301,0,0,0
ETH,0,0,0,0,0.267524271321468,0,0.264937599097257,6.93889390390723e-18,0.202997064597355,0,-0.117726451812031,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.842215445940706,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,-0.0427265988465378,0,0,0,0.143262991527968,0,-0.0769668607673432,0.343863214950663,0,-0.229776093465217,0.195006604813361,0.687985972471755,0,0,0,0
XMR,0,0.268600413513318,0,0,0,0,0,0.201101387555567,-0.00841691399340629,0,0.0614019173885273,-1.73472347597681e-18,-0.174718362143704,0,0,0,0,-0.272025083256439
LTC,0.233121518625458,0.0915184121477765,0.0162968713305833,0,0,0,0,0.0360992128341508,-0.0354335651759263,0,0.0872724686044358,-0.0257877636595598,-0.00356358435279917,0,0,0,0,0
ETC,0,0.327947735277975,0.234581408801438,0,0,0,0,-0.0343296375060674,0,0,0,0.420815354383858,0.0894184678480495,0,-0.259033517620964,0,0,-0.464280321138353
XEM,1.69200342174697,0,0.0807957457536733,0,0.524625064629489,0,0,0,0.0655739783103076,-0.784878034645392,0,-0.368725579518576,0.158435403807895,0.984789491811396,-1.9775707047239,0,0,0.30051519326374
ZEC,0,0,0.302707455417238,0,0,0,0.256647272961316,0,0,0,0,0,0,0,-0.650681046046286,0,0,0
DOGE,0,0,0,0.164123111359841,0,0,0,-0.0716313445369835,0.123053492947599,0,0,-0.0415670697088077,0,0,0,0,0,0
XLM,0,0,0,0.196781741260546,0,0,0,0.0295808171483316,-0.183736445205641,0,0,-0.14515098075195,0,0,0,0,0,-0.0750105081509404
NEO,0,-0.437921504965095,-0.0133294891025568,-0.335284204983763,0.239163613228444,0,0.60051635061931,-0.00719327615729361,-0.0539455448448242,0,-0.70492750494176,0,0.0868092497978731,0,-0.264422013444737,0,0,0.812802861079509
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.113486545177759,0.363362273216535,0,0,0,0.0432617540619299,0.00128301836535651,0,0,0,-0.0826292121203665,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0,0.0730677528441434,0,0,0,0,0,0,0,0,0.229561004266035,0,0,0,0,0,0
