,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00159166511515694,0.098796508879322,0.114093030471567,0,0,0,0.0253863078898115,1.73472347597681e-18,0.147481120089512,-0.152043614052349,0,0.107995151756254,0,0,0,0,0
ETH,0,0,-0.0252931216765889,0.306710201225242,0,0,0.440992163709592,3.46944695195361e-18,0.187289265672208,0,0,0,0.0761696200687706,0,0,0,0,0
DASH,0.457334499278255,0,0,0.171461884816082,0,0,0,0,0,0,0,1.0715278025125,0.0611941369737356,0,0,0,0,0
XMR,0,0.321952018961392,0.0529334142999279,0,0,0,0,0.0831560949333108,0,0,0.16365753631967,0,0,0,0,0,0,0
XRP,0.230261084867611,0,-0.0131939637558047,-0.206182376681623,0,0.228812342506442,0.0470074681608566,0.0399226396731021,-0.0105594452269006,0,0.0908202387515048,-0.174596464940223,0.180248606044008,1.35610584042392,0.454616069915826,0,0,-0.47554994956088
LTC,0,0.0534021437937657,0.0110702767974312,0.0345882806653709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.287746261933643,0.0559894540792043,0,0,0,0,0,0.115111609336815,0,0,0,0.0379615257924514,0,0,0,0,0
XEM,0,0.612178789181415,0.0894314635219373,0,0.611263304027783,0,0,0,0,-0.294773155537344,0.140676620528078,0,0,0,0,0,0,0
ZEC,0,0,0.306891596735112,0,0,0,0.299468583906433,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,-0.0121175416876898,0.180921431316164,0,0.228057962723911,0,-0.107356520383277,0.092047751094135,0,0,-0.0303222528785801,0.10430720071891,0,0.241783706943759,0,0,3.46944695195361e-18
XLM,0,0,0,0,0.281429043901184,0,0,0.0881003074083732,-0.0933627329726407,0,0,-0.0552475791593936,0.294309440620315,0,0,0,0,0
NEO,0,0,0.22003313189893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.350642729235749,-0.108632127018524,0,0,0,0,0.0124307928105801,0,0.427613303386376,-0.259768072253338,0,-1.02364539833275,0,0,0,0
BV010082.Index,-0.150013715452138,0,0.0501614901964906,0.123975455893873,0.526805262536976,-0.245829172067177,0,-0.0288827733563848,0.0135187479434656,0,-0.00446392594744909,0,-0.162516548484289,0,-0.145977337377729,0,0,0.196163860132646
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0,0.0213483664143755,0,0,0,0,0,0,0,0,0.251614145230586,0,0,0.370982372150445,0,0,0
