,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.11586884737654,0,0,0,0,0.0981246516076177,0,0.0469946033792292,0,0,0,0,0
ETH,0,0,-0.0512175513665272,0,0,0,0.272045358218362,0,-0.0497462231755514,0,0.0603881679083705,0,0.0256397159662785,0,0,0,0,0.105080079182797
XRP,0,-0.452291367958349,0,0,-0.281800022146763,-0.0938400231850498,0,0,0.408924919183838,0,0,0.117067250210416,0.10206193027499,0,0,0,0,0
XEM,0,0,0,0,0,0.0584979595457004,0,-6.93889390390723e-18,0,0.406150918182355,0,-0.0502449144386946,0,0,0,0,0,0
ETC,0,0.20084064602261,-0.290423107415802,0,0,0,0,0,0.090166464107182,0.225761198743299,0,0.033844031964895,0.30351309444024,0,0,0,0,0
LTC,0.508490465291649,-0.249050977793236,-0.171952948575845,0,0,0,0,0.55680263052357,-0.182729434065949,0.157567653771584,-0.229774783817383,0.0266797090146883,0.224394496848276,0,0,0,0,0.0802413679253574
DASH,0,0,0,0,0,0,0,0.143941939400059,0.0893677521999423,0,0.30536119025318,-0.0489377267897517,0.113839417371505,0,0,0,0,0
XMR,0,0,0,0.10852681765088,-0.066796074040681,0.12803579990183,0.485162190335171,0,0.0792567312115123,0,0,0,-0.0844260555931845,0,0,0,0,0
XLM,0,0,0.676722407010715,0,0.250530225443752,-0.498321485209671,0,0.397135298885237,0,0.252004045330087,0,0,0.0319944049260163,0,0,0,0,0
DOGE,0,0,0,0.593390024621226,0,0,0,0,0,0,0.238728818602321,0.271801020376967,0.12198255217242,0,0,0,0,-0.0663525350156711
ZEC,0,0.172731358008783,0,-2.16840434497101e-19,0,0,0,0.0120703197922367,0,0.160692706284252,0,-4.33680868994202e-19,0,0,0,0,0,0
DGB,0,0,0.354060881445793,0,0,0,0,0,0,0.689748848846745,0,0,-0.163598799983944,0,0,0,0,-0.596471249908795
NEO,0,0,0,0,0.83766358608068,0,0,0,0,0,0.05687259176661,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.025880398706814,0,0,0,-0.00301816244972046,0.00903296512054421,-0.00493595108810348,-0.00425912964755457,-0.000739690114440448,0.022936180171735,0,0,0,0,-0.0364945121836576
CVIX.Index,0,0,-0.0331370737611982,0.0600263292819326,0,0,0,-0.0132122094013005,0,0,0,0.0272739059758408,0.0137925021899193,0,0,0,0,0.109302206990494
DXY.Curncy,0,0,0,0,0.00314319264629757,0,0,-0.00464130196581819,0,0,0,-0.00315363486538308,0.000764556205960148,0,0,0,0,0
SPX.Index,0,0,0,-0.0117496208273989,0,0,0,0,0.00608330720076912,-0.00244522441677731,0.00407402527165386,0.00246356045881317,0.00267483492273109,0,0,0,0,-0.0282014034077774
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
