,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0491901275422857,0.17226834305853,0,0,-0.0480053206251008,0,-0.336232965455187,0,0.208063202842625,0.0311106734638887,0,0,0,0,0,0,0
ETH,0,0,0.109647370359769,0,0.166350585662239,0,0.0709517939227594,0.044392565950388,0,0.0559470773299767,0,0.0354880690630348,0,0.103282019398967,0,0,0,0,0,0
XRP,0,0.401230606813568,0,0,0,0,0,0,0,0.0670726886715026,0,0.0392555057975372,0,0,0.209697576029357,0,0,0,0,0.177723258473963
BCH,0,0,0,0,0,0,0,0.294949173199674,0,0,0.483656918009983,0,0,0,0,0,0,0,0,0
LTC,0.241026249361414,0,0,-0.373600751142342,0,0,0.0491811868426912,0,0,0,0.846863143273238,0,-0.0255123330892045,0.0279255587987024,0,0,0,0,0,0.186267846858364
DASH,0,0.35931885890542,-0.0338862874362435,0.0498058980860432,0,0,0,0.129614451499455,0.141000087864773,0.099947775410617,0,0,-0.0407058653634446,3.46944695195361e-18,0.177298138369527,0,0,0,0,0
XEM,-0.505553796373848,0.128943159268146,-0.352105959945759,-0.0696021472128857,0,0,0,0,0.149697695128339,0.0842854254381183,0,0.122497011816283,0.0371059481607915,-1.73472347597681e-18,0.208498965623674,0,0,0,0,0
NEO,-1.07673670983909,0.397438139597361,-0.243312519978102,0.518879338893441,0.0872904572572485,0,0,0,0,-0.305401417200169,0,0.16365969423803,0.0861506951623945,0.366693857865459,0.215470942351802,0,0,0,0,0
XMR,0,0.238118848615719,0.0273286841364148,0,0,0.316461047682505,0.0391352163434563,-0.103356122815753,0,0.0339281677705326,0,0.130763684331003,0.0349091855734382,0.217785954142865,0,0,0,0,0,0
MIOTA,-1.15643267560842,0,3.46944695195361e-18,0.0294372734111128,0,0.0794341936482858,0,0.217836995380339,0.282334077058936,0,0,0.272160060085084,0.0577851143810864,0,0,0,0,0,0,0.181526097450734
ETC,0,0.0815122387863568,0.0449380136750991,0.270012849136221,0.250919237486174,0,0.0175698310508121,-1.0842021724855e-19,0,-0.0414888257647928,0,0.0487480588323375,-4.33680868994202e-19,0.0354654685920612,0.0474631372438734,0,0,0,0,0
ADA,1.64675724322985,1.14970062763347,-0.212359078831876,0,0,0,0.421377506142176,0.196580120340545,0,0.295472430957118,0,0,-0.13488490455947,-0.378740529703564,0,0,2.07289633617355,0,0,0.792643946551025
XLM,0,0,0,0,-0.00965386212496589,0,0,1.40868954931352,0,0,0,-0.413504498464191,0,0,-0.384490034429923,0,0,0,0,0
ZEC,0,0.193280956347884,0,0.073754421500165,-0.0678291035535681,0.0654743507702844,0.259718156392665,0.152338556488435,0.351241945515859,-0.00990197455067691,0,-0.0497286649401668,-0.0332090913533102,0,0,0,0,0,0,0
EOS,0,-0.185662445157354,0.228638054728228,0,0.0831700003267162,0,0,0.0635116905913333,0,0.163681853541745,0.476343506181331,-0.0526152405852031,-0.00763476911331154,0,0,0,0,0,0,0
BV010082.Index,0.108418677450362,0.0802428323902571,-0.0535187050641638,0.0277218969523201,-0.0747347664640658,0.0494278706694742,-0.0568267399842195,0.051812470076624,-0.109059297628223,-0.0725783806567561,0,0,0.00980209034341932,0,0.116651511866021,0,-0.277312548777153,0,0,0.112883561916968
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0.01626190851213,0,-0.00603071681275498,0.000573064473824391,-0.00152128527567448,0,-0.0113755163163503,0.0104568178237157,0,-0.0033772669087063,0,-0.00808713459246951,0,0,0,0,0,0,0,-0.017790358606424
VIX.Index,0,0,0,0,0,0,0,0,0,0.243005237768526,0,0,-0.0280413689090843,0,0,0,0,0,0,0
