,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0580624839835045,0.0802354813563488,-0.0117534650202392,0,0,0.236329603827381,0,0,0.158875434661784,0.0627776816759076,0.196939400832837,0,0,0.00881455381192073,0,0,0,0,-0.0420018850378495
ETH,0,0,0,0,0.0533618857203242,0,0,0,0,0,0,0.28126988797295,0.0381861664656134,0.0753651938847084,0.154219474292621,0,0,0,0,0.0332947253044565
XRP,0,0,0,0,0,0,0,0.215352044300949,0,0,0,0.1922966648618,0,0.0608706667305877,0.312405056242655,0,0,0,0,0
BCH,0,0,0,0,0.275869595152577,0,0.12448675986879,0,0,0,0.13932208230066,0,0,0.109159219329868,0,0,0,0,0,0
LTC,0,0,0,0.151147111979733,0,0,0,0,0,0.431416606400616,0,0,1.38777878078145e-17,0.127047061797245,0.0606463864863429,0,0,0,0,0.0499216893537137
ADA,0,0,0.415995489582013,0,0,0,0,0.137080934541249,0,0,0,0.0208278208135971,0.285944783737107,0,0,0,0,0,0,-0.007906384689185
NEO,0,0,0,0,0,0,0,0,0,0,0,0.378604331942794,0.247317245826606,0.181281987549954,0,0,0,0,0,0
XLM,0,0,0.165850855737879,0,0,0.37565687306592,0,0,0,0,0,0,0.0992698048956219,0.169142594078244,0.0189693998895352,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.30547355201592,0,0,0,0.294786904175999,0.114620278623833,0.247626173746291,0,0,0,0,0,0.0357043555939164
MIOTA,0.458719696780954,0,0,-1.73472347597681e-18,0.0588687767869858,0.0839057315435453,-0.247784555208107,0,0.323807011456382,0,0.355050542080191,0,0,0.0360350930596282,0,0,0.232889078337959,0,0,0
DASH,0,0.081546796638705,0,0.0849384792178593,0.0389218461039869,0,0.0343669950693805,0.035642013439267,0,0,0,0.613516673024006,0,0.0313959651995528,0,0,0,0,0,0.022833444880467
XMR,0.248919780761789,0,0,0,0,0,0.0945349948978839,0,0.00534425500263139,0,0.68781435564585,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0.344116298644438,0.412269915812876,0.0413279043973058,0,-1.73472347597681e-18,0,0.0603668260248748,0,0,0.0653197877345776,0,0,0,0,0.0964471252959132
ETC,0,0.413324994972976,0,0.240239638240418,0,0,0,0,0.673993049725352,0,0,0,-0.174864606509291,0,0,0,0,0,0,0.0131575634097788
TRX,0,0,0.298515937845214,0.125058308251345,0,0,0,0,0,0,0,0.124891422996795,0.406146363151895,0.116135857227071,0,0,0,0,0,0
BV010082.Index,-0.308334262076061,0.0319918099013905,-0.114156355007527,0.0284583891398599,-0.0213986479986508,0,0,0,0.0103665190167931,0.0628238129119827,0,0.224050646517172,0,0,0.0512757248725381,0,0.076245849614421,0,0,-0.0743738077962231
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036985936337828
DXY.Curncy,0,0,0.0141309885462009,0.0026653747387515,0,0,0,0,-0.0265236983133205,0,0.0107125257665806,0,0,0,0,0,0,0,0,0.00646010785434528
SPX.Index,0,0,0,0,0.018098785281652,0,0.0419459676913841,0,-0.0725120570804858,0,0,-0.0535533715870015,0.0707788954818155,0,-0.00563556102297912,0,0,0,0,-0.0688117596914775
VIX.Index,-0.537647212071657,0.06961750910726,-0.28310564352025,0.186279050289486,0,0,0,0,0,0,0,0,0.746940301375903,-0.113811004396472,0.0353707457701349,-3.23149985796708,0,0,-3.6697715427582,0
