,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-1.38777878078145e-17,0,0.0300621982652138,0,0,0,0.0741429272068601,0.218421447655057,0,0.270182778772114,0,0.0906670083526071,0,0,0,0,0.025175089068982
ETH,0,0,0,0,0.19826344572885,0,0.0503425972477337,0,0,0,0.202061951586482,0,0.289048357439024,0.0930604684980171,0,0,0,0,0,0.0156852893380744
XRP,0,0,0,0,0,0,0.109408033837407,0,0.367611788442316,0,0.0595946021147431,0,0,0,0.186504340616674,0,0,0,0,0
BCH,0,0,0,0,0.100546903288765,0,0,0,0,0.305740068444857,0.0356047023807063,0.0814482408213408,0.0988959375636752,0,0.120317334249011,0,0,0,0,0
LTC,0,0.224265630053243,0,0.173314669174349,0,0,0.00460732099150755,0,0.111933370661477,-0.144020893049067,0.137886136617882,-0.151087491320655,0.248244058626016,-0.0410877591177301,0.186073132644989,0,0,0,0,0.1101606441512
EOS,0,0,0,0.132032720781954,0,0,0.494729954523356,-0.0475117035125933,0,0,3.46944695195361e-18,0,0,0,0.225041232517017,0,0,0,0,0
ADA,0,0.350002454544652,0,0,0,0.507079739755843,0,0.545199043118602,0,0,0,0.219410881594601,0,0.0476591489444652,-0.223577930445174,0,0,0,0,0
XLM,0,-0.223344718896315,0,-0.0268003360438486,0,0,0,0,0.857548722274993,0,0,0.145265394328477,0,0.12487268229246,0.0582602489406775,0,0,0,0,-0.00132298485698581
NEO,0,0,0.157650521850545,0,0.0367226633235876,0.0244889716267767,0,0.503937871441467,0,0,0.245646127157035,0,0.0859075082958328,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,-0.115205051253589,0,6.93889390390723e-18,0.787774815946611,0,0.0623674417190482,0.132114669519798,0,0,0,0,0,0,0,0
XMR,0,0,0,0.149010678588606,0,0,0,0,0.850565884555438,0,0,0.0232051697050992,0,-0.152471351469634,0,0,0,0,0,0
TRX,0,0,0,0.579092519277509,0,0,0.161358660945559,0,0,0.162038959007546,0,0,0,0,0.239991179293007,0,0,0,0,0.128942473758613
DASH,0.392871655806339,0,0,0,0.369901849220487,0,0,0,-6.93889390390723e-18,0,0,0.16607192474666,0,0,0,0,0,0,0,0
XEM,0,0.17959576385329,0,0.120740763483622,0,-0.512276453921235,0.348893898309701,0.864028101230381,0,0,-1.21681665730726,0,0.697009327215776,0,0.493619135210688,0,-2.5830800771302,0,0,-0.0348015558185299
ETC,0,0,0,0,0,0.284682169168963,1.38777878078145e-17,0.0838476022553465,0.371262783143867,0.187505391595733,0,0.0932861713467021,-0.106798633150993,0.0784610000708116,0,0,0,0,0,-0.0402823387504975
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501769768447732,0,0,0,0,0,-0.0539665933229734
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.00378199855053617,0,0,0,0,-0.0105954688311097,-0.0213505735659746,0.0458990857643642,-0.00791597592071634,0.00461868654600561,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00554659009644264,0,0.0136390002089913,0,0,0,0,0,0.00689406869267092,0,0,0,0,0,-0.0903631633857062
VIX.Index,0,0,-0.801256998190112,0,0.105224584712852,-0.0906325607137389,0.260972288488739,0.555600631931205,0,0,0,0,0,0,0,0,0,0,-4.80842005573552,0
