,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0360941994846131,0,0,0,0.00934798701683547,0,-0.0433180344749099,0,0,0,0,0,0
ETH,0,0,0,0,0,0.0511766251838759,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.0881541499454769,-0.00660022946737435,0,0,0,0.594029208902467,0.68009209407609,-1.97127864853078,0.510341190092989,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,-0.125176618298118,0,0,0,0,0,0,0,0
XMR,0,0.854776254196867,0,0,0.697962976915113,0,0,0.0484465776909749,-1.32915328969153,0,-0.449639505946233,0,0,0,0,-0.00746847326160393
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.101063623294648,0,0.219324006309502,-0.0784532063871183,0,0,0,-0.0580261757315049,0,0,0,0,0,0.00732765172193023
XLM,0,0,0.818780651978957,-0.422684648618693,0.83967884473116,0,0.0552581577816504,0.270062472232338,0,0,-0.452460637299636,2.51083557383019,0,0,0,-0.0193033344952767
DGB,0,0.0868446115793803,0.267978858016644,0,0,-0.146342836574698,0,0.128838985521081,0,-0.145311286635374,0,0,0,0,0,0.0396105511622271
BV010082.Index,0,0,-0.17062489430408,0,0,-0.0191899090377339,0,-0.0808457619686605,-0.124420268086703,0.128763841126902,0.0535665521294385,0,0.118664303001926,0,0,4.33680868994202e-19
CVIX.Index,0,0,0.0870078739073675,0,0,0,0,0,0,0.00230049479100772,0,0,0,0,0,0.080662224552644
DXY.Curncy,0,0,-0.0146458536966613,0,0,-0.00131446674926552,0,0,0,0.00775258799639494,0,0,0,0,0,0.0117938679112123
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632643230204534
VIX.Index,0,0,-6.93889390390723e-18,0,-0.0123939495943725,-0.0592548695403901,0,0,0,-0.392737744708965,0,0,4.0390004067564,0,0,0
