,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,DASH,XEM,XMR,BTG,EOS,XLM,NEO,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.110404552803763,0,-0.0653512876826087,0,0,0,0.233271909991627,0,0.16233177985976,0,0,0,0,0
ETH,0,0,0.00735372654071871,0.0897983396075241,0.339804238796956,-0.078303172318676,0.0807571388697333,0.129267459609465,0,0,0,0.0360239600021879,0,0.12536739014497,0.112068432123898,0,0,0,0,0
BCH,0,0,0,0,0,-0.0486771525971784,-0.0640922352871638,0,0.0218573538401065,0,1.15553211840224,0,0,-0.0534638394446306,-0.0148858625208129,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.124514528392567,0,0,0,0,0,0,0,0,0,0,0
LTC,0.108623100901817,1.08354342818516,0,-0.193754693981501,0,-0.110659930616756,-0.0534013195688862,0,0.205342716757384,-0.383371907517607,0,0,0.364879838668947,0,-0.0725367198219425,0,0,0,0,0
ADA,0,0,0,0.059657154249531,0.137125144466785,0,0,0,0.0637620948263671,0,0,0,0,0.367454015689161,0,0,0,0,0,0
MIOTA,0.155485532915064,0,0,-0.0364495179157159,0.208506104213039,-0.305157143673085,0,0,0.177593053098153,0,0,0,0.596530699345375,0.112455544902029,0,0,0,0,0,0
DASH,0,0.277550202419884,0.181900192520998,-0.0176576282971137,0.0800657861901632,0.0293207458788808,0,0,0,0.139178242374959,0.236493355006934,-0.149142705502803,0,0.0866733442935,0,0,0,0,0,0
XEM,0,0,0,0.122848620953616,0,0.157728052861327,0.197192050862575,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.0749449516415871,0,0.258665835717556,-0.0327334667760235,-0.109271437645882,-0.120042903036904,0,0.47124359004563,-0.0156052865172427,0,0,0,0.255238473663292,0.0802010204948961,0.0472832281303742,0,0,0,0,0
BTG,0,0,0.531338340931967,0.0814755468767982,-0.0721223513437616,0,0,0.2231165509733,0.0107166434933502,0,0,0,0,0.0482106052816777,0,0,0,0,0,0
EOS,-0.404624665142717,0,0,0.146773218495727,0.231710081693634,0,0.296103849055731,-0.578036279967636,-0.00445596079317085,0,0.574828750306265,0,0.175625909192362,0,0.397373614472571,0,0,0,0,0.669318831528412
XLM,0,0,-0.456149698876048,0.0874940475983096,0.0609090928123532,0.365438304521492,0.0462370676382635,-0.0745631790765593,0.00678262075783774,0.814413428532485,0,0.200604499169476,0,0,-0.166070492213816,0,0,0,0,0
NEO,0,0.307773834901768,0.0606731950982577,0,0,0.134901905498597,0.0321360299621392,0,0,0,0.294195197488159,0,0,0,0.0281630312796746,0,0,0,0,0
TRX,1.19593850393814,0.634556894934287,0.0270198977449546,0,0,0,-0.518277438549116,0,0.0344577179683032,0,0,0.601400208192281,-0.0591526863217591,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00983390597854521,0.0102558437622851,0,0,0,0,0
CVIX.Index,0,0,-0.0152934334350117,0,-0.0254502576027888,6.7762635780344e-21,0,0,0.0140172414017948,0,0,-0.0147129295684728,0.0214354268695204,-0.00573307984489729,-0.00131731512994787,0,0,0,0,0
DXY.Curncy,0,0,-0.00635874047978261,-0.00516428795554691,0.00154464319393526,0,0.00123443964616876,0,0.00169742813339082,0,0,-0.00216793997741448,0,0,0.00645364925185813,0,0,0,0,0
SPX.Index,-0.011377323834554,0,0,-0.0048804492622659,0.00963065084230204,0.0156079041282685,0.00602952227636305,0,-0.00143320646803039,0,-0.00695162828312235,0,-0.0135488367884377,-0.0107522741580404,0.00439870709731886,0,0,0,0,0
VIX.Index,0,0,0.050461455290235,0,-0.0968602790004866,0,0,0,0,0.085715398685965,0,0,0,0,0,0,0,0,0,0
