,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.030028415555416,0,0.637045263247429,-0.00093112877574257,0,0,0,0,0,-0.0475405439669297,0.0877699757149097,-0.0641826497427417,0,0,-0.0142805996911193
ETH,0,0,0,0,-0.127491526746355,0,0,0,0,-0.28005176269027,0,0,0,0,0,0
XRP,0,0,0,0,-0.0180828836765779,0.0767740840610073,-0.0901145852290061,0.164358289563387,-0.0822408368835289,-0.00317299027989507,8.67361737988404e-19,0,0,0,0,-0.137045197106853
LTC,0.649202522670824,0,0,0,-0.00339815308267328,0,0,0,-0.0110599746372033,0.0224327396114305,0.0210519893111807,0,0,0,0,-0.0223290203910798
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,-0.0264310967873497,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,-0.0347872833530769,0,0,0.503529094503479,0,0,0,0,0,0,0,0
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,-0.40035727171449,0,0,-0.173095965017362,0,0.0522958167756413,1.18481624338444,-0.334704627031741,0,0,1.6831650605362,-0.354917010276974,0,0,0.760391516333038
DGB,0,0.0914942903868552,0,0,-0.0369491549015376,0,0,0,0,-0.226813015339508,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0124743296259965,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.0312253956287904,0,0,-0.00852943091658837,0,0,0,-0.171849197352895,0,0,0,0,0,0,0
DXY.Curncy,0.0100820790204026,0.0112282330745467,0,0,0.00138145702840864,0.00893255202077878,0.0191664143749343,0,0,0.00532826328324097,-0.0155679943818583,0.0439840676522178,0.0930229460971052,0,0,-0.0178620767607777
SPX.Index,0,-0.000150743919107079,0,0.0120106608934594,-0.00036682310044131,0,0,0,0,0.00951387380991662,0.00942295710454251,0.0678932732247798,-0.0461142591494625,0,0,-0.0390975255605919
VIX.Index,0,0,0,0,0.0477754161305181,0,0,0,0,0,-0.134118407207699,0,0,0,0,0
