,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.101258058949651,0,0,0,0,0.331086280386429,0,0,0.130092953912823,0,0,0,0.0417472244248196,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.430075707608518,0.16330505718917,0,0.0868986175736238,0.0610382017389586,0,0,0.064750303693757,-2.77555756156289e-17,0,0,0,0,0
BCH,0,0,0,0,0,0,0.249258290954048,0,0.164678284556866,0.276713139331623,0.228313517662119,0,-0.0411724445929677,-0.124287574523076,0.114813450251461,0,0,0,0,0.204388312541343
XRP,0,0,0.0422211358953016,0,0,3.46944695195361e-18,0.122413736664932,0.0243698250070464,0.265564454187619,0,0,0,0,0.0664326110790427,0.111453949412506,0,0,0,0,0.0917047745590897
LTC,0,0,0.0332674256897945,0,0,0,0.104095628941571,0,0,0.551728685336074,0.0069132785028854,0,0,0.120890827874369,0.218558111241134,0,0,0,0,0
DASH,0,0,0.242303043837736,0,0,0,0.0479865908963152,0,0,0.0100717451737936,0,0,0,0.227476984764504,0,0,0,0,0,0
XEM,0.550756204699751,0,0,0,3.46944695195361e-18,0.115563345315417,0,0,0.0880730315317121,0,-0.0619001302125566,0,0,0,0.344401802602957,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,-0.0145621136542004,-0.447765005657114,0,0.646845876552022,0,0.879226891421616,0,0,0,0,0.23523875131425
XMR,0,0,3.46944695195361e-18,0,0.0263219708863381,0,0.396716449401357,0,0,0,0.0330445880622141,0.29618307224948,0.111532219835981,0,0,0,0,0,0,0
ETC,0,0,0,0,1.17255347710184,0,0,0,0,0,-0.0596880772937693,0,0,-0.101536843304919,0,0,0,0,0,0
NEO,0,0,1.37078746129919,0,0,0,-0.186467870837806,-0.117539636851627,0,-0.55655279506071,0,0,0.36805024740728,0.312578540148867,0,0,0,0,0,-0.49015727932641
ZEC,0,0,0.105065925058608,0,0,0,0.120201492686833,0.0276943736855267,0.0476010738424302,0.108941085991304,0,0,0.256231417371324,0,0.0811881008046432,0,0,0,0,0.110063607830948
EOS,0,0,0,0,0.00844132992340031,0,0,0.372748262270623,-0.0645909551088616,0,0.252875183654673,0,0,0.212357279197684,0,0,0,0,0,-0.361948289288862
BAT,0.33817161741345,0,-0.772436829960889,0,0.733677100094168,0.449828224396447,0,0,-0.0856915116023141,-0.314758624544093,0.278299393987571,0.533114580818612,0,0,0,0,0,0,0,0.160438950836109
XLM,0,0,0,0,0.490671673178226,0,0.197772123315598,0.205715439853389,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0.0619284415719304,0.0346513599012876,-0.00380269969904927,0.0123765894219712,0.020293926375712,-0.0179812892845237,0.00708994581302861,0.00775189849070659,-0.126234290887389,0,0,0,0,-0.118873867363064
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.0077082794949152,0,-0.00936478913358454,-0.00855617770431412,0,0.00343588071794389,0,0,0,0,0.00823725134203535,-0.00222844115474342,0,0,0,0,0,-0.0108972512632357
SPX.Index,0,0,-0.000367890041876942,0,0,0,0,0,-0.00078028390085933,0,0,0,0,0,0,0,0,0,0,-0.0403645682791292
VIX.Index,0,0.228434013314896,0,0,0,0,0,0.0866995653818585,0,-0.121596976837445,-0.0600305464039158,1.38777878078145e-17,-0.0948006369399848,0,0,0,0,0,0,0
