,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.120156203190836,0.0309822915441986,0,0,0.18999521647006,0.101794322261389,0.178280869111289,0,0.0223511933853861,0,0,0.071651802809713,-0.0150965453470682,0,0,0,0,0
ETH,0,0,0,0,0.308378108159896,0,0.0731197275648624,0,0.037279995070215,0,0,0,0.0116524163022306,0.163667977588208,0,0,0,0,0,0
XRP,0,0,0,0,0.20905694439161,0,0,0.00275831951256964,0,0.156521593845687,0,0,0,0.108597046691334,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.260835675995562,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0.0376132735981979,0.0184780041524411,0,0,0.238639721786413,0.0904979050331277,0.140886930214475,0.0288151133518731,0.358501028684858,0.241371456313158,-0.0283676810726984,0,-0.00624714615113256,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.153992818483122,0,0,0,0,0,0.0344740078293119,0,0,0,0,0,0
XEM,0,0.358799034103338,0,0,0,0,0,0.0788566742517222,0.0755927395161763,0,0.24776876936283,0,0.0334050354527121,5.90678788171885e-05,0,0,0,0,0,0
NEO,0,0,0,-6.93889390390723e-18,1.11717814766791,0,0,0,0,0,0,0.166950821954112,0,0.0593302243108679,0,0,0,0,0,0
MIOTA,0,0.512462543942118,-0.0389329792304177,0,0,0,0.400763700141393,0,0,0,0,0,0,0,0.374835203746066,0,0,0,0,0
XMR,0,0,0.0545057063999604,0.0811709234571672,0.327184847702464,0,0,0.0347303123273789,0,0,0,0.075265729835864,0,0.0520618930440355,0,0,0,0,0,0
ETC,0,0,0,0.160528210801618,0.608255424160203,0,0,-0.141765059220707,0.10082164614057,0.156371503694634,0,0,0,0.116220204451696,0.0628353203293091,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0.0821370793016471,0,0,0,0,0,0.206113998291101,0.341639044978291,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.811879408708153,0,0,0,0,0,0.10799871304484,0,0,0.38658799512785,0,0,0,8.67361737988404e-19,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.0780334956559749,0,0.342688549831265,0.441067000686497,0,0.0198076627684507,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.00604151984353733,-0.0200125709383966,0,0,-0.0463593282338374,0,0,-0.0120153389221335,0.0181271037747773,0.025063888806145,0,0,0,0,-0.127233046958228
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00522888576770253,0.00152280944904193,0,-0.00607141436244214,0,0,-0.0385240661862131,0,0.0470837471080416,-0.00653775177982484,-0.0182759839523456,-0.00836516970527093,0.0248628861755269,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.010730519221722,0.00284142123204885,0.00316956158032012,0,0,-0.0166180904965365,-0.0139809875207868,0.00559845398065233,0.0131942558215052,0,0,0,0,-0.0388585904678237
VIX.Index,0,0,0.390374950662315,0,0,0,-0.125512724959492,0,0,0.138777785876561,0.135675030697519,-0.0133920258537062,0.0344669815427007,-0.113609085807494,-0.0160352490839644,0,0.313851832878566,0,0,0
