,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.115643845189613,0,0,0,0.156805497278797,0.174952631609594,0,0,-0.207426536968745,0,0,0,0,0,0,0
ETH,0,0,0,0,0.144818446300705,0.264146456542576,0.776536387838027,-0.0474109606678963,0.275965269435785,-0.390749843817418,-0.356722455771402,-0.760901264169886,0.199248156149631,0.607877073039677,0.799142568087863,0,0,0.711931175121035
DASH,0,0,0,0,0,0,1.02340014131194,0.10133527818921,0,0,0,0.221895702979502,-0.119105983130846,0,0,0,0,0
XRP,0,0.0892199802532048,-0.0053660411402678,0,0,0,0,0,-0.130628923623503,0.666355179423603,0,-0.12029269799115,0.124337879805139,0.685146352976109,0,0,0,-0.0635917031333513
LTC,0.240525616172224,0.102404116361861,0,0.0454786589811584,0,0,0,0.0563071670898263,-0.0478197129857964,0,0.0306950717253547,-0.0609406577225539,-0.0166534791656874,0,-0.138964132236448,0,0,0.0280063805442937
XMR,0,0.09699089154333,0,0,0,0,0,0.216851298924536,0,0,0.109971065996164,-0.0545215457111391,-0.114491645973196,0,0,0,0,-0.274955652645514
ETC,0,0.423063028505107,0.26060665154171,0,0,0,0,-0.103650091146421,0,0,0,0.398212427207435,0,0,-0.357353002032691,0,0,-0.39571452443925
XEM,1.34741508626296,0,0.18755918721732,0,0,0.14640795687664,0,0,0.0474738977775202,-0.387252728610173,0,-0.610520237472825,0.121037081173722,1.23597394837474,-0.799822928178116,0,0,0.739491326789018
ZEC,0,0,0.478235647634832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.214569422400455,-0.107234464420641,0.061156460681132,0.43855784628135,0,0.000888173757984127,0,-0.13169133666654,0.160667019671546,0,0.129720088414168,0,0.095275105107755,-0.337131515594973,0,0,0,0
XLM,-0.0571383305401828,0,0,0,0,0,0,-8.67361737988404e-19,-0.185899719581649,0,0,-0.222145430748202,0.064996777259329,0.488130540209737,-0.627874477518074,0,0,-0.0518419877181132
NEO,0,-0.428851014944122,0.0321414896932623,-0.522114506729482,0,0,0.543987295453485,-0.119643083284445,0.0186296903125574,0,-0.582737308361424,0,0.217863477059341,1.08717311024722,0,0,0,0.664904513926152
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.18235277640828,0,0.134728886825371,0,0.0410842154666459,0.0265059546096297,0,0.164870929864624,0.206083667018222,-0.140689583969897,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.0164623533143342,0,0,-0.00214154402380171,0,0,0,0,0,0,0,0,-0.00410205977890223
SPX.Index,0,0.0634890211323356,0,0,0.0429434573609335,0,-0.0955170647488209,0.0109716598809631,-0.0191726541716645,-0.00604531957041818,0.0366322780710396,0.0296330692362646,0,0.0268108185696397,0,0,0,0
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0.237334822936698,0,0,0,0,0,0
