,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0410372989455728,0.0504354543217643,0,0.108694910056457,0.0524637246423941,0,0,0.0959276146008824,0.117899371208201,0.243970975635318,0,0.121657725606654,0,0,0,0,-0.0415022302442236
ETH,0,0,0,0,0,0.0251884495130043,0,0.214495088997092,0,0,0,0.206342409828317,0,0,0.232814748057208,0,0,0,0,0.0488170310113938
XRP,0,0,0,0.0419955093818519,0.388470904359751,0,-0.193013327820317,0,0,0.142830369036028,0,0,0,0.306455462309618,0.223909578005593,0,0,0,0,0
BCH,0,0,0,0,0,0.160556280311039,1.73472347597681e-18,0,0,0.0408316110980934,0.0656918035579233,0.387137168389302,0,0,0.0955745832567954,0,0,0,0,-0.0276198536450283
ADA,0,0,0.313131780208899,0,0,0.134455024316732,0.0407755589887203,0.491069007044763,0,0,0.0695493112557957,0,0,-3.46944695195361e-18,-0.10952365561985,0,0,0,0,0.0159310734070373
LTC,0,0,0,0.104954163616968,0.0802762491156274,0,0,0,0,0.0652973817873147,0.0837950425124136,0,0,0,0.343900850703709,0,0.335852910004213,0,0,0.0396613111474429
NEO,0,0.106873760517369,0,-6.93889390390723e-18,0,0,0,0,0.35160850040039,0,0.0626262370801563,0,0.313572970994114,0,0.118818052644277,0,0,0,0,0.0612041200807164
XLM,0,0,-0.123302233706883,-0.143403921772531,0.811612765313138,0,0,0,0.687744404267128,-0.202391435471544,-0.101825341874047,0.0317863932474574,0,-1.38777878078145e-17,0,0,0,0,0,-0.0570558641729643
EOS,0,0,0,0.115022676256116,0,0,0,0.417315998608547,0,0,0.0644385701365213,0,0,0,0.357904026111606,0,0,0,0,0.0626198861556634
MIOTA,0,0,0,-0.124899641598618,0,0.351314063625123,0.0450789909953664,0,0,0,0.0731014991232026,0,0.451350926043869,0.178288238341014,0,0,0,0,0,-0.0881148483380018
XEM,0.472612332679529,0,0,0,0.181470771994332,0,0,0,0.17335065668699,0.0229275845728646,0,0.122350889640945,0,0,0,0,0,0,0,0.219770038968172
DASH,0,0.0829710688612534,0.113183511628104,0.152047200339808,0,0,0,0.0316420938446998,0,0,0,0,0.497652232066833,0,0,0,0,0,0,0
XMR,0,0,0,0.140088837222746,0,0,0.134253480032726,0,0,0,0,0.568375967769339,0,0,0.0692947864199501,0,0,0,0,0.0335038826868234
TRX,0,0,0,0,0,0,0.231653128397641,0.107648135007481,0,0.238186214293711,0.1656707472352,0,0,0,0.221285240888552,0,0,0,0,0.0492350429672877
ETC,0,0.272366587585911,0,0.344718637190901,0,0,0.0347685852599494,0,0.394268602912994,0,0,0,0,0.0694413245538514,0,0,0,0,0,0
BV010082.Index,-0.206917181111762,0.0433463369314704,-0.0829161969391469,0.0744550474783808,-0.0277645879508045,-0.0109354688297485,-0.0503261089157937,-0.108465698283961,0.0877602187961348,0,0.0366034043703375,0.182133434157617,0,0.0388057755154363,0,0,0.110090747504118,0,0,-0.071213093647429
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0.0217879008239281,0,0,0,0,0,0,0,0,0.0228996754193444
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.0196200696112065,0.0352936611713002,0.00837003719047389,0,0,0.0524573651184277,0,0,-0.0659467104756659,-0.0165853182200533,0,0.0225880416167561,0,0,-0.0611890676749721
VIX.Index,0,-0.0393660348928332,-0.223119569619018,-0.426419531727909,0,0.996381265993749,0.166646423183846,0,0,0,0,0,0,0,-0.193261493217194,0,0,0,-4.41430081267969,0
