,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.360087469817156,0.089049806458895,0.109826080155883,0,0.0142620840495471,0,0,0,0.08968454199001,0,0,0,0,0
ETH,0,0,0,0,0.00338270569627089,0,0.370816767924182,0,0.101987925531203,0,-2.77555756156289e-17,0,0,0,0.318276495354102,0,0,0,0,0
XRP,0,0,0,0,0.0798981199989396,0,0.122884733098072,0.0643930331309159,-0.0998742873264863,0,0.202918481437642,-2.16840434497101e-19,0,0,0.131152394567887,0,0,0,0,0
BCH,0,0,0,0,0.0351777068862023,0,0.46169185584738,0,0,0,0.293089426724201,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0.13492908656673,0.099349955985012,0.179482430320063,0,0,0.631915083866962,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.346766014954121,0,0.401192103986118,0,-0.0884728746374862,0,0,0,0,0.349549417691515,-0.313666354012166,0,0,0,0,0
XEM,0.51470451736865,0.426948790634382,0,0.00360429441666259,0,0,0,-6.93889390390723e-18,-6.93889390390723e-18,0,0.0801455645166931,0,0,0,0,0,0,0,0,0
NEO,0,0,1.05565618113099,0.174893393223622,0,-0.0654959966372949,2.77555756156289e-17,0,0,0.438770623462229,-0.664488904988474,0.100079276910704,-0.0113992517268567,0,0.42337582378452,0,0,0,0,-0.0379783072470293
MIOTA,0,0,0,0.0301662213845902,0.207598809874507,0,0,0,0,0,0,-0.204655945462408,0.362007124824665,0.1128179378298,0.297967894963704,0,0,0,0,0
XMR,0,0,0,1.73472347597681e-18,1.38777878078145e-17,0,0,0.110883881629325,0,0,0.435306023977829,0.124409894197796,0,0,0,0,0,0,0,0
ETC,0,0,0,0.12089402749006,0.735406393725639,0,0,-0.125927493097832,0,0,0,0,0.0726089357896399,-0.128891870964644,0.248556706384552,0,0,0,0,0
ZEC,0,0,0,-0.0721202989401577,0,0.144043024325482,0,0.305277184488743,0,0.310863587767783,0,0,0.517144596854351,-0.336848001570072,0.0999381749595374,0,0,0,0,0
EOS,0,0,0,0,0,0,-1.73472347597681e-18,0,0.243762700849481,0,3.46944695195361e-18,0.628441780201016,0,0.0657188728688587,0,0,0,0,0,0
BAT,0,0,0,-0.110247315924903,-1.73472347597681e-18,0.75127501050265,-1.38777878078145e-17,0.102594488523059,0.0734815232096102,0,0,0,0.290859987490172,0,0,0,0,0,0,0
XLM,0,0.938301928328227,0.0369058451073888,-0.422418782711519,0,-0.436335582457462,0,0.140255720625722,0.351243308640667,0,0.320900273483574,0.325557916377499,-0.192180830028527,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.0123834505748455,0,0,-0.0235873277334956,0,0,0,0.023490511836942,0,-0.00956403775242252,0,0,0,0,-0.170543485078382
CVIX.Index,0,0,0,0.100628008001486,0,0,0.0339659990971821,-0.0143707606421422,0.0877068542939373,-0.0682970222520875,-0.159171557051583,0,-0.0633081402782065,0.0132133967484508,0,0,0,0,0,0.236013885919368
DXY.Curncy,0,0,0,-0.000590231435090709,0,-0.00598449496893479,-0.00138956024309846,0,0,-0.00937503246545032,0,0,0.0178848575957675,-0.0153877322908433,0,0,0,0,0,0
SPX.Index,0,0,0,0.00933171027785944,0,0,-0.0179933305575411,0.00560326375943414,-6.7762635780344e-21,0.010139567016981,0.00175278967349073,-0.0241360199543245,0.0192584570044938,-0.00706990113905358,0.00639422985500043,0,0,0,0,-0.0527479424041121
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
