,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-3.46944695195361e-18,0,0,0,0.203692863657077,0,0.224372569153809,0,0,0,0,0
XRP,0.32306821391425,0,0,-0.0533628718736789,0.204459537126367,0,0,0.0383465783434199,-1.73472347597681e-18,0,0,-0.160712672501587,0,0,0
LTC,0.200946879554733,0.422796967986886,0,0.0277915334681946,0.0433641392223653,0.154429682157544,0,0,0.0179846725892226,0.140371754336978,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0.505607281188927,0,0,0,0,0,0
DASH,0,0,0.323830040804256,0.176994550507948,0,0,0,0,0,0.047981186773398,0,0,0,0,0
DOGE,0.0912966555610836,-0.219983069885878,0.28266698748403,0,0.0795042772828155,0,-0.242301074993382,0.0765845339253476,0.146291397360928,0.273200094748098,0,-0.435035577789906,0,0,0
XLM,0,0,0,-0.0867710697367757,0,0,0,0.066671951971191,0,0.263421513967726,0,0,0,0,0.0809912395870484
XMR,0.502818661270129,0.236930936386274,-0.43740357776599,0.0189900089336216,0.274285081140835,1.06411448077972,0.936928877737116,0,0.0181586006029995,-0.853863071921045,0,0.375612227245593,0,0,0
DGB,0,-0.178209998184406,0.532336994742394,0.194769128729888,0,0.296005520790159,0,0.19411770334285,0,0.114899458500859,0,0,0,0,0
XEM,0.49164369541127,0,0.0373060970373251,0,0.174949257656406,0.765652405572211,0.609722039861238,-0.532056934566787,0.00119683568775604,0,0,0,0,0,-0.110830359253001
BV010082.Index,0,0,0,-0.023151745965111,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.38697916814774,0.0754586093387053,-0.0110945155097424,0,0,0,0,0.0543411132638685,0,0,0,0,0,-0.0463766530808916
DXY.Curncy,0,0,0,0.0066834040863414,0,0,0,0,-0.00880893713307724,0.00668398268876655,0,0.112165661514572,0,0,-0.019686938848988
SPX.Index,0,-0.0212937030849472,0.025468627101361,0.00149059042475662,0,0,0,0,0,0,0,0,0,0,-0.0603801723063307
VIX.Index,0,0,-0.335560179720151,0,0,0,0,0,0,0,0,-0.268174440216411,0,0,0
