,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.29371019912481,-0.000317279107355028,-0.0158451596608308,-0.042839730267609,0,0,0,-0.0106430837957493,0,0,0,0.0492362830448499,0,0,0,0,0
ETH,0,0,-0.0343423459154302,0,0.151703725165822,0.230004559167886,0,0,0,-0.0291998665276929,0.141499816650873,0,0.0697579962778812,0,0,0,0,0
XRP,0,0,0,-0.1937575862546,0,0.22974730407193,-0.3863435464933,0,0,0.396592269130167,1.67356214856493,-0.499119502629055,-0.771324528496473,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0.152971211832082,0,0,0,0,0,0,0,0
DASH,0,0,-0.0777929681112242,0,0,0,0,0,0.296219990465072,-0.112046270644381,-0.0729849478634753,0,0.0700818321592118,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,-0.0442283501355023,0,0,0.0713333669054411,0,0,0,0,0
ETC,0,0,0,0.147705671002791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,-0.0791773872256161,0.0930147312739928,0,-0.374384389153386,0,0.159706762678426,0,0.0705987547708142,-0.539456875441848,-0.0736297474924941,-0.2741307942121,0.677333751228227,0,-0.849512407734346,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.361231137361404,0.167190553782552,0.0877040530749309,-0.292106595623914,-0.248410275473121,-0.0211064765521959,-0.604352771252692,0.220206431844,0,0.189975183151072,-0.328121460271779,0.62685473456069,0,-2.18120092510508,0,0,0.427357802538075
XLM,0,0,0.406125849958861,0.186766553562314,0,-0.259819065600162,0,0,0,0.126693343123961,0,0,0.345477254523768,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,-0.290063113079285,-0.149941065148497,0.361374306987005,0,0,0.765221484658915,-0.00775695914123705,0.444105570455348,0.390088357821439,0.283867908330829,0,0.067386981088021,0.656279538565485,0,0,-0.154290681871417
BV010082.Index,0.0151446540199739,0,0,0,0,0,-0.0985358343838508,0,0,0.0165334224132929,-0.0312976939663325,-0.0793508309461873,0.0709127823764923,0,0,0,0,-0.190221542464066
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00379605742307335,0.00164931823843025,0,0.0108667663580914,0,0,0,-0.00218746652938726,-0.0052301031370561,-0.00277629330278019,0,0,0,0,0,-0.0309690939923357
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
