,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.300024562358016,0,0,0,0,0,0,0.000724308540816888,0.103420456868717,0,0.167601853005088,0.0164034807611387,0,0,0,0,0
ETH,0,0,0,0.254421839076193,0.0925182800669141,0,0,0,0.047842598552013,0.140777924788572,0,0,0,0.227867841324649,0.0521246602599743,0,0,0,0,0.0114747415454618
XRP,0,0,0,0,0,0.344938711342078,0,0,-3.46944695195361e-18,0.30901668084206,0.0385088409053696,0,0,0.105632269838232,0.0107752372308966,0,0,0,0,0
BCH,0,0,0,0,0.0119357124820098,0.497104168863014,0,0.0379659358056569,0.0775256678998841,0.227047623840474,0,0.109939344874751,0,0,-3.46944695195361e-18,0,0,0,0,-0.066458467682598
EOS,0,0,0,0,0,0.323557907876299,0,6.93889390390723e-18,0.0769261264602526,0.531544281575364,0.0648756545843471,0,0,0,0.0879660670981768,0,0,0,0,0
LTC,0.0384010093176995,0,0.403680705120989,0.172790943890303,0.164906134091145,0,-0.0184542359132978,0,0,0,-0.0753894640437986,0.232100334725479,0,-2.71050543121376e-20,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.225731106934148,0,0,-0.0346604847169127,0.165684724991639,0.447771580629338,0,0.0299069776674115,0,0,0,0,0
ADA,0,0,0,0.201323837116258,0.145635670717165,0,0.167664764981277,0,0.203188763576376,0,0,0,0,0,0.311544751720219,0,0,0,0,0
MIOTA,0,0,0,0.329298443089667,0.0728681604553537,0,0,0,0,0,0.360335795332186,0,0,0.181319375408487,0,0,0,0,0,0
TRX,0,0,0.405708597493671,0.295062116827784,0.106829324725231,0,0.078536727428197,0.182080185168278,0,0,0,0,0.0529215146379438,-0.0543445908756332,-0.126049456195329,0,0,0,0,0
NEO,0,0,0,0,0.312484343576964,0,0,-1.38777878078145e-17,0.48109134421685,0,0,0.225778545459081,0,0,0,0,0,0,0,0.113447682930727
XMR,0,0,0,0.157090226183489,0,0.785163070591773,0.122823057041167,0,0,0,0.0448724459106384,0,0,0,0.0753001096329378,0,0.142041729920657,0,0,-0.0302299530306182
DASH,0,0,0,0.173519194760864,0.167095746824717,0,0.263556499555314,0,0,0,0.213752720084124,-0.137693765001647,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0.398605202662185,0,0,0.00953626467011622,0,0,0,0,0
XEM,0,0.127078177848447,0,0,0,0,0,0.58461086271131,0,0,0,0,0,0.242769647028691,0,0,0,0,0,0.0826026094765724
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730124090416913
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.0162449252990967,-0.0584869079709352,0,0,0.0184972349427721,0.0177024797873308,0.00306766500948847,0,-0.0102594253646101,0,0,0,0,0,0,0,0.0780407395039531,0,0,0
SPX.Index,0.0344442289398754,0,0,0,0,0,0,0.0173302786396718,-0.025010579619246,0,0,0,0,-0.0371945993209383,0.00163848068906108,0.0182085738775621,0,0,0,-0.0829656971914636
VIX.Index,0.509711173452223,0,0,0,0,0,-0.0587892330272055,0,-0.0990415388839408,0,0.025433944298743,-0.219794023793434,0.0109992329507616,-0.268024626275786,0.109123806194654,0,0.037493513224541,0,-8.56231226381526,0
