,BTC,ETH,XRP,BCH,BSV,LTC,ADA,LINK,BNB,CRO,EOS,XTZ,XLM,XMR,TRX,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.164801381091993,0,0.0586259277078527,0.0435161913483786,0,0,0,0,0,0.0675463831726945,0.0192796915936476,0,0,0,0,0,0,0,0
ETH,0,0,0.14856922103179,0,0,0.226392828874041,0.137157310237903,0.152573760106351,0,0,0,0,0,0,0.00570107359944331,0,0,0,0,0
XRP,0,0.190425670549446,0,0.219519418543738,0,0.0636320128349951,0.125353979127903,0,0,0,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.259947434572119,0.374249764946658,0,0,0,0,0.0452343907853442,0.0169828872609981,0,0,0,0,0,0,0,0
BSV,0,0,0,0.254571991893989,0,0.252715965922138,0,0,0,0,0.161511030807648,0,0,0.123593578839063,0,0,0,0,0,0
LTC,0,0,0,0.0963575080347986,0.263884697657881,0,0,0.0805433241390932,0,0,0.231426480437143,0.00747046605226179,0,0,0,0,0,0,0,0
ADA,0,0.283443437572426,0,0,0,0.0866790468237999,0,0.128384286749422,0,0,0.032461250452408,0.0629041564181945,0.0524768751363869,0,0,0,0,0,0,0
LINK,0,0.360821631887038,0,0,0,0,0.169622900255598,0,0,0,0,0.344292167407734,0.0761923551125671,0,0,0,0,0,0,0
BNB,0,0.25407224850083,0,0,0,0.145665043488064,0,0.0328376401964871,0,0,0,0.0806739086651411,0,0,0,0,0,0,0,0
CRO,0,0.022632522277642,0,0,0,0.282366746747729,0,0,0.0552814040873581,0,0,0.0124660919826579,0,0,0,0,0,0,0,0
EOS,0,0,0,0.470337838290051,0,0.193700548080859,0,0,0,0,0,0.0904116678057955,0,0,0,0,0,0,0,0
XTZ,0,0,0,0,0,0,0.0137059546865582,0.250669303188415,0,0,0,0,0.42616562315253,0.141625294733283,0,0,0,0,0,0
XLM,0,0.0438053889372094,0,0,0,0,0.22756072182694,0.0504826790271947,0,0,0.104410447233464,0.130476246985472,0,0,0,0,0,0,0,0
XMR,0,0.0525977264864292,0,0.212956717168323,0.106030988528766,0,0,0.0124605834987392,0.216642207868375,0,0,0.0880148896718495,0,0,0,0,0,0,0,0
TRX,0,0.179899935130866,0,0,0,0,0.149896357765938,0.0164029469039275,0,0,0.246178683766889,0.156145050261373,0,0,0,0,0,0,0,0
BV010082.INDEX,0.039745947685691,0,0,0,0,0,0,0,0,0,-0.044654261329864,0.00656761940489224,-0.0175752437753424,0.00944801477197844,0,0,-0.0238631293908943,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,-0.0332743124849692,0.0249590203789248,0,0.0757688378208011,0,0,0.0701248692658796,0.00340425301821709,0,0,0,0,-0.0652027743943641
DXY.INDEX,0.00983199944662447,0,0,-0.033487071668968,0,0.00893904411874863,0,-0.0126709745292891,0,0,0,0.00948908531846986,0.00327528386808193,0,0,0,0.00705587649448273,0,0,0.00655847068447865
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.0025838208259985,0,0,0,0.00169916601910593,0,-0.0138107627588074,0,0,-0.0902786738590978
VIX.INDEX,0,0,0,-0.0755801456749101,0,0,-0.100390204395356,0,0,0,0,0,0,0,0.145543609688459,0,0.0304501122578836,0,-1.62971268519402,0
