date,name,lambda
2015-02-01,XMR,0.0205724701095563
2015-02-02,XMR,0.0199581685488067
2015-02-03,DOGE,0.00544515366111085
2015-02-04,XMR,0.0128514625345779
2015-02-05,LTC,0.0149308440138569
2015-02-06,LTC,0.0135512777014817
2015-02-07,XLM,0.0102817762280061
2015-02-08,LTC,0.0426116037876464
2015-02-09,DGB,0.0308624599005544
2015-02-10,LTC,0.00909231426166504
2015-02-11,XLM,0.0111505163573265
2015-02-12,XLM,0.00909394318170292
2015-02-13,XMR,0.00755512996593305
2015-02-14,XMR,0.00781864339073551
2015-02-15,DASH,0.035930704916423
2015-02-16,XLM,0.00502178871929409
2015-02-17,XRP,0.0364872770518066
2015-02-18,DOGE,0.0501533369216518
2015-02-19,XLM,0.0216449674937472
2015-02-20,XLM,0.00328750933693283
2015-02-21,DASH,0.019270649081903
2015-02-22,DASH,0.00538487404447514
2015-02-23,DOGE,0.0173667330227972
2015-02-24,XLM,0.00405943203444443
2015-02-25,DASH,0.00841917451690772
2015-02-26,XLM,0.00695086301281371
2015-02-27,DGB,0.0221324664328629
2015-02-28,DGB,0.0185873996065984
2015-03-01,XLM,0.0119755056242908
2015-03-02,DGB,0.0249836736677984
2015-03-03,XLM,0.0212952756751373
2015-03-04,DGB,0.0127703400022925
2015-03-05,XLM,0.0266382735132322
2015-03-06,DOGE,0.0104680835928432
2015-03-07,DGB,0.00534073645723156
2015-03-08,DGB,0.00813570629476547
2015-03-09,XLM,0.0087965791501702
2015-03-10,LTC,0.0104182580958394
2015-03-11,LTC,0.0123546132998634
2015-03-12,LTC,0.0122727795545682
2015-03-13,DGB,0.00845337392771232
2015-03-14,DGB,0.00687157939367159
2015-03-15,DGB,0.00681846313160707
2015-03-16,DGB,0.00574349676532898
2015-03-17,XLM,0.00853536655953988
2015-03-18,LTC,0.0157040243382486
2015-03-19,XLM,0.00848898187155301
2015-03-20,DGB,0.00524349053044788
2015-03-21,DGB,0.00538033316011544
2015-03-22,DASH,0.00427563892824719
2015-03-23,DASH,0.00398288007113586
2015-03-24,DASH,0.00474418540304418
2015-03-25,XLM,0.00646870356568813
2015-03-26,DGB,0.00843423826762579
2015-03-27,DGB,0.00272433685591576
2015-03-28,DGB,0.00934167215800554
2015-03-29,XLM,0.00623919221968742
2015-03-30,DGB,0.00883203928148589
2015-03-31,DOGE,0.0106468706747316
2015-04-01,DGB,0.0080913552494045
2015-04-02,DGB,0.00107267918808528
2015-04-03,XLM,0.00992176549603067
2015-04-04,DGB,0.011003758809229
2015-04-05,DGB,0.00896604085462973
2015-04-06,XRP,0.0056805806100336
2015-04-07,XRP,0.00369724298792307
2015-04-08,DGB,0.0082449297430838
2015-04-09,DGB,0.00854132824740749
2015-04-10,DASH,0.00617134052171152
2015-04-11,DGB,0.00966492320324622
2015-04-12,DASH,0.00333953628909173
2015-04-13,DGB,0.0107303621764914
2015-04-14,DASH,0.0142787461535945
2015-04-15,DASH,0.0144434307555909
2015-04-16,XRP,0.0137183765016662
2015-04-17,DASH,0.0113242248327695
2015-04-18,DASH,0.00849925525104188
2015-04-19,DOGE,0.00870279880424387
2015-04-20,XMR,0.0120352700121574
2015-04-21,XRP,0.00604337990066261
2015-04-22,XRP,0.00653102964802538
2015-04-23,XEM,0.00551971263279148
2015-04-24,XEM,0.00593213662600701
2015-04-25,XRP,0.00610411013655597
2015-04-26,XRP,0.00371806935280027
2015-04-27,XRP,0.00587278919314785
2015-04-28,DASH,0.003783565501953
2015-04-29,DASH,0.00505527775830641
2015-04-30,DASH,0.00367864415854504
2015-05-01,XEM,0.00690862376514804
2015-05-02,XEM,0.00888664023098015
2015-05-03,XEM,0.00730960485763435
2015-05-04,XRP,0.00652844290359928
2015-05-05,XEM,0.00937006173941604
2015-05-06,XEM,0.00884174173165373
2015-05-07,DOGE,0.00523037708511998
2015-05-08,DGB,0.00897871209969465
2015-05-09,XEM,0.00719470627801019
2015-05-10,DGB,0.00874092794947507
2015-05-11,DGB,0.00772195611646793
2015-05-12,XEM,0.0024909939064523
2015-05-13,DGB,0.0071442001891117
2015-05-14,XEM,0.00991945719406166
2015-05-15,DASH,0.00607629709606976
2015-05-16,XRP,0.000183533264418864
2015-05-17,DASH,0.010251408937871
2015-05-18,XMR,0.00635229894699537
2015-05-19,XRP,0.00613246807692339
