,BTC,ETH,XRP,BCH,BSV,LTC,ADA,LINK,BNB,CRO,EOS,XTZ,XLM,XMR,TRX,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.117923070598415,0,0.0352856792556325,0.0404693140482369,0,0,0.0154686122563202,0,0,0.0362656598733091,0.0221007681253425,0,0.0216488796194921,0,0,0,0,0,0
ETH,0,0,0,0,0.000774695137864469,0.236840079743053,0.0732474898961265,0.0764459395728337,0.169452994409471,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.228066103866817,0,0.0447220262698813,0,0.157396478791529,0.0253090291880659,0,0,0,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.282346223111627,0.40925905299341,0,0.0297231631669009,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.199753925257651,0,0.189901123371321,0,0,0,0,0.217090418589018,0,0,0.0529602787216112,0,0,0,0,0,0
LTC,0,0.0940631604353734,0,0.0723900459968105,0.252511445604121,0,0.0902679673704289,0,0,0,0.250984045651083,0,0,0,0,0,0,0,0,0
ADA,0,0.163785121591319,0,0.0683351296686405,0,0.0411385242253572,0,0.146005840794438,0,0,0,0.0281673103586516,0,0.203967418372668,0,0,0,0,0,0
LINK,0,0,0,0,0,0,0.104378031911091,0,0,0,0,0.893488280586172,0,0,0,0,0,0,0,0
BNB,0,0.224067595757693,0,0,0,0.0508048713339773,0,0,0,0,0,0.155661085490393,0,0,0,0,0,0,0,0
CRO,0,0.0910402456279019,0,0.0337696331239683,0,0.190683347755091,0,0,0,0,0,0.0171703950836338,0,0,0,0,0,0,0,0
EOS,0,0,0,0.0679507478434972,0.0318828134280675,0.432708340212881,0.0283015079783641,0.0250391307192612,0,0,0,0.0444959170277843,0,0,0,0,0,0,0,0
XTZ,0,0,0,0,0,0,0,0.403018170171104,0,0,0,0,0.149303182846395,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0.0320770479870248,0.191191976681915,0.0817027327444364,0,0,0,0.14736554890584,0,0,0,0,0,0,0,0
XMR,0,0.056839040873974,0,0,0.428164031660488,0,0,0.0272359266826203,0.102225135956981,0,0,0,0,0,0,0,0,0,0,0
TRX,0,0.296435181089148,0,0,0,0,0,3.46944695195361e-18,0.158027433304729,0,0.153772671164295,0.0924934073684705,0.113891643811549,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.000458903830036359,0,0,0,0,0,0,0,-0.0328670061497277,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,-6.00637299976674e-08,0,0,0,0,0,0,-1.28793643041358e-07,0,0,0,0,0,0,0,-0.0971371064467992
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
