,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.154037562533212,0.0334211969831943,0,0,0,0,0,0.0319608563535482,0,0,0.0970332587682588,0,0,0,0,0,0
ETH,0,0,0,0.216877449248805,0.0521602837606642,0,0,0,0,0,0,0.190236184106046,0,0.195265819060745,0,0,0,0,0,0
XRP,0,0.00570565560278185,0,0.0360159013047986,0,0,0,0,0.160021795284755,0.041649958816327,0.0547210725614187,0.181776108230705,0,0.0427098297272479,0,0,0,0,0,0
BCH,0,0,0,0,0.306636945430017,0,0,0,0.125190025213294,0.0228534985365915,0,0.316349088378558,0,0,0,0,0,0,0,0
BSV,0,0,0,0.529317439001906,0,0,0,0.000270948035821269,0,0.0731551061331983,0.107733174896524,0,0,0,0.0895801418590696,0,0,0,0,0
LTC,0,0.147082183165873,0,0.12891993435127,0.0289354065543364,0,0,0,0.439115674871594,0,0,0,0,0.0478235640116281,0.0126959321363632,0,0,0,0,0
EOS,0,0,0,0.206599600385937,0.191924894057487,0,0,0,0,0,0.108009827919463,0,0,0.0773479124501258,0,0,0,0,0,0
BNB,0,0,0,0.0913111881695551,0.170572286702112,0,0,0,0,0,0,0.081129085696752,0,0.192465902015542,0,0,0,0,0,0
ADA,0,0,0,0.182530137285938,0,0.184923608812338,0,0,0,0,0.0693781087857193,0,0,0.169482097724529,0,0,0,0,0,0
ETC,0,0,0,0.384063597251966,0.165382905688269,0,0.181724640145769,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,-0.000000000000000000433680868994202,0.104658937919902,0,0,0,0.311422543601249,0,0,0,0,0.187453604526195,0,0,0,0,0,0
TRX,0,0,0,0.411968513494257,0,0,0,0,0.0990698593026667,0,0,0,0,0.0840999390399206,0,0,0,0,0,0.000639553046379283
XLM,0,0.132195910467103,0.128662043329729,0,0,0,0,0.0872312685362406,0.0963515832446799,0.0226735687577484,0,0.148546159602111,0,0.106525281433824,0,0,0,0,0,0
XTZ,0,0.231579777483439,0,0,0,0,0,0.022601058272893,0.752910834709737,0,0,0,0,0,0.0312274759694911,0,0,0,0,0
DASH,0,0.122637821423386,0,0.116168521690261,0.408897350902455,0,0,0,0,0,0,0,0,0.0821024536902166,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.00858128324808853,0,0,0,0,0,0,0,0,0,-0.100152336068845,0,0,-0.153177734141346
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155772167390719
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296915007254974,0,0,0,-0.0158107489533588
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152890225001926
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000216887979584743,-0.107095910836652,0.0272836169096823,0,-2.56882031109548,0
