"","x"
"DASH",0.13445900954319
"ETC",0.0865895941171391
"MIOTA",0.0798033519258759
"BNB",0.0784609250110649
"ZEC",0.0770259000617693
"LTC",0.0732115609475171
"ETH",0.0695015510459824
"TRX",0.0615216141076249
"XTZ",0.0555119609546224
"BSV",0.0519915298455052
