,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,DGB,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.145024423114004,0,-0.00637735903818511,0.0631480427319647,0.166817982388949,0.148062229102349,0.176390256440387,-0.123739664162259,0,0.144621337149383,0.0878619861460279,-0.362711375488824,0,0,0,0,0
ETH,0,0,0,-0.0544079103621466,0.0261118647208842,0.179928199337036,0,0.793695424394995,0,0,0.146028264745081,0,0,0,0,0,0,0
XRP,0,0.0723336344468829,0,-0.114011537435544,-0.242285687196719,0,-0.0450116559104255,0,0,0,1.08147502773822,-0.428351585275761,0,0,0,0,0,0
LTC,-0.350935858936419,0,-0.0107859541509484,0,0.108656373395463,0.288067963844756,-0.137061014115498,0.149265891984876,0.0240363966412411,0.349679607659679,0.167685405131637,0,0,0.347790339668702,-0.270275956125045,0,0,0.131282605385026
DASH,-0.234280100094572,0,0,0.0307233759226462,0,0.097893786782268,0.107152275037761,-0.00981857230385407,0.134114434569141,-0.109327214420657,-0.136280608473367,0.0642981277385501,0.00000000000000000173472347597681,0,0.621416922795106,0,0,-0.0902226300412223
ETC,0,0.286230488626352,-0.0188127977859986,0.15325363317217,0.13488195986931,0,0.0371773474823921,0,0.0154336404363143,0.0463388149099371,0,0.0817308420393056,0,-0.475102793590025,0,0,0,0
XEM,-0.0000000000000000138777878078145,0.275339350509293,0.0130828282692662,0,0.0978455480879606,-0.32189171396709,0,0.256527933637943,0,-0.110672613788613,0,0.348653595868372,0.177624291321363,0.329326779623671,0,0,0,-0.529279654261876
XMR,0.0178891404137698,0.301866450687302,0.0289743744449021,-0.0298633742192186,0,-0.0962013781561705,0.34153072270583,0,0.161699849635436,0,0,0.0341197908959313,-0.125829090263887,0,-0.148430761190427,0,0,0
ZEC,0,0.0278230197087322,0.0337899920068023,-0.0279042098100681,0.189365535347166,0,-0.0474754899197768,0.144798073512213,0,0.266500079058033,-0.099225248385356,-0.00957127923094593,-0.0529834512466691,0,0.208766377072597,0,0,0
DOGE,0.0546791639263417,0.167641081565868,0,0.303138714300216,0.0717941280122602,-0.189886896140443,-0.120018584415395,0,0.269446724320225,0,0.258104472381118,0.06448010723585,0.0887804796808162,0,0,0,0,0.262886202609063
XLM,0.318408903645145,-0.000000000000000000216840434497101,0.30383653900753,0.170986135812186,0,0.0412195914816502,0,0,0.0127268491548053,0.40237043190406,0,0,0.047376066450046,0,0,0,0,-0.215336307511364
DGB,0.222357537952227,0.320207564080439,-0.0567642382364843,-0.109375265027438,-0.118222831151008,0,0.328159272828868,-0.539815532579632,0.0343668182872323,-0.0718404183362827,0.328204413830206,0,0.333389863965089,0.16810271517062,0.584019722920904,0,0,-0.882466226704162
NEO,0,-0.138857342282043,-0.0707280125470211,0,0,0,0.0995718190733843,-0.172808742187,0.201503023375782,0,0.220035820890041,-0.00151740226991179,0,0,0,0,0,0.290483545807628
BV010082.INDEX,0.0654344580078134,0,0.00515173325550606,0,0,-0.0593782665875397,0,0,0,0,0,0.0284397395669032,0,0,0,0,0,-0.063284167205822
CVIX.INDEX,0.0540462626405658,0.00000000000000000693889390390723,-0.0211431756154336,0.0553914580043138,-0.0144498683370064,0,0,0,0.0965553168061867,0.122577959542494,0,0.00928288013845711,-0.100472627621162,0,0,0,0,0.293179228549462
DXY.INDEX,0.00998366353210052,0,0.00108200293656118,0.00504093134923243,0,-0.00605281491363721,-0.00271598005950684,-0.00962260400093102,0,0,0,0,-0.0233909008708025,0.0436335189581438,0.00287930600253005,0,0,0
SPX.INDEX,0.0134312757799963,0.00762295460327493,0,0.00276813557065684,-0.00205429790150036,-0.00582810765421089,0,0.00575863940662448,-0.0132057388008155,0,0.0028587282295732,0,-0.0058745376535223,0,0,0,0,-0.0357394656855669
VIX.INDEX,0,0.201158768819143,-0.00373619406332311,-0.0778419063174833,0,-0.308770239510237,-0.0493642275311866,-0.171374764249232,0,0.0570359711887157,0,-0.119616434291569,0.0630059756069414,-0.351859885839971,0.563336851573978,0,0,0
