,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.122241425630598,0.147195948717642,0.477765873634679,0,0.186370165183377,0.0205397222525707,0,-0.0272181445077685,0,0,-0.0516861889914704
XRP,0.0861629400801149,0,0.00000000000000000010842021724855,0.191873680615914,0,0.179539053397086,0.108870539667136,0,0,0,0,0,-0.0631978628706799
LTC,0,0.089417884527848,0,-0.158940974480347,1.0166455434497,-0.199965422104867,0.16719491023316,0.0424754713464568,1.20366381670505,0.205227685279175,0,0,-0.260781930404562
DASH,0.554065604452025,0,0.315416143326896,0,0.470533809268118,0.0485383293734182,-0.466275273774946,0.117298726478174,0,0,0,0,0
DOGE,0.395380841871127,0.117970962759072,0.0883286735008857,0.0322088954621213,0,0.0129105204910677,0,0.0144893206652986,0.389954818294001,-0.126300116160174,0,0,0
XLM,0.490442060217382,0.727209007081271,0.0609328980022411,0,0,0,-0.15128200200522,-0.0576028175795171,0,-0.224243980586199,0,0,0.0424276286044968
XMR,0.898350288893706,0,0.152162953971009,0,0,-0.0118280151313536,0,0.0723886052753311,0,0,0,0,0
DGB,0,0,0.745291983550302,-0.468221371653606,0.41989650509423,1.07010470669653,0.0784639954759193,0,0,0.70900509085471,0,0,0.218126382379962
BV010082.INDEX,0,0,0.0346238288962552,0.0104320552702113,0,-0.002679355485639,-0.072637588617304,-0.00702490344627415,0,-0.0348631765613674,0,0,-0.0167783915032493
CVIX.INDEX,0.172650880558777,0,0.0550268763833799,0.0820360902057636,-0.751839166253664,-0.000540048627102813,0.122655408984289,0.0887093365005163,0.0652091488712663,0,0.654389853406374,0,0
DXY.INDEX,0.0188159964555835,-0.0402734398253655,0.00762910234671723,-0.010123479125022,0.0382868776362471,-0.023156927412446,0.0108612241510818,0.00701739007466121,0.0617425879137196,0.00874332522600028,0,0,0.0254754928804384
SPX.INDEX,0,0,0.00878461048310464,0,-0.00344770044670879,0,-0.0187043033717998,0.0116597684230436,0,-0.0358293748054823,0,0,-0.12441751580826
VIX.INDEX,0,0,0,0,0.170096277222419,-0.0904670446554777,-0.25917562834737,0,0,0,0,-5.89951765593287,0
