,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,XMR,NEO,DASH,BNB,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0627380304332821,0,0.0793932550930286,0,0,0,0.032948092357875,0.110859782459427,0.0294789548950656,0.0763212294019252,0,0,0.0786141880896346,0.0464164824398176,0,0,0,0,0
ETH,0,0,0.414551443376603,0.163260119658192,0.01906186539708,0,0,0.00239219870350464,0.0889117162078936,0.0636354248165205,0.0462668545169291,0,0,0.086907186193139,0.0367312052888521,0,0,0,0,0
XRP,0,0,0,0.126897969745683,0.00147649346813369,0,0.0747519052738318,0.167976054019898,0.075325999596278,0.19212249021792,0,0.0334334332401851,0,0,0,0,0,0,0,0
BCH,0,0.466550628847921,0,0,0.0755028300630732,0,0.140235643613362,0.113626656539404,0.0248932670471433,0,0,0,0,0,0.0489370502915269,0,0,0,0,-0.0169830494100494
EOS,0,-0.150280116164691,0,0.300706520634088,0,0,0,0.347280702089177,-0.0194664215137347,0.127124550211428,0.589864633577883,0,-0.429914588332353,0.282895226953266,0.0861221799679443,0,0,0,0,0
LTC,0,0.0786141783456437,0,0.125977325841509,0.12270100849453,0,0,0.1964853865805,0,0,0.110767926648194,0,0,0,0.0845349958486582,0,0,0,0,-0.0119522021827029
XLM,0,0,0,0.146693496022746,0.182323924878965,0,0,0.154870446868901,0.0907820222304095,0.100230670825411,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.109048487917937,0.118878623582433,0,0.193147820532357,0,0.112735564909205,0.259891627665805,0,0,0,0.0639252627687135,0.00000000000000000173472347597681,0,0,0,0,0
MIOTA,0,0.0243470033042994,0,-0.131451104444697,0,0,0.281205176837249,0.693066694151136,0,0.010063676303759,0,0.254053649435577,0,0,0.00300010172476797,0,0,0,0,0
TRX,0,0.12200966550827,0,0.182972415009064,0.363273410535647,0,0,0,0.0000000000000000000542101086242752,0,0,0,0,0,0.0626529755295452,0,0,0,0,0
XMR,0,0,0,0.0897442791355257,0,0,0,0.216782166175219,0,0.0819501884580686,0,0.355518560075502,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0626467964459822,0.0451304229199878,0.187206770870267,0.300115239274558,0.0832173419271859,0.0277800723427421,0,0,0.113528885917202,0,0.00999375136870167,0,0,0,0,0
DASH,0,0.327636523574185,0,0.0444801834176099,0,0,0,0,0.0451710638873039,0,0,0.169354590549515,0,0,0,0,0,0,0,-0.014951406762353
BNB,0,0.33641763236818,0,0,0,0,0,0.260582969763504,0.0422111564084332,0,0,0,0,0,0.0157693795878698,0,0,0,0,0
ETC,0,0,0.242981441217322,0.302813660882555,0.029544084783363,-0.000000000000000000433680868994202,0,0,0.0879791857134856,0.179630618840122,0,0,0,0,0,0,0,0,0,-0.0791546818951356
BV010082.INDEX,0,0.14542534649104,-0.166929568447758,0,-0.121937527950799,0,0,0,0,0,0.143689575933899,0,0.0093621291230445,0,-0.0447775622643076,0,0.0449193501171131,0,0,-0.239672316066396
CVIX.INDEX,0,0,0.073903401894035,0.137621886555681,0,0.0422745352615127,-0.0890617044431991,-0.0724491490097323,0.0526062943873828,0.127013913718381,-0.0857760589767528,0,-0.186831195172682,0,0.0333694316407581,0.269885169116335,0,0.519466112025237,0,0.14578886508843
DXY.INDEX,0,-0.0243714270703783,0,0.0173766730993065,0.0149277828787036,0,0,-0.0316438649386535,-0.0000000000000000000135525271560688,0.0301077728988804,0.00609662868017145,-0.0315830817342558,0,0.0103681353903829,0.0135399951553143,-0.0292692466492762,0.00968529089463845,0,0,0.00972524060862512
SPX.INDEX,0,0,0,0.0125410013469218,0.000071531916973912,-0.0205489853399933,0,0,-0.014723359126018,0.0126936483559516,0,0,0,0.0069025134417291,0.00289315503118416,0,0,0,0,-0.0610004809736904
VIX.INDEX,0,0,0,0,-0.307612547076025,0,-0.230724192092829,0.163046306420718,-0.0226951945260062,0.0467917445019282,-0.179235140970135,0.672657925552171,0,-0.269636206375759,0,-0.89533665924988,0,0,-0.692593893510819,0
