,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0083110465083025,0.101834900640221,0.263241215345035,0.0811575730454413,0,0,0,0.157247051734828,0.0161376394822507,0.00360505883708331,0,0,-0.0651649376387447,0.100250267081241,0,0,0,0,0.0662728160093564
ETH,0,0,0,0,0,0.0943094576101055,0.253444454964048,0.0313859765264462,0,0.0605752786031862,0,0.0970840000029543,0.172643373887528,0,0.0310848872894825,0,0,0,0,0
XRP,0.100791276067014,0.136303332363239,0,0.0827232874800729,0,0.450023315697942,-0.256629548062158,0,0,0.0361133977994756,0,0,0.0511725287493896,0.363820030225808,0,0,0,0,0,0.0510959148599144
LTC,0.229258648645596,-0.0612234489846701,0,0,0.00257736622655249,-0.0779390968720826,0.243949694151926,0,0.0534802470215409,0,0.113338055230267,0,0.139614632290752,0.010020800622172,0.0183005093639214,0,0,0,0,0
XEM,0,0,0.344680477102781,0.0846739895481371,0,0,0,0,0.239598299902782,0.0233128985543567,0.0211863776731005,0,0,0.0748664546913288,0.0196957345018008,0,0,0,0,0
DASH,0.202850785474804,0.201926887577525,0,0,-0.022792648173047,0,0.0332914656942253,-0.0693460566011,0.363877407089844,0.0415233532272992,0.0597442334723987,0,-0.0678486247569989,0,0.118347218356076,0,0,0,0,0
ETC,0.0469096512535247,0.216881921252775,0,0.144308211252483,0,0.000000000000000000216840434497101,0,0,0.205091637057005,0.0320040714965243,0.0339960919847352,0.0270445401426908,0,-0.118730633318054,-0.00214806528581026,0,0,0,0,0
MIOTA,0,0.0631069300741447,0,0,0.103806681266276,0.132115917497828,0,0,0,0.057759760578563,0,0.149087524851803,0.321013515732105,0.063507333097136,0.180493313268526,0,0,0,0,0
XMR,0.103353608747012,0,0.0268820642129558,0.0179089690511344,0.052895263007695,0.39259136836316,0,0,0,0,0,0,0,0.195047051247134,0.0290579576508252,0,0,0,0,0
EOS,0,0.392367750213204,0,-0.21509198298025,0.357548742991745,0.00000000000000000346944695195361,0.00631375788166308,0,0,0,0.114392789766821,0.0880782851726538,0,0,0.181966015148263,0,0,0,0,0
NEO,0,0,0,0.249579480637986,0,0,0,0,0,0.062519683773135,0,0.286272000510151,0,0,0.0616903831648746,0,0,0,0,0
ZEC,0,0.148184046474295,0,0,0,0,0,0.156645023925134,0.0729907322949678,0.0297748692093385,0.0427224893357908,0,0.0805090254148267,0.0982441596396811,0,0,0,0,0,0
DOGE,0,0.0183210642905385,0,0,0.477519432031418,0,0.122529755148016,0.0518745516175422,0.0809664904176336,-0.0641019184296916,0,0,0,0,0.0973654296298188,0,0,0,0,0
XLM,0,-0.000000000000000000867361737988404,0.597300051731889,0.139777162128086,0.00000000000000000693889390390723,0,-0.169068771744651,0,0.586860321302042,0.0594454143457218,0.0188681577559902,0,0,0,0.0865683881602021,0,0,0,0,-0.190435734742807
DGB,0,-0.455925441062193,0.147861659722795,0,0,-0.207173275935991,0,0.380928045396798,0.221927751828687,0.190483037492361,0.0566734891065744,-0.633585570793971,0.567276788044837,0.578689936554067,0,0,0,0,0,0.446947893532422
BV010082.INDEX,0,0.0113247586709853,0,0.0318547597158394,0,0,-0.0481740493985797,0.00767791348466426,0,-0.000000000000000000216840434497101,-0.0155363667626291,0.0812902291599282,0,-0.00911061128385255,0,0,0,0,0,0
CVIX.INDEX,0,0.0256843427380738,0,-0.0159471934727986,0,-0.013803533658684,0,0.0209187437895639,0,0.0239195613477776,0,-0.0587450555506753,0.0920219502133365,-0.0250435811830036,-0.0481993793581371,0,0,0,0,-0.0120455916863871
DXY.INDEX,0.00186916233142207,0,0,0.00863451294936763,0,0.00699193360532589,-0.00193282268092693,0.00196862589104431,0,0,-0.00550462884529124,0.0187013158355559,0,-0.0131267319985687,-0.00226600173231841,0,-0.011886579536284,0,0,-0.00807201205334957
SPX.INDEX,0,0.00505275781655302,0,0,-0.00302497593523089,0,-0.00432810603436293,0,0,0.00151433876228428,-0.000456118958924755,0.00134844293885793,0,-0.00188361310300359,0.00118123709854901,0,0,0,0,-0.0629271442551994
VIX.INDEX,0.29596215448662,0.153012689181127,0,-0.216090257140181,0.00502255176411978,0,0.154151034765793,-0.17305958186002,0.0806327134926644,0.0489445902600209,-0.0596525157311835,-0.159090168285578,0.19516580947113,0,-0.0559593615544202,0,0,0,-2.3143892368784,0
