,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.113690749209662,0,0.0779504485507313,0.0739233936131729,0.0018750596442293,0,0,0,0,0.101810197356274,0,0.0425201214906693,0,0.0550686358054956,0,0,0,0,0
ETH,0.146559961202636,0,0.234725374563094,0,0,0.143438337253564,0.0630954740533981,0.0140048578891406,0,0.0660066509202274,0.0632966676175981,0,0.0556243689434857,0.00663122762338254,0.0161664506835592,0,0,0,0,0
XRP,0,0.17829047129324,0,-0.0149506892479105,0,0.0649743294384142,0.0321007913481371,0.132099726460558,0.0736298270723603,0.0329964382265095,0.125200082465758,0,0,0,0.144633566477997,0,0,0,0,0.0249652488106757
BCH,0,0,0,0,0.357815192758541,0.074059578381227,0,0,0.335044747126294,0,0,0,0,0.0264872003426622,0,0,-0.0650860155834083,0,0,0
LTC,0,0,0,0.303871065672383,0,0.264731377428216,0,0,0,0,0,0,0.272720196577464,-0.0210775679044509,0,0,0,0,0,0
EOS,0,0.404033990240252,0,0.20563383985695,0.189895827042731,0,0,0,0,0,0.144594939858307,0,0,0.0204174937619118,0.0453180198582297,0,0,0,0,0
BNB,0,0,0.17434600618498,-0.0913330155351531,0,0,0,0,0.000000000000000000433680868994202,0,0.0849567645205841,0.450605266815412,0,0,-0.164481874772217,0.131600608151569,0,0,0,-0.174336967331952
XLM,0,0,0.362318818558684,0.108811988047609,0.000000000000000000433680868994202,0.0449464001253393,0,0,0,0.0259059443798578,0.0587721918373248,0.206269309826751,0,0.0301672011017818,0.0436451250593866,0,0,0,0,0
ADA,0,0,0.131453092862956,0.274998930069428,0.2370664917679,0.0122542901564748,0.0201257673936776,0.0790608765202443,0,0.0979832914971357,0,0,0.0380642963742606,-0.0134831830360846,0,0,0,0,0,0
TRX,0,0.0925099389167269,0.122988295441881,-0.125434599861847,0,0.297168557150613,-0.112469105469498,0.265400759353145,0,0,0.102803326964548,0.173857547246209,0.163549724120554,0.0203102885875181,0.0267495018632943,0,0,0,0,0.0607154061572613
XMR,0,0.504575988603427,0,0,0,0,0.0634047164271624,0.233553667851826,0,0,0,0,0.00000000000000000346944695195361,0,0.12694801972812,0,-0.0782156829451812,0,0,0
DASH,0,0,0,0,0.1997341467399,0,0.0790576064472897,0.136067795139514,0,0,0,0,0,0,0.036640118984894,0,0,0,0,0
BSV,0,0,0,-0.121994164537666,0.502591542373861,0,0,0,0.221735651556519,0.0841198596495979,0,0,0,0.0215757104731204,0.155175603237572,0,0,0,0,0
ATOM,-2.77003891008118,0,0,0.783494707890176,0,0,0.527722255463181,0.514713022905199,-0.785448209754244,0,2.64104591483166,-0.39777237753084,0,0,-0.217236746401645,-0.367329830045873,0.580118477216773,0,-0.981701984550615,-0.439077416837097
MIOTA,0,0,0.00271762289149737,0,0,0,0.0617206412633246,0.0650421390678903,0,0.0535174144405657,0.233649926693426,0,0.165709832457248,0,0,0,0,0,0,0
BV010082.INDEX,0.22102713809274,0,0.34114569709807,-0.0969389302715111,0.217812355639105,0,-0.0152316029637782,-0.138945147664997,0,0,0,-0.17592626503033,-0.121900040398562,0.0602223546579555,-0.145541114165264,0,0,0,0,-0.108336797117589
CVIX.INDEX,0.521297677595097,-0.53425008940007,-0.591246026539507,-0.114774739717366,0.263172842422472,0.0748244872580058,0.0268838613661244,0.25648972714599,-0.0152885570082726,0,0,0.159521065616854,-0.230853210953711,0.0791348473244588,0,0,0,0,0,0.139215370737565
DXY.INDEX,0,0,0,0.0000000000000000000542101086242752,0,0,0.0135047682082864,0,0,0,0,0,0,0.00579042252456886,-0.0367301043937183,0,0,0,0,0
SPX.INDEX,0,0,0,0.0156633096440421,0,0,0,0,-0.0177683507576226,0,0.0398870983967902,-0.00501475958572958,0,-0.00363674960586602,-0.0235179968653484,0,0,0,0,-0.0865007311255234
VIX.INDEX,0,0,0,0.17483227451991,0.0600192133421468,-0.389646200020202,0,0,-0.123024287064851,0.437143976008923,0,-0.267151109852362,0.205677227425512,-0.0690704204077814,0,-0.932187996641766,0.370172760396388,0,-3.31156490544649,0
