,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.141764010430511,0.126727756691126,0,0.44420068916518,0.0985023205150846,0.0092889575138189,0,0,0,0,0
XRP,0.262710677026736,0,0.0738280529624451,0,0.440336487785734,0.0862957418338146,0.0885633266326927,-0.0965760253677171,0,-0.108792686248891,0,0,0.214183579014326
LTC,0.487167785759183,0.0337396019716517,0,0.624138003053829,0,0,0,0.127730431108529,0.254486057834247,0.544864092898549,0,0.560600406069694,0.112403271546152
DOGE,0.0131558084821101,0,0.0919307695944116,0,0,0.447187750990004,0.0518533242102738,0.0107510677038408,0,0,0,0,0
XLM,0.795159048197877,0.135730492998887,0,0,0,0,-0.18471042820728,-0.00000000000000000173472347597681,0,-0.132750548561858,0,0,0.037308222576116
DASH,0.784593087284251,0,0,0.0309120608233139,-0.0305438825072624,0,0,0.0625766367747545,0,0,0,0,0.0641328489264505
XMR,1.0464284504416,-0.0987158841599369,0,0,0,0,0,0.0769232288689733,0,0,0,0,-0.16022922656713
DGB,0.239336126896355,0,0,0.463317507837417,0.118350462943329,0,0,0,0,0,0,0,-0.122537661509974
BV010082.INDEX,-0.0179852011503144,0.0391783313106449,0.0448463479912847,-0.11058522938286,0.0246551076831946,0,0.0169840839744411,-0.00532081911353448,0,-0.0442882538760495,0,0.292685208633125,0
CVIX.INDEX,0.306453072750008,-0.0622457769703234,0.0788909773790266,-0.118526763926758,0.0602599021201253,-0.119726940057928,-0.0216632012494827,0,0,0,0.310589903456747,0.0477195407199267,0.0447490835332019
DXY.INDEX,0.0200478770699175,-0.0106486660525914,0.00591786268167614,0,0,0,0,-0.00716471484862948,0,0,0,0,-0.00842762860127788
SPX.INDEX,0,-0.0376359513363603,0,0.0465169403413498,0.00966116074944202,0.00709343234122243,-0.0263514271400952,-0.0119560986942392,0,0,0,0,-0.103163712534936
VIX.INDEX,0.327762882608581,0,0.0926703912075282,0,-0.129687034528722,0.0380030619251268,-0.273601198665802,-0.0311384281469357,0,0,0,-5.27351511122251,0
