,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0633035493245646,0.0794239940897849,0,0.131805668234291,0,0.215528412358276,0,-0.00000000000000000346944695195361,0,-0.193535393295769,-0.0635538408145851,0.181261745418308,0,0,0,0,-0.0278029278949618
ETH,0,0,0.0976173900172165,0,-0.0496232655309994,-0.112331982711321,0.281449016275806,0.833969551600896,-0.154753581225177,0.0554028832512584,-0.427411019630212,0,0.0492860131043517,0,0,0,0,0
XRP,0,0.00857793473360445,0,-0.167435303766709,0,0.14908908620078,0.214731139791777,0,0.502582785689142,0,0.235044373014445,0.102741721794826,-0.530505354459029,0,0,0,0,0
LTC,0,0,0,0,0,0.0843638674881396,0.0421156404451946,0,0.0925247973506993,0.207292188980389,0,0,0.000000000000000000867361737988404,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0850655753261526,0,0.082970525787884,-0.185712998301089,0.000000000000000000433680868994202,0.304501806215722,0.146655990266012,0,0,0,0,-0.147631456756417
DASH,-0.247021844586091,0,-0.1380822833807,0.0543822339474809,0.18711781509073,0,0,-0.182463236817593,0.157232892739746,-0.120092130472692,0.172291446997425,0.106913352980612,0,0,0,0,0,-0.158509560934759
ETC,0,0.305169567002515,-0.0377772105605511,0.167601888114661,0.0697548490127203,0,0,0.0939157235922158,-0.00485379057406618,0,0.168743109880529,-0.0979979682732042,-0.0456651733310977,0,0,0,0,0.184814972743647
XMR,0.144051878059769,0.26906577879206,-0.0278759023100202,-0.104255139974114,0.00000000000000000693889390390723,0,-0.178919045285686,0,0.151967739400637,-0.162514722991556,0,0.0759558593558339,-0.0185144744874908,0,0,0,0,0
XLM,0,0,0.316659863891578,0.165266962770542,-0.0943094049788247,0.10372837283244,0.307806122612599,0.353262579156852,0,0.363662282528498,0,0.0427015831656147,0.272016087459629,0,0,0,0,0
DOGE,0,0.103739470396891,0.102113148406971,0.303221049761101,0,0.164703762392423,0,0.201868622582333,0.16143571843476,0,0.0581345252930359,0.0576295837145416,0.132644787680875,0,0,0,0,0.401421909351385
ZEC,-0.0898423767827056,0.0304454183316159,0.0392542410931471,-0.0107338258015421,0,0.15327199250666,0,0.297821804584854,-0.0992959997688134,0.261513614790275,0,0,0,0,0.0878465645652434,0,0,-0.190051864232538
NEO,-0.357240944871271,0,-0.0748478575406882,0,-0.0809851278597526,0.112894049920478,-0.0758914510141864,0,0,0.128413665805534,0.227690349358639,0,0.0508690202416116,0,0,0,0,0
DGB,0,0.0498454104385519,0,-0.130978834763542,0,0,0,0,0,0,0,0.250109257267521,0,0,0,0,0,0
BV010082.INDEX,0.0515766492344202,0,0,-0.00508134979497276,0,0,-0.0478227219253103,0,0.0110704072775348,0,0,0,0.0160962023659993,0,0,0,0,-0.0354071072848511
CVIX.INDEX,0,-0.0173503059986807,0.0161803937038383,0,0,0,0,0,0,0.037783503756471,0.0176329405885794,0,0.0126612854136016,0,0,0,0,0.266722330104388
DXY.INDEX,0.0428981881761277,0,0.00123199148750613,0.00433751159604744,-0.00114909077768985,-0.00673265555408734,0,0,0,0,0,-0.00298677809035596,-0.00115500576689407,0.0404452594062813,0,0,0,0.0230136578534124
SPX.INDEX,0.00566054523312567,0.00683835810073086,0,0.00265925023521548,-0.00244451620993564,0,0,0.00531684197102728,0.00256346447046025,0.00259847347797139,-0.00364472484596576,-0.00206261572757618,0.00111035788392511,0,0,0,0,-0.0396193976205949
VIX.INDEX,0,0,0,0,0,0,0,0,0.0685642880286333,0,0,0,0,0,0,0,0,0
