,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.193392397116027,0,0.0282154547294645,-0.0587300607031432,-0.00000000000000000173472347597681,0,0,0.0047311854240633,0.0015021906814157,-0.0288627719474018,0,0,0,0,0.0159301159918916
ETH,0.319877828799046,0,0,0,0.135247541503801,0.207377761516948,0.401866559484937,-0.0434612401604295,0.152099217385734,0.0543521864721101,0.0137437989166928,0.0451465337155357,0.0513269384366173,0.724367385424006,-0.103794633948864,0,0,0.140757970387964
XRP,0.156377509266103,0,0,0,-0.0179055925134517,0.00000000000000000173472347597681,0,0.00471907707860735,0,0.341982829726402,-0.126331442070223,-0.0465992461747517,-0.263365033552392,-0.107632782071448,0,0,0,0.0942873233813536
LTC,0.602259458659378,0,0,0,-0.0933815155345626,0.0166976887077685,0.0882104897496488,0,0,-0.0030224660876087,0.00339280186466702,-0.00244532800603539,0,0,0.0043699016909221,0,0,0
XMR,0,0.480879727730685,0.179817103355295,-1.47950660809685,0,0.135812620125514,0,0.0922313019689811,0,0,-0.0978042771788748,-0.0473256212766587,-0.150582339679089,-0.0408500181222756,0,0,0,0
ETC,0,0,0.11776960598943,0,0,0,0,-0.0189504285126509,0,0,-0.0481282532757733,0.0246171786411948,0,0,0,0,0,-0.0874667613030655
DASH,0,0,0,0,0.0570329401649054,0,0,0,0,0,-0.0691531237727336,-0.0969777054458025,-0.00599540876058122,0,0,0,0,-0.0980358169570439
XEM,0,0.216464895861273,0.161757535783417,0,0.235648937334323,0.155886970791459,-0.677808064963066,0,0,0,-0.0609333111657354,-0.07905898176238,-0.157876026668371,0,-0.509898827513562,0,0,0
DOGE,0,0.111634819450334,0.114836617645703,0,-0.152017859468197,0,-0.0516925371023959,0.00904509762039199,0,0,0.0247836260410181,-0.0171653977226135,0,-0.224140794722096,0,0,0,0.0222243329079257
XLM,0,0,0.503335069879597,-0.145932960884422,0.0499983501846989,0.210315192821721,-0.193644737200525,-0.227474761046357,0,0,0.0271432012448788,-0.0529881720858789,0,0,0.31031931550365,0,0,0
NEO,0,0.980960818232556,-1.70071768182953,0,-0.86222750606878,0,0,-0.126724643926032,0.174553517288287,0.547081758878801,0,-0.105973988099093,-0.99304730513493,0,0,0,0,0.531539045412604
ZEC,0,0,0,0,0.518606722016749,0,-6.60546725400663,0,0,-0.345450020816209,-0.560487360851731,0,-0.989145694895805,0,-0.281178729518964,0,0,-0.631145558407548
DGB,0,0,-0.0695252615549736,0,-0.212144978350007,-0.16809073361727,0.379376042220195,0.0497833379394198,0,0.238716801640888,-0.120570852444723,-0.032701886614242,0,0,0,0,0,0
BV010082.INDEX,-0.0837396615831253,0.0962086685206524,-0.111970991059724,0,0,0,0.0889168864451039,-0.0270975949917351,0,0,0.0399824281468359,0.00596310546970969,-0.00000000000000000346944695195361,0,0.175166811303033,0.383246875829702,0,-0.0944190240141311
CVIX.INDEX,0,0,-0.158266232660563,0,0,-0.254217815233304,0.116741470370864,-0.12516667583257,0,0.132648402088688,-0.0390347176895238,-0.0195977611935715,0.0436196208732107,0,0,0,0,0.174036835018283
DXY.INDEX,0,-0.0113538985310901,0.00445920547536597,0.0455003796568049,0.0199154684911984,0.0128332851692394,0.0126355244682101,0,0,0.00497172485413894,0.00709002054780224,0.00304584430391912,0.00887958517935891,0.152901881383967,-0.00940954216938934,0,0,0
SPX.INDEX,0,0,0.031245157821871,0,-0.00420244772219123,0,0,0.00790643664705576,0,0,-0.000953170750097508,-0.0000982030301582635,0.00825265325129037,0,0,0,0,-0.0518177822918341
VIX.INDEX,0,0.464805612996554,-0.0762723142174051,0,-0.037077306620604,-0.178563007076305,0,0.245042757622654,0.21903097343837,-0.144083102955792,0,0,0.0984784675096445,-0.156007413453062,0.922488488857873,0,-2.92431600496273,0
