,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0602057110111634,0.249205621899985,0.0927812687472991,0,0.0828173244849021,-0.00894558594356737,0,0,0,-0.196923784230199,0,0,0,-0.00877100604439626
ETH,-0.688561081827839,0,0,0.239840893237886,0,-0.989606775243181,0,0,0,0.315581292582042,0,0,0,0,0.0990550549220499
LTC,0.612992748793096,-0.0121377838984893,0,0,-0.188716035452628,0,0,-0.0229301908525659,-0.0480099318908362,0,0,0,0,0,0
XRP,0,0.155681373541247,0.184562293236694,0,0.100107998678227,0.35477765917684,0.122056834320644,0.099967131371009,0.0113469802693281,-0.173213108658478,-0.541890071717182,0,0,0,0.0378381722601535
DASH,0,0,0.0512986813670151,-0.30583872555069,0,0,0.113781136975167,0.193919557766988,0.337351209524602,0.0486258556424512,-0.0576009188585762,-0.465039873765664,0,0,0.095029047034734
DOGE,0.375400382439492,-0.020592615654661,0,0,-0.0914929902646357,0,-0.0984228993511358,0,0.0702423448760585,0.0579165592558609,0,-0.233600720896152,0,0,0.0172806652091709
XEM,0.422802326647035,0,-0.318962495976011,0.0708750884930011,0.686103638033628,-0.342794223591165,0,0.189247711837572,0,0,0.259244657297782,-0.371924154476471,0,0,0.234919811449109
XMR,0,0.489775062091678,0,0,0,0,-0.172679232995827,0,0.615946033426991,-0.139533119829996,0,0,0,0,-0.529756213668542
XLM,0.0430040614729581,0.0334069260211227,0.0149418341675962,0.416909828417967,0.196380506944832,0.501274124749349,-0.0676240967965408,0.116105479379547,0,0.0631255124720933,0,0.242895595812099,0,0,-0.106707078891224
DGB,-0.960094052341546,0.153699911819597,0,-0.704933623293128,0.131523775729834,0,0.0451107512988904,0.57859943266986,0.500711706322383,0,0,-0.55152455602456,0,0,0
BV010082.INDEX,-0.14805512221422,0.0903890091011273,0,0,-0.185848185789005,0.0977888826278794,0,0,0.0753384772451207,-0.0710520855750534,0,0.0759547336150088,0,0,-0.106416154298873
CVIX.INDEX,0,0.0856966281544854,-0.179277553353909,0.0769969276816887,-0.234455289607924,0,0.00733592015608427,-0.0613844847819797,0.341418165138591,0.0443030666289497,0,0,0,0,0.0485400719078472
DXY.INDEX,0,0,0.0844378667395247,0.0512265338227268,0.0106136783431547,0,0.0385986016647237,0,0,0.0264586582337399,0.134821855363786,0.0516613565068798,0,0,-0.0135170858622826
SPX.INDEX,0,-0.0127463187378879,-0.0163971181946021,0,0,0,0.0169334519299609,-0.0112428454615515,0,0.00917768775277217,0.0218253857208442,-0.0107498495205803,0,0,-0.0833900481647143
VIX.INDEX,0,0.24182215863426,0,0,0.44881189651865,0.219482328929646,0,-0.426638879987248,0.162011694844649,-0.236371277962047,-0.411580824623839,0,0,-2.11610578401539,0
