,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.148072877490827,-0.0496585535400662,0,0,0,0,0,0.00310896076355042,0.00290211251393858,0,0,0,0,0,0.0069287010432129
ETH,0,0,0.0999079332479009,0.465597863316237,0.135670569545732,0,-0.0879779903861408,0,0.268003150107797,0.319253566665672,0,0.0200529245380966,0.0468158490045317,0,0,0,0,-0.147963282164477
XRP,0,0.25651093185508,0,0,0.0368652296026569,0,-0.116826671708884,0,0,0.0446941737478732,-0.0685313579321141,-0.0324031657809793,-0.255379837279904,0,0.0556512405768482,0,0,-0.0030212938355164
LTC,0.685123277518698,0,0,0,-0.0213563860294223,0,0.0868749918381204,-0.0193770313514351,0,-0.0338275706348543,0,0,0,0,0,0,0,-0.0178165381721092
XMR,-1.16038313350734,0.0496429892782588,0,-0.0809959604193,0,0.114911372288392,0,0.135004884039556,0,0.0149060817837845,-0.0155934059333439,-0.0943739928214088,-0.0525010289351481,0,0,0,0,0
ETC,0,0,0,0,0.126097837798832,0,-0.248133809489721,0,-0.101678121463895,-0.0725573013630185,0.0172174377857011,-0.0442685141793648,0.00672129704421526,0,0,0,0,-0.174440059441019
DASH,0,0.00000000000000000346944695195361,-0.0607864421020721,0.298671790731519,0.167245078583232,0.00956371160049613,0,0,0,0,-0.0779365337674066,-0.0929376578542254,0,0,0,0,0,0
XEM,-0.242558158288057,0.0727733922109797,0,0.483879428363406,0.154796837004419,0.229997665408776,0,0,0.21667128657696,-0.00911568539144901,-0.0471069692013738,-0.0529095489027291,-0.0865856806908547,0,-0.775419277837563,0,0,0
DOGE,0,0,0,0,-0.146344931948557,0.0259747865341196,0.0917595217557044,0.0747979153974283,0,0,-0.00887682082882845,0.0112515759245546,-0.0336398141962897,0,0,0,0,0.05010045949158
XLM,0,0.575980292978618,0.0182357732478333,-0.74142807185123,-0.09675185832119,0.0923270838313124,-0.121907537632274,0,0,0,-0.0615878365663086,0.0595522066476922,0.132479045151675,-0.910324272730351,0,0,0,-0.00000000000000000346944695195361
ZEC,0,-0.0455889181112862,0,0,0.427013679916428,-0.0836787701242234,-5.7818495550009,0,0,0,0,-0.680017550474694,-1.5913043650556,0,0,0,0,-0.547967814588094
NEO,0.456073461369381,0.9762431025521,-0.231028410428564,0,0.14573966919021,0,-1.4812538952613,0.346364909133014,0,0,0,0,0.00000000000000000346944695195361,0,0,0,0,0.292341825525175
DGB,0,0,0,0,-0.0591586544535444,-0.113274493986415,0.173445409009296,0.121726413065467,0,-0.066166198094777,-0.034437172386616,-0.0994566733228906,0,0.232165349445396,0,0,0,-0.108992108419978
BV010082.INDEX,-0.124065343416285,-0.0259645368924955,-0.0542753116074742,-0.0155254176065991,-0.0443746686838083,0.0340098900441435,0,0.0604931155254267,0,0.0122607801384418,-0.00391790669076985,0.0122086115708049,0,0,0.0721518697222345,0,0,-0.146710523502233
CVIX.INDEX,0,0,0,0,0.0171037775610641,-0.236363311805466,0,-0.110156899468324,0,0.00182155985561338,-0.029089462533914,-0.030882831189605,0.120819157157708,0,0,0,0,0.181047891636289
DXY.INDEX,0,0,-0.00711446173437255,0,-0.000147180437634002,0.000212379900830049,0,0.0265255353896535,0,-0.0122770214797973,0.00281542110193439,0,0,0.0910908636196805,0,0,0,-0.0175882757048802
SPX.INDEX,0,-0.0102660019115518,0,0.0167415981549144,-0.0028665031793854,0.00406116141708898,0.00923583529577154,0.0179086418705481,0,0,0.000439677738967015,0.00982628302481284,0,0,-0.00173621868117644,0,0,-0.0429125899523461
VIX.INDEX,-0.982057890467094,0,-0.285596056498663,0,-0.153925678789075,0,0,0,0.607886175419392,-0.0308479947887333,0.0219073570717542,0.0535484882999437,0,-2.48114606171434,1.27756246802512,0,0,0
