,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0932928042132709,0,0,0.0378069918890876,0,0.152553519345983,0.033565615314856,0.0406675832847736,0,0.156395688078047,0,0.00732460831909811,0,0.062584324562746,0,0,0,0,0
ETH,0,0,0.0425349566482648,0,0.24897541654566,0,0.153123104210959,0.0194423522422171,0.0821962712726756,0.213841955853252,0,0.0637306631761555,-0.000536776460686974,0,0,0,0,0,0,0.0304569267915805
XRP,-0.364442711075836,0.661543713538359,0,0,0.0876121415824713,-0.118030320063409,0,0,0.151894450707008,-0.0803229649793877,0,0,0.000534838380531122,0,0.134833091394962,0,0,0,0,-0.179607247727736
BCH,0,0,0.0432406505269403,0,0,0,0.0416523897400499,0.088402710853058,0.123412150096243,0,0.37011178007651,0,0.0662833083307593,0,0,0,0,0,0,0
LTC,0,0.0629735608233126,0.16901379371744,-0.242640542741446,0,0,0.0980870802957773,0.0646742502776338,0,0,0.814974398576349,-0.0400696525196045,0,-0.025961871706058,-0.0311606719268631,0,0,0,0,-0.0838433639099689
DASH,0.287119778553451,0,0.12672880211242,0.13710720393488,0,0,0.0450420450455764,0,0.12763545759532,0.0434961765753441,0,0,0.0135214855824433,0.0478332842498352,0,0,0,0,0,0
XEM,0,0,0,0.0719206752503594,0.180678722886803,0,0,0.0967817611200687,0.14835373972995,0.142330348036272,0,0,0.0484242658575807,0,0,0,0,0,0,0
NEO,0,0,0.0968738171342482,0.257169532791801,0.0708493237338213,0,0.18737337433189,0,0.104258236282576,0,0,0,0.169016812902343,0,0.239286376224461,0,0,0,0,-0.352848181274162
XMR,0,0,0.170290037989275,0,0,0,0.159130026359667,0.113303518141413,0,0,0.140410569211019,0,0.00232469049073212,0.198637136047448,0,0,0,0,0,0
MIOTA,0,0.0257069060008126,0,0,-0.318561806345049,0,0.17059049888831,-0.19752759487331,0.0879825710453584,0,0.186989613312729,0,0.0452111408589512,0.49689507661005,0.384953243131118,0,0,0,0,0.0669587439080509
ETC,0,0.0615610197764785,0.0697485438803507,0,0.577816051304514,0.0516052348253239,0.0632528643375422,0,0.0514293441102587,0.101298746339125,0,0,0.0499046435480446,0,0,0,0,0,0,0
ADA,0.473960566191642,-0.621628380517212,0.100990275561618,0,0,0,0.243298974984627,0,0.0259094747809247,0.271299560655824,0,0,-0.175498375627519,0,0,0,0.905274102555852,0,0,0
XLM,0,0,0.0665950257511209,0,0,0,0.0113239563367116,0,0.198832146001302,0.637916739275419,0.0758483747458744,0,0,0,0,0,0,0,0,0
ZEC,0,0,-0.0142589132297744,0.054411798625233,0,0.236653037556448,0.311391354426853,-0.0629077295524612,0,0.237727911800797,0,0,0.0375109123327647,0,0.173292570307817,0,0,0,0,0
EOS,0,0.237161254166623,0,0,0.248549227572603,0,0,0.16433612557279,0,0.0826363442870495,0,0,0.0607064535621878,0.198646889144009,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.0301330549423101,-0.0282469825474934,0,0,0.0221146730016845,-0.00329601261681938,0,0,-0.0155310978245992,0.00615941384868585,0,0.0581747867121453,0,0,0,0,-0.0586618710881301
CVIX.INDEX,0,0,0,0.0856465504014285,0,-0.108595289092943,0.108222021934167,-0.0269656609547883,0.000611275312003035,-0.0133685320300373,0,0.000880165694411822,0,-0.0248728502801387,-0.0341090513934584,0,0,0,0,0.0628451457183215
DXY.INDEX,0,0,0,0,0,-0.0215744453244218,-0.00242764168279835,0.0106950454283461,0,0.00815084039720975,0,0,0.00309015152593262,0.003148686113124,0,0,0,0,0,-0.00643343311516565
SPX.INDEX,0,0,0,0,0.00134313408478904,0,0,0,-0.00742519446877509,0,0,-0.000894959682800757,0.000968645443195094,0,0.00162054236467592,0,0,0,0,-0.0379727350585973
VIX.INDEX,0,0.171765424219187,-0.105733533094195,0,0,-0.0982482200823797,0.204013954843998,0,-0.10544096953375,0.0413841247412923,-0.0572199086718252,0.144482710488172,0.0342076034160358,0,-0.151828198314479,0,0,0,0,0
