,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.348508459197399,0.120342029028609,-0.0393750675947868,0.3223367269797,0.0392356220465902,0,0.031757552743434,0,0.0701242047578677,0.0929939361372294,0,0,0,0,0
ETH,0,0,0.270278458526356,0,0.161619854481937,-0.110429289191972,0.214334420457018,0.0123615261356715,0,0,0.0549672729089594,0.242008793502041,0.0212302570889633,0,0,0,0,-0.107275636555131
XRP,0,0.177428111723989,0,0,0.0161463979512589,-0.0923671979714102,0.0438785474230809,0.132155156086565,0,0.0425000531692696,0.0693667339490213,0.0114876161598498,-0.0096822381956123,0,0,0,0,0.0468318243418844
LTC,0.52037835589296,0,0,0,0,0,0,0.108987872765688,0,0.142542763621921,0.100857710201717,0.0505446886653323,0.0528115359525635,0,0,0,0,0.0477022427945828
XMR,0.46539452065785,0.168493413909067,-0.151569974919131,0.233525703202776,0,-0.0535970815005238,0.00000000000000000173472347597681,0,0,0.0268326079959945,-0.0589572081773468,0.0247947710170519,-0.118616864067692,0,0,0,0,0
ETC,0,0.210742412492507,0,0,0.179325623414289,0,0.284933843385816,0,0,0.142086038680341,0,0.166631615953095,0.17470256389702,-0.0886325730506469,0,0,0,0.153704411295115
DASH,0.503621633142198,0,0,0,0.19192494905356,0.309581324173798,0,0.0934843495264686,0,0,0.12613289506334,-0.0131013414527289,-0.0653032922298855,0,0,0,0,0
XEM,-0.330394394799901,0,0.1169640421446,0.215082294912064,-0.0551580789339936,0.089872349959358,0.354840322809981,0,-0.00695819505044502,0.104896552755678,0.00458750903568569,0,-0.00880302291113059,0,0,0,0,0
DOGE,0.432365680664436,-0.0571917869870348,0,0,-0.0536408386553918,0,0,0,0,0,0.0101460468923296,0.116234769750906,0.0254286736326205,0,0,0,0,-0.0647997034997324
ZEC,0,0.283545670009951,0,0.518166113464824,0,0.200091226515098,0,-0.00368904200001449,0,0,0.0463962810121397,0.174585782067652,0.311913505518918,-0.208570464722113,0,0,0,0
XLM,0,0.135585569428005,0,0,0.0347022079368224,0,0.0907484859969698,0.0972218336869529,0,0.123229414403417,0,0.0889571944762426,0.137710943896991,-0.451001842338614,0,0,0,0
NEO,0.167781332325763,0.112251224126181,0.700158857902555,-0.244361868150845,0.198893980438597,0,-0.154440814976433,0.194255114908847,0,-0.0525983861468624,-0.016555864654262,0,0.0348674009632126,-0.0991628761154578,0,0,0,-0.141408530344752
DGB,0.987158933010537,0,-0.191291027558423,-0.60661554283633,-0.173165480514716,0.173793571538724,0,0,0,-0.00722302056387282,0.039420441226165,0.160644583060426,0,0,0,0,0,0
BV010082.INDEX,0,-0.0640918425844854,0.00685548915732858,0,0.0423276643633897,0,0,0,0.0739803019119794,-0.0361038913491544,0,0,-0.00138305741547162,0,0,0,0,0
CVIX.INDEX,0,0.114264115058764,0,0.0634596273062456,0.0577560618521507,0.0661287012754173,-0.0148179057555967,-0.0474057903796549,0,-0.0410282323276965,-0.0520097778680021,0.00530060757595738,-0.0417793861665766,0,0,0,0,0.0719055110034327
DXY.INDEX,0,0,0,0.0154689210088439,0.00106765651275856,-0.00621247883533569,0.0200378091374942,0,0.0260542394221556,0,-0.00979902059590686,-0.00782441251107392,-0.00583487835208209,0.0123065581322927,0,0,0,-0.0120510566226992
SPX.INDEX,0,0,0,0,0.0110556590302386,-0.00712608552608916,0,0.00808633172439874,0,-0.0019928078067814,-0.00727890608002396,0.0155998287547765,0.00987330804509826,0,0,0,0,-0.0521421509272923
VIX.INDEX,0,-0.346593190961714,0.477030771498025,0.0292740425898435,0.149170564762154,-0.0399803927585463,0,-0.0833151177037032,0,0.0272405213941761,-0.0798402688266573,0.100437877067055,0.066159095221172,0,0.322205289068516,0,-3.42091878587022,0
