,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.216593901961125,0.0943668576007208,0.360764267799684,0.187091087408155,0,0,0,0.0744924316257132,0,0,0.0653065209268211,0,0,0,0,0
ETH,0,0,0.142805382034823,0,0,0.143775852205269,0.25569811766957,0,0,0,0,0.022096372981246,0.100182470282826,0,0,0,0,0.161213460313651
DASH,0.62016554962283,0,0,0,0,0.43888756571851,0,0,0,0,0,0.0720324300532831,0,0,0,0,0,0
XRP,0.0481645722039444,0,0,0,0,0.0373990865773473,0,0.0603876273028198,0.00405780550911791,0.549964702097652,0,0,0.043772420430321,0,0,0,0,0
LTC,0.653817739590338,0,-0.0774256843098904,0,0,0,0.135993042693927,0.0384984448708208,0,0,0.118483444045711,0.102396900680359,-0.0418052542324341,0,0,0,0,0.00565818295046432
XMR,0.350268922595194,0.257603088509159,0,0,0,0,0.164302995694016,-0.108343211647528,0,0.162246018047903,0.229957752817426,-0.074699357557342,-0.160772939128985,0.912427270852032,0.341444367584349,0,0,0
ETC,0,0.371905773776278,0.14763273210706,0,0.325021476627667,0.0379635342967185,0,-0.0365376218666222,0.0187806443098369,0,0.188700784519084,0.192899151682589,0.0165212492563062,-0.34301526735214,-0.426209559191355,0,0,0.0962628189686708
XEM,0,0,0.143579337477459,0.26412048653026,0,-0.0755654711042527,0.102546032552616,0,0.413157500145829,-0.950696511349082,0.350998810176736,0.154489704923842,-0.0805132382637078,0.900868351480033,-0.402312139689126,0,0,0.264611574916268
ZEC,0.166810845483302,0.0957826397718727,0.243604851683206,0,0,0,0.186119992254964,-0.0718576387495689,0,0.234348945145053,0,0,0.0365373312465572,0,0,0,0,0.108082648356506
DOGE,0.0965556385394244,0,-0.00000000000000000346944695195361,0,0.216903793858026,0.0293303873476234,0,0,0.0879404304894372,0,0,0,0.0247378408114724,0,0,0,0,0
XLM,0,0,-0.11658176424939,0,0.400182637874816,0.188578020619632,0,0,-0.100683022294119,0,0,0.0645708751694073,0.0358156919035277,0,-0.0378541397935416,0,0,-0.0679840141021403
NEO,0,-0.404851141811503,0,-0.223472027303657,0.143661194414011,0,0.297143772693835,0,0.197361381565404,0,0,0,0.282714139358054,0,0,0,0,0
DGB,0.965671924447631,0,-0.343196241266432,0,-1.00103681663251,0,0.252115554335033,0,0.239948235700255,0.0572881507366596,0,0.403757670555226,0,0,0,0,0,-0.0655059604676018
BV010082.INDEX,-0.084609388713234,0,0.048375350099981,-0.00000000000000000010842021724855,-0.013808925414498,0.0375840730077591,-0.0213360931332035,0,0,0.166031224914644,0.0466959789212084,-0.0406501817587019,0.000000000000000000867361737988404,0,0,0,0,0.000184052853389376
CVIX.INDEX,0.0449828751365235,0.159987098427187,0.0474978579135562,0.13742337731111,0.0976693671112457,0.0519850903604572,0,-0.133100270409757,-0.220517329229736,0,-0.058997090013982,0,-0.00584500680311234,0,0,0,0,0.0761897617961174
DXY.INDEX,0,0,0.0126859002619457,0,0.0214954895713041,0.0066620957377631,0,-0.00529430345951148,0,0,0,-0.0106826617740665,-0.00630268855458071,0.0895359316042897,0.03207739502026,0,0,-0.00780730807370641
SPX.INDEX,0,0.00231640163556146,0.00729519289124413,-0.00981305900023697,-0.00827045850144584,0,-0.0141618684826592,0.00201696350117202,0,0,0.015508289763259,0,0.00352614475380566,0,0,0,0,-0.0313416850294801
VIX.INDEX,0,0.382543336834864,0.10006113543698,0.0151277683971523,0.362045261419358,-0.203543634887933,-0.583589416288746,-0.102842143833407,0,0,0.137851106020062,0,-0.040698017219744,-0.260480529396123,0.280767591540985,0,-2.52205148703027,0
