,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.0791470124493918,0.0255850446778696,0.200901012985416,0.0147246760825553,0.00522396245464607,0.0514109367965182,0.141842539467448,0,0,0,0.0421613773570478,0,0,0,0,0
ETH,0,0,0.0425349566482648,0,0.248975416545659,0,0.15312310421096,0.0194423522422171,0.0821962712726755,0.213841955853252,0,0.0637306631761558,0,-0.000536776460686984,0,0,0,0,0,0.0304569267915803
XRP,-0.361787020898469,0.66410769674802,0,0,0.0869149065590215,-0.119514542645133,0,0,0.151074955291351,-0.0765570514654371,0,0,0,0,0.129983071026099,0,0,0,0,-0.182915121274744
BCH,0,-0.160578587314848,0,0,0.0934052173941964,-0.256773144671952,0.402402255913478,0.144165777977878,-0.250031826428531,0,0.364848891581983,0,0.153176259742558,0.0473689250370183,0,0,0,0,0,0
LTC,0,0.1089952406368,0.0974988396680947,-0.157413691762024,0,0,0.206765300213637,0.0985875851102252,0,-0.0789315007196767,0.719051323132812,-0.061281982124442,0,-0.0549045319386389,-0.0072335442747626,0,0,0,0,-0.0862016613300053
DASH,0,0,0.0208911153004954,0.184354314584109,0,0,0.261303741659139,0,0.0969072323442028,0,0,0,0.127165120594636,-0.0105509936500662,0,0,0,0,0,0
XEM,0,0.148477099114198,0,0.14089583586098,0.110978485580803,0.142601166633174,0,0.0870140808929158,0,0.136320387738248,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0825683421657594,0.28385930306413,0.0598365752058674,0,0.140104305115865,0,0.109781880915842,0,0,0,0,0.173876008280735,0.255926985836387,0,0,0,0,-0.33773839388843
XMR,0,0,0.234524018603084,0,0,0.0461285629787969,0.193745486536154,0.0692165410908452,0,0,0.11884303705715,0,0.187059352164908,0.0390900583282684,0,0,0,0,0,0
MIOTA,0,0.0583237712405719,0,0,-0.334879010292768,0,0.166157069683773,-0.197369679405452,0.117031775504909,0,0.204063095056104,0,0.463882940412368,0.0389003939082786,0.397662940207889,0,0,0,0,0.0680555389634789
ETC,0,0,0.0484221791434188,0,0.559241793562294,0,0.0864384391667391,0,0.0471973565707582,0.110925068358861,0,0,0.051134817109862,0.0392338677879132,0,0,0,0,0,0
ADA,0.34281181474928,-0.288085509355461,0,-0.0408649451097845,-0.146910646525525,0,0.112907424126787,0,0.225000311779139,0.0544133760036632,0,0,0,-0.114816081363364,0,0,0.747633087504212,0,0,0
ZEC,0,0,-0.048270871603245,0,0,0.218317726253105,0.279285492445454,-0.0124156334698727,0.0969270135136144,0.244830141410571,0,0,0,0.0336698048246054,0.160970558418619,0,0,0,0,0
XLM,0,0,0.0715320517854813,0,0,0,0,0.0189834340555491,0.303055570966212,0.654835540135887,0,0,0,0,0,0,0,0,0,0
EOS,0,0.234702142191395,0,0,0.278202296167785,0,0,0.181658880796436,0.069842075145803,0.0644799928983236,0,0,0.130851587928321,0.0621766515780551,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.000000000000000000433680868994202,0,-0.00243281665489599,0,0.0272304155446035,-0.0313024373873701,-0.0103513522261005,0,0,0,0.0113026775436273,0.0322271552447666,0,0,0,0,-0.0707876215394615
CVIX.INDEX,0,0,0,0.0881240058496656,0,-0.110539189812825,0.103422054375878,-0.0283107230740421,0.0091488504170024,-0.0141201865864034,0,0.00166501037766729,-0.0258094417980193,0,-0.0345075962216853,0,0,0,0,0.0618597560680707
DXY.INDEX,0,0,0,0,0,-0.0268735287028219,0,0.00991278600367488,0.00194113778896322,0.00548788806249074,0,0,0.00581548475492958,0.00267858496815661,0,0,0,0,0,-0.00448909719126285
SPX.INDEX,0.000379809695555176,0,0.000764634928195481,0,0,-0.00201949898091182,0,0,-0.00765338298624293,0,0,-0.000636030633649566,0,0.000929316560279616,0.00682264500397482,0,0,0,0,-0.0381492689462792
VIX.INDEX,0,0.212762322941792,-0.0685023992099937,0,0,-0.328329931947542,0.119236450040076,0,-0.019353556742308,0.0547836345405785,-0.0700045403017664,0.113950083686942,0.14017844477236,0,-0.144180727161455,0,0,0,0,0
