,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.11364769402512,0,0,0.0710802541525088,0.197515705232631,0.10618858439576,0.119338206616216,-0.0774575252835163,0.0634811034379058,0.159417579431923,-0.377345165113038,0.140086291614807,0,0,0,0,0
ETH,0.427386098854705,0,0,-0.0187060335272607,0,0.8678027142138,0.230398566677485,-0.123598648477568,-0.287946509413626,0,0.118682166574836,-0.0491116808376551,-0.0299874995894793,0,-0.0715643055063377,0,0,0
XRP,0,0.05218950632337,0,0,-0.334379309010559,0,0,-0.148865615783617,-0.0116208123548527,0,1.20681660468308,0.428122557808291,-0.617058652079117,0,0.519984262974269,0,0,0
LTC,-0.00434740819169791,0,-0.0785592967679449,0,0.0287021145197965,0.0351080474024323,0.134394835272359,-0.0532038791301023,0.112507117712613,0,0.189781667078348,-0.191401426971665,-0.0116747847704321,0,0.101040952626185,0,0,-0.194001187634991
DASH,-0.235031964710747,0.0180729416844877,-0.0935867551195471,0,0,0,0,0.116422962093393,0.102646909966759,0,-0.022947807336015,0,0,0,0.733101733021726,0,0,-0.307607393252738
XMR,0.20329452276249,0.226085978887188,0.0167535239669099,-0.151747203516128,0.0995798610916259,0,-0.0708134678481658,0,0.0346923512835934,0,0,0,0,0,0,0,0,0
ETC,0.138416767754003,0.151267158827326,-0.0412459258109226,0.381728838910051,0.144099289787821,0.256624964177437,0,0,0.0995191887660893,0.131638788684552,0,-0.0776447299115366,-0.0000000000000000138777878078145,-0.439302579820379,0,0,0,0.201001019707151
XEM,0.48532603999687,0.203030570643133,0,0.0748596068758749,0,0,0,0,0.173368151590324,-0.228177904800187,0.0439232807578006,0.113894745464765,0.185777445957542,0,0,0,0,-0.122571005804497
ZEC,0,0.059486479858017,0.011615470967202,-0.0875774268805428,0.256763233414747,0,0,-0.0116159559247404,0,0.233927332952382,0,-0.0204409718167184,-0.144309127899443,0,0,0,0,0
DOGE,0.243070782560792,0.0916048340232648,0.0914314802435517,0.137581284309304,0,-0.154515317435723,0,0.0266682565207084,0.277324015039434,0,0.283263844027613,-0.075775724183897,0.0931493940940206,0.15686240358004,0,0,0,-0.0227304548943836
XLM,0.280554856108187,0.0345223104844349,0.291082481620892,0.190849368993376,0.0228132370384858,0,0,-0.0173333378041389,0,0.421366292935347,0,0.0598490059685898,0,0,0,0,0,-0.244944237907897
NEO,0,0,0,0,0,0,0,0,0.0812363726695361,0,0,0,0.0512811802027329,0,0,0,0,0
DGB,0.0579319409829444,0.148682811033444,-0.102478599811075,-0.0961159477947617,0.06181643914403,-0.160552007569196,0,0.103169394790693,0.0190623427974074,0.233816493407086,0.226511058467217,0,0,0,0.266625037214972,0,0,-0.261361487553134
BV010082.INDEX,0,-0.0187493754310841,-0.0153380174868979,0,0.0699094123595553,-0.0554144578562981,-0.061412672154608,-0.0461329382807977,-0.0338266617654258,0.0400755707954823,0.0341241844681376,-0.0710851290770526,0.0926777717567648,0,0.187716545673903,0,0,0
CVIX.INDEX,0.17651300225341,0,0.00461563663627708,0.0726529006034769,0,0,0,-0.079311408118404,0.043338037459722,0.000861590847969413,0,-0.0784393535803745,0.148933271812828,0,0,0,0,0.236827962436642
DXY.INDEX,0.0140981373317308,0,0,0.0032700418845657,-0.00670308003096267,0,0.0014782268521158,0,-0.0119250278978878,0,0,0,0,0.0741025036773914,0.024496750497983,0,0,0
SPX.INDEX,0.0114063874548413,0.00222773921076223,0,0.00511720970482984,-0.0024260777074529,0.00291776651025889,-0.00287791435377641,0.00121069488665266,0,0,0,0.0000000000000000000271050543121376,-0.00237176312970002,0,0,0,0,-0.0274348472533268
VIX.INDEX,0,0,0.00000000000000000346944695195361,-0.0298043380831857,0.0176046817928957,0.00000000000000000346944695195361,-0.180340857065865,-0.232384165969719,0.0411971946490612,0.0442403945970972,0,0,0,-0.367876155451162,0.241016502602655,0,0,0
