,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0775562949434569,0,-0.126508281975835,0.198902669568009,0.125344368311298,0.0902795811411475,0,0.0110738949092379,0.0508346059314902,0.0460600270951181,0.053945009281485,0,-0.0430117671338536,0.0827992579174068,0,0,0,0,0.198292969210945
ETH,0,0,0.200885597645697,0,0,0,0.232155848196854,-0.000000000000000000216840434497101,0.154594091207666,0.0105295440036071,0,0.0519939121299128,0.000851732120322527,0.0361328547270019,0.188402107522694,0,0,0,0,0.170158979651858
XRP,0,0.209329947516639,0,-0.0422501637191238,0,0.19021865427007,0,0.2942601594987,0.0139421585314299,0,-0.0315327018591546,0.0306429729996315,-0.187818310733405,0.159719666645529,0.0644110738836293,0,0,0,0,-0.0387099732474094
BCH,-0.114181024316185,0.0223029477461098,0.784611184238321,0,-0.168747443128437,0.312627894705906,0.482651380580666,0,-0.321386280374947,0.358553471007039,0,0.0695810314167411,0.402096014607527,-0.988715740110927,0,0,-0.965318280765415,0,0,-0.438165766692232
LTC,0.209818092751597,-0.0422191772896313,0,0,0,0,0.229110691154318,-0.142240602613522,-0.0170558328105921,0.056361760110834,0.121994099959452,0.00000000000000000173472347597681,0,0.040023367323226,0.207143975066543,0,0,0,0,0
XEM,0.127023527386887,-0.00000000000000000693889390390723,0.283234535132455,0,0.0908192388684727,0,0,0,0,0.195121603248996,0.0152951782098396,0.0550499436693025,-0.0262162137242183,0.152005537833479,0,0,0,0,0,0
ETC,0,0.230664080800517,0,0,0.140958331192823,0,0,0.0137901306529906,0.0150566224823184,0.247178276159411,0,0.0142201954800307,0,0,0,0,0,0,0,0
DASH,0.194310612618391,0.105780152777692,0,0,0.0568789218735931,0.158001218606013,0.171410672505874,0,0,0.130838374951653,0.0657110677428578,0,0,0,0,0,0,0,0,0
MIOTA,0.256531142893582,0,0.367700949812976,0,0,0,0,0.121687506695039,0,0,0,0.0305221748024237,0.179910587829484,0.234502874365143,0.182201126099912,0,0,0,0,0
XMR,0,0,0,0,0.0344184454538232,0.117491302523896,0,0.385752064312051,0,0,0,0.0401872231188983,0,0.234001248021303,0.0969244287764715,0,0,0,0,0
NEO,0,0.042141446998846,0,0,0.105746259688469,0,0,0,0,0,0,0.035154403343071,0.420984707415534,0.150440386889023,0,0,0,0,0,0
EOS,0,0.183912385275489,0,-0.100235423310058,-0.392210117231951,0.368804480154207,0.511234082168175,0,0,0,0.09417755796034,0,0.116177870705022,0.178079604815828,0,0,0,0,0,0
ZEC,0,0.14827127072581,0,0,0,0,0,0,0.15624317942399,0.0782356602436419,0.0325232238229945,0.0289868266109617,0,0.108209590191517,0.0721718516099852,0,0,0,0,0
XLM,0,0,0.23546584428932,0,0,0,0,0,0.0996613511037485,0.600556183619822,0.0565228933447654,0.081560858207565,0.128083967316419,0,0.0191758497205498,0,0,0,0,0
DOGE,0,0.0852823235721221,0.2550774088695,0,0.0568316217111185,0.289638560103894,0.0311883258393035,0,0.0708667969605624,0.126043183116595,0.00771386092032536,-0.0605623496382788,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.0171821687801721,-0.000656955824696624,0,-0.0210328747701165,0,0.010143399916035,0,-0.00933610148447886,0,0.0281132906428005,0,0,0,0,0,0,0.0219998329937154
CVIX.INDEX,0,0.0306380453511495,0,-0.0532431366349332,-0.0115736592724789,-0.034675237097347,0.0269650960123195,-0.0603440778234164,0.0486002685699753,0.0503932094856919,0,0.0254119021032345,-0.119099036786709,-0.0340447149229909,0.0559242783368456,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,-0.00000000000000000010842021724855,0,0.00414553970608901,0,0,0.00383689474988739,0,-0.00312299948549997,0,0,0,0,0,0
SPX.INDEX,0,0.00403113348971694,0,0.0000000000000000000271050543121376,-0.000158019837972129,-0.00272902125731613,-0.0044895473352781,0,0.000657256566720661,0,-0.000359785041081135,0.00155284070140732,0.000588462124561389,0,0,0,0,0,0,-0.0613005594620435
VIX.INDEX,0.0319582360068162,0.228992671675785,-0.214662800318186,0,-0.0231938206814263,0,-0.0110458921480776,0,0,0.157321673605689,-0.0572275456165565,0.00191192116155668,0,0,0.0214457541885333,0,0,0,0,0
