,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0419568072630629,0.066317226368393,0.289759574491573,0,-0.0224226962951224,0,0,0.0491633285442011,0.0154054320794811,0,0,0,0,0
ETH,-1.10926478408828,0,0.248074246836702,0,0.249844909398957,-0.910691233900716,0.330837521815768,0.0873600482282884,0.361144572419489,-0.0393273572423441,1.02667850357788,0,0,0,0.0682522017015213
XRP,0.0203575514643158,0.114842512771493,0,0.231833986963637,0.184787305780001,0.141473445226894,0,0.0476595905017007,0.137753798982202,-0.149410327185138,-0.362737145571154,0,0,0,0
LTC,0.831469770536585,-0.0184222396754833,0,0,0,0.0960243601428393,0,0.0220997125250649,0,0.0265713883893648,0.154353989134817,0,0,0,0
DASH,0,0.0270172459274786,-0.135428401389158,-0.403675495258058,0,0,0,0.0320635730210774,0.207644044418561,-0.0368777034709708,-0.00000000000000000693889390390723,0.225951246400986,0,0,0.137948954761282
DOGE,0,-0.0310179326121092,0.192154942928326,0.447937346388495,-0.0289305487772663,0,0,0,-0.000886275302052266,0.0819856938901958,0.454862603528285,0,0,0,0.213308029617114
XEM,0,0.0413387515656763,0,0,0,0,0,0.0597404560961855,0,0.151093406333493,0,-0.302758674479671,0,0,-0.0618288627124245
XMR,0,0.476641862799269,0.0645617949230292,0.5176589195094,0,0,0,0,0,0.10271593356152,0,-0.203012627225241,0,0,-0.383149611631871
XLM,0,-0.0622365594396684,0.503022895285531,0.396805001507493,0.0530100701259464,0.266671176076101,0.142629749074152,-0.0240362207816776,0,0.0836395789071399,0.100306841236968,0,0,-2.44340002726857,-0.100347186736611
DGB,0,0.4512466585943,-1.40238421235084,-0.10818476753691,0.197773527459531,0.723286984841419,0.258611218290374,0.0858080140575804,0.363044426571507,0,-1.06633653977964,-1.03510156231381,0.895377014955955,-7.08457620752034,-0.640928338608323
BV010082.INDEX,0,0.0618705985686272,0,0.0511873899849938,0.0868347716839718,0.112493639626383,0.00404423966638227,-0.0424653972363988,-0.0446536812317376,-0.108595640670185,0,0.214993615414319,0,0,-0.183427806889073
CVIX.INDEX,0,0.0101775855132434,0,-0.101519307177032,-0.157547057497307,0.0713187354386627,-0.0311929758619717,0.0555855381751004,-0.0107591611250825,-0.0327876767395182,0,0,1.33667049494175,0,0.164840725936475
DXY.INDEX,0,-0.00246792774864753,-0.0550860976388451,0.0551708244361584,0,0.0218005642385711,0.047926714315877,0.0231076129982412,0,-0.0115201958323751,0,0.0457186017457461,0,0,0
SPX.INDEX,0,-0.0102968310088388,0.00692715025793893,-0.0372032996300263,0,0.0276134668762067,0.00820114724163467,-0.00486584808725029,0.00490668656614383,-0.00673955941846485,0,-0.00817991112903772,0,0,-0.0867951365734745
VIX.INDEX,0,0,0.140428814940524,0,0.233958075893266,0.209862603153624,0,-0.0859824313646821,-0.0622833324153903,-0.0525397662024824,0,0,0,-3.81333514547189,0
