,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0288099496569023,0.00994176801413598,0.0262319050834344,0,0.0428344321361815,0,0.069284982952642,0.119025045421151,0.011508877930267,0,0,0.0052212993871446,0.138313299877164,0.0521367739368498,0,0,0,0,0
ETH,0,0,0,0.000000000000000000867361737988404,0.0690090739999864,0,0.0695017393077479,0,0.0837091337650801,0.00102863527914327,0,0,0,0.376184248093685,0.17791795929685,0,0,0,0,0
XRP,0,0.296792959997985,0,0,0.0222328196115487,0.204268883240686,0.128504231580583,0.137583614425502,0,0,0.0730700233522206,0.09363087662802,0,0.00000000000000000173472347597681,0,0,0,0,0,0
BCH,0,0,0.145217324746859,0,0.000000000000000000867361737988404,0,0.181755128722155,0,0.190118864307815,0,0,0,0,0.187401046717252,0,0,0,0,0,0
EOS,0,-0.456909145673763,0,0.229264496572236,0,0,0.0771580862243361,0,-0.0298015903846036,0,0.599955434690351,0.0735174888640105,0,-0.130246903115526,0.446387721096477,0,0,0,0,0
LTC,0,0,0.219677928151927,0.0424386295943416,-0.00000000000000000346944695195361,0,0.084066890441188,0,0.0583855460045564,0,0.136817689634759,0.104191810791699,0,0.0542440697322268,0,0,0,0,0,0
ADA,0,0,0,0.126939309663606,0,0,0,0.106902727478803,0.135809376335376,0,0.271508019578341,0.0560461698323242,0,0,0,0,0,0,0,0
XLM,0,0.0987873407490232,0.182881220924458,0.0896311210137863,0.0495859343837839,0,0.222507555490732,0,0.0159815451434514,0,0.0207271436888487,0,0.062189882326872,0,0.15600185895027,0,0,0,0,0
MIOTA,0,0,0.390306700523435,0,0,0,0.213061347403759,0.339474537910018,0,-0.13575843535833,0.149789082983362,0,0,0.0165156151285567,0,0,0,0,0,0.0586651488681544
TRX,0,0,0,0.314131139616028,-0.0189693010936998,0,0,0.375210147710675,-0.0946159630174721,0,0,0.254001336577901,0,0,0,0,0,0,0,0.0392204726446252
NEO,0,0,0,0,0.0192540947938918,0,0.0249891416793165,0.243411142249619,0.228370768831242,0.0315401577990189,0,0.0816334742020605,0.142201787919504,0,0,0,0,0,0,0
XMR,0,0,0.270454108619869,0.038115801006001,0.012334001655415,0,0.123956440300756,0,0,0.0258252744489238,0,0,0.307110075823396,-0.000000000000000000867361737988404,0,0,0,0,0,0
DASH,0,0.070207950546113,0,0.0568592064340254,0,0.0306418725719081,0,0.155331519242292,0.108040624541531,0.106196482874423,0.0510620314534964,0.0869268079603623,0,0.169494645289463,0,0,0,0,0,-0.02180371088241
XEM,0,0.0727530179685305,0.0964147949362427,0.124613609016114,0,0,0,0.367900032622773,0,0.119097970020849,0.0462282309639526,0,0,0,0,0,0,0,0,0
BNB,0,0.22880894134161,0.104018493583545,0,0.0725057314129804,0.197903685084877,0,0,0,0,0.00316630293562991,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0.0651658905772328,0,0,0,-0.0329292804492359,0.0806256006654992,0,-0.0472240278169946,0,-0.0118624748618607,0,0.0333248325890818,0,0,0,0,0,0,0,-0.237301078765669
CVIX.INDEX,0.0625349671852346,0,0.0631999401760558,0.0567175585072088,0,0.0514960986558001,-0.0849738036438306,-0.0493390045962865,0.108921243646254,0,0.106261489924754,0,-0.365877546809431,0,0,0.140171814430684,0,0,0,0.0308150333166686
DXY.INDEX,0,-0.0100084207815441,0.0386488699852569,0,-0.00267954732574775,0,0.00169185956245469,-0.0214664514610522,-0.00512575962900408,0.00806004685443492,0,0,0,0,0,-0.060892303849855,0.0600328957415787,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.0111118591665293,0,0,0,0,0,0,0,0,0,0,0,0,-0.110634307403793
VIX.INDEX,0,0.035124067617881,0.162082383092067,-0.108023491803515,-0.286136250462986,0.431510707143971,0,-0.112903343031239,0,0.108414452590152,0,0,0,0,0,-1.17437477167214,0,0,0,0
