,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0304947572416995,-0.128411031230197,0.638851476588486,0.0762431479121393,0.0289462857873491,0,0.0885067195917978,-0.0190609273854329,-0.0724178376339481,0,0.0640696014379115,0,0,0.0459263372804296
ETH,0.233425540588364,0,0,0,-0.0497018266457763,1.19295796291246,1.1855371095007,-0.992563442820747,0.114052994674218,0.228032414466331,1.15018637476404,0,0,0,0.395324677911269
XRP,-0.567868166986399,-0.0357336456074026,0,0.50102823327933,0.0760916232444833,0.0384753901271144,0.2613141383967,0,0.00368602077901019,-0.108663747451669,0,0.256843483797653,0,0,0.00151841281965875
LTC,0.681076374207705,-0.108623295911131,0,0,-0.0319798250286357,0,0.307326985595593,-0.144031465357151,0.0853514788457677,0,-0.152416458933915,0,0,0,-0.174259316264829
XEM,0.467369080911817,0,0,0.554206463094431,0,0,0.324233811895112,0,0.225613266476989,0.281950416874252,1.19823412194659,0.605319636948501,0,0,0.352960220742513
DASH,0,0.036379863412282,0,0.151194484163107,-0.0135548671170156,0,-0.140503684955918,0.0411589889845336,0.176043468626265,0.130298354620223,-0.396944165314646,0.217754885820953,0,0,-0.0810875765881707
DOGE,0.232200982488947,0.0505129630689141,0,0.293926327471827,-0.126943797968739,0.126238364865801,0,0.145061173998976,0.281570053369042,0.0398218688525846,0,-0.257312092523208,0,0,0.0836884740220629
XMR,0.781302497964504,-0.0316579867055901,0.18289363367133,0,-0.101832166545194,0.124708208748155,0.208434077412083,0,0,0,0,0,0,0,0
XLM,0.274871194508175,0.243981494332649,-0.190453378993849,0.0719012761414526,0.190868060885369,-0.220959219341482,-0.17513077871022,0,0,-0.32048492435079,0.0679003963037015,-0.273680686268476,0,0.296789373868902,0.136398509173508
DGB,-0.670822564093842,0.250732946076926,0,0.466137578078289,0.133341226973311,0,0,0,-0.239517035728047,0,0,0,0,0,0.0876608245551971
BV010082.INDEX,-0.110244263548351,0.026593108177017,-0.134294748364797,0,0.022166427469845,-0.300305693329028,-0.0192359688754596,0,0.0725645445858304,0,0,0.0657237706407992,0,0.760647673000973,-0.0858959223432084
CVIX.INDEX,0.357367148438791,-0.117601210351594,0.0945101726674864,-0.435023605805277,0,0.372902627806055,0,0,0.0418182540633008,0,0.10053412648858,0,0,0,0.150364891508215
DXY.INDEX,-0.00000000000000000010842021724855,0.016215953988091,0.0218055060287374,0,0.0106899548072587,0.0223259918338143,-0.0403367503913643,0,-0.025631398469426,-0.00453516256887162,0.0448176539042956,0.0379356026573268,0,0,-0.00316543833363358
SPX.INDEX,0.0315794638826575,-0.00982112760181362,0.00597154807801951,-0.0275892733476041,-0.0143206924090689,0.0605903351281441,-0.0344746734683276,0,0.0314039844806755,0,0.0615650092729225,-0.0759781193320757,0,0,-0.0658945109788553
VIX.INDEX,0.0232474470087199,0.416197466404324,-0.746261937401364,0,-0.13667948246017,0,-0.020659920195658,0,0.495326496553649,-0.22535376498368,0,1.23447182460704,0,-1.3607181509102,0
