,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.176787629739241,0,0.25678267622407,0.0244479535484704,0,0,0.04055075870534,0.0327606627123783,0.0874446133109409,0.0404343132322018,0,-0.164867074970263,0,0,-0.089198945539132
ETH,0.799141855129422,0,0,0,-0.0118565465581023,-0.0615116040046379,0.000000000000000000867361737988404,0.23622934313494,0.163968717788157,0.0128946325180187,0.0234752154844421,0,0,0,0,0
XRP,0,-0.0533860254111539,0,0,0.0305948208725779,-0.010008162478141,0,0.0433668768886949,0,0.146737648410349,0.054551377298201,0,0,0,0,0.077416846593496
LTC,0.512231696691948,0.0782817829052815,0,0,0.0151274387800402,0.00971237711222937,0.00971041891613994,0.000000000000000000867361737988404,0.12168364919806,0,0,0,0,0,0,0.00271066794467519
XMR,0.8355995655351,0.523815927455017,-0.179117664943686,0,0,0.0431999784115214,0.570686945448095,-0.261975658525865,0,0.274455352242473,0,0,0,0,0,0
ETC,0,-0.322211290539702,0,0,-0.0368955130026633,0,0,0,-0.921094859466149,0,0,0,0,0,0,-0.398583693790627
DASH,0,0.0944481298812084,-0.171279816869186,0.04616724646154,0.0650033395807537,0.052754424575049,0,0.0353572468776785,0,0.429026000313827,-0.160408481095142,-0.315157904788641,0,0,0,-0.162182374131919
XEM,0,0.425694301968757,0.117497108569772,0,0,0.0164606399455326,0.344157821701349,0,0,0.0328466651817025,0.170380756481798,0,0,0,0,-0.222212360224537
DOGE,0.257607712537293,0.121827872841795,0.135811140185331,0.0719077322187703,-0.0371454285989847,0.0182111495706996,0.0884462508458717,0,0,0.0580965494911309,0.015578976181297,0,-0.0837163575751298,0.814876490209575,4.26066560992873,0.314797281034686
XLM,0,0,0.487230145352146,0,0.00817993213957812,-0.0358079633099217,0.0497241890539362,0.019453977438172,0,0,0.0786828894061234,0,0,0,0,0.121576663718617
DGB,0,0.495527886925387,0.242468978250846,0,0.011521418582552,0.104774080511106,0,0.140181126269361,0,0.268301053628136,0,0,0.494968593715173,0,0,0
BV010082.INDEX,-0.161380689033023,0,0,-0.0208767565719063,0.0275392280563476,0.0147397141576105,0,0,-0.0789903144122113,-0.0699007838558215,-0.00588486189243387,0,0.0427772137800305,0.581301187548857,0,0.0588692530209113
CVIX.INDEX,-0.088274980893852,0,0,0,-0.0275391144684782,0.00304709884466324,0.0667588865577263,0,0,0,0.0941293105555715,0,0,0,0,0.141216170048299
DXY.INDEX,0,0,0.0117911533530184,0,0.00225215269973348,0.00262859942448863,0.0311674496707619,-0.013746871955064,-0.00592189272232754,0.0414781462839822,-0.0281625117097067,0.171466281527608,0,0,0,0
SPX.INDEX,-0.0306607818876335,0.0129390411271036,-0.00169046560417356,0,0.00309370415320588,0.00273789614007331,0.00997962146415947,0.00446129163122914,0.00916637925479723,-0.0239349243632363,0,0,0,0,0,-0.0678271579837291
VIX.INDEX,-0.0782714425459091,0,0.0848126130596368,0,-0.186186114684572,0.0528438867885227,0,-0.0325706171969698,0,-0.334290543893225,0.194150064087226,0.152284326863177,1.49087112635257,0,-5.39093328348,0
