,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0191683902495395,0.123277410022279,0.105205619455098,0.109715882259135,0,0.0817836747667535,0.0350733577598405,-0.0220740436839065,0,0,0,0,-0.0273787277651836
XRP,0.522859131260746,0,0.0735720384451689,0.137891283778408,0,0.267429952844473,-0.0904362603702694,-0.145105052525925,-0.0524606063800428,0,0.109876555724708,0,0,0
LTC,0.73097967871317,0.175746317369111,0,0.12193085627321,-0.00267565829151326,-0.232441790182523,0.110154769471075,0.0669430687139592,0,-0.277472617588388,0,0,0,0.0802140027100861
DOGE,0,0,0.196455069019402,0,0,0.395445026164582,0.209381737624232,0.245088065599097,0.0876499157111674,0,0.463727744375584,0,0,0
DASH,0.584041077663908,0,0,-0.173600127848063,0,0.777553664146375,-0.349477742948063,0.0235289648373702,0,0.567549383072167,0.272410211125835,0,0,-0.0557737425241478
XLM,1.40288751860801,0.427367087418876,0.484368520503754,0.061673196305052,-0.428827265466117,0,-0.346697712913658,-0.0860597937933418,-0.128068903635799,-0.0904559824031736,0,0.863876674295252,0,-0.320606993789315
XMR,1.09794758057243,0.221587285286581,0.320349560010709,0.125886718777295,-0.44873806269152,-0.467081076611999,0,-0.23402412001772,-0.128154987058531,0,0.254083456392273,-0.628791408602446,-3.59214889766856,-0.679372666447171
XEM,0.603567696128545,0.0934550728136172,0.27981146394477,0.898272356575182,0.242670147773984,-0.430012794462768,-0.415922377048487,0,0,0,0.317070600441554,-6.35070389550818,0,-0.590250834723259
DGB,0,0,0.257354121302882,0.100385773715905,0.0781941407072471,0,0.370725174411594,0,0,0,0,0,0,0.212204818191194
BV010082.INDEX,0.101898332693822,-0.0387257304838439,0,-0.0246735244738606,0.00468051992579131,0,-0.0165177796370775,-0.0563593964796051,0.0186310330574949,0,0.0776787508405664,0,0,0.0529983902905132
CVIX.INDEX,0,0,-0.030015638561138,0.0494621358695207,0,0.0406460260433327,0,0.000000000000000000867361737988404,0.13982275900111,0,0,0,0,0.0618153533477222
DXY.INDEX,0,0,-0.023758294564988,0.0439579453606376,0.019867688095774,0.0218123185813322,-0.0226053849573663,-0.0389845039153632,0,0,0.134664393181181,0,0,-0.0239377510468798
SPX.INDEX,0.0297401804085808,0.00687894200241148,-0.0155501247783151,0.0112422873329749,0,0.00757273546456803,-0.00571496098570815,0.00359714776374337,0,-0.00786348440825715,0,0,0,-0.0882549908188012
VIX.INDEX,0.0000000000000000277555756156289,0,-0.100808892209751,0.117923374514717,0,0,-0.246900437627613,0.00263127298519202,0,0,0,0,-5.52411594110858,0
