,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0180383510410758,0,0.127541553307679,0,0,0.0568890469346119,0.0469486373700199,0,0.191668370518725,0,0.121617228860398,0,0,0,0,0,-0.0291107253701066
ETH,0,0,0.174535475230954,0.0371763137281714,0,0.380699064030364,0,0.0770373880379789,0,0.140642320553808,0.0249860966766437,0,0.0588254389900268,0,0.103770495867032,0,0.0457650276889191,0,0,-0.0225689022110289
XRP,0,0,0,-0.00000000000000000693889390390723,0,0.298918002596257,0.0253675834987564,0.0140937180198409,0.0417482854922286,0.258902787120764,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0.180294415166241,0,0,0.132001535105792,0.387519055399493,0.0660564202026965,0.0484223970641288,0.240569010391205,0,0.0249178321030769,0,0,0,0,0
LTC,0,0.166623682317366,0,0.266427200126475,0,0.130777473989033,0.148972541653725,0,0,0,0,0.116267611186678,0.108644398495725,0,-0.0618499056428795,0,0,0,0,0.157465917036069
BCH,0,0,0,0.348397391413639,0.252680265974228,0,0,0.161562047975938,0,-0.0864273382103327,0.538688581809893,0,0,0,-0.125343528330662,0,0,0,0,0.0583476917734327
XLM,0,0.170408515293849,0.103655399998408,0,0,0.130180770702168,0,0,0,0.197948079683413,0,0,0.123767856826098,0,0,0,0,0,0,-0.0457051818025229
TRX,0,0,0.100967237176846,0,-0.0451054418189584,0,0.250287228082365,0,0.0704557331044613,0.335254831306371,0,0,0,0,0.00508236323022753,0.101131693205756,0,0,0,0.197684782128005
BNB,0,0,0,0,0.230243586890122,-0.0120195721429685,0.130025335454414,0.423563035178385,0,0,0,0.24003034506205,0,0,0,0,0,0,0,0
ADA,0,0.240304044478102,0,0.201465886150391,0.145942849990134,0,0.054687971626804,0.0546933458666987,0.0906312356934283,0,0,0.0531517431579517,0.0902156352567237,0,0.0107463918017207,0,0,0,0,0
BSV,0,0,0,-0.0694827098627294,0,0.587091329501208,0.242315754952841,0.0443026207888842,-0.000000000000000000867361737988404,0,0,0.0858479105563131,0,0,0,0,0,0,0,-0.0482757187967625
XMR,0,0.25112700950739,0,0.023654910845717,0,0,0,0,0.038393026317397,0.210121303926725,0.130227755115545,0,0,0.0310777369124791,0.131967068562724,0,0,0,0,-0.0117103868309863
MIOTA,0,0,0,0.53667335500722,0,0,0,0,0,0.0971000845051435,0,0.0966028358257845,0,0,0,0,0,0,0,0
DASH,0,0,0,-0.00000000000000000346944695195361,0,0.0883226798317968,0.158169304033714,-0.0206315693301174,0,0.20652415904766,0.038749858292556,0.225206320646013,0.201394229209855,0,0,0,0.0223732257773977,0,0,0
MKR,0,0.630714722817152,-0.31976405321792,0.272247534406316,0,0,0,0,-0.0606950881091413,0,0,0.261216981147111,0,0,0,0,0,0,0,-0.0490682117343327
BV010082.INDEX,0,-0.352663973022401,0.211653273463422,0,0,-0.086938734939284,0,0,-0.0463008594322281,0,0,0.0550567716809423,0.114892397490245,0.0796190617581925,0.125767251250957,0,0,0.370780028886268,0.344842250727132,-0.000000000000000000867361737988404
CVIX.INDEX,0,0.215493712298553,0,-0.0722636010316009,0.0626473031814166,0,0,-0.232417339650117,-0.00842603988903007,0,0,-0.105924366401072,-0.10816281062743,0,0.0633400014555409,0,0,0,0,-0.0150167806430539
DXY.INDEX,0,0,0,0.00444740331749008,0,-0.017573943359276,0,-0.0436732093888374,-0.00412846684539206,0,0.0343707375608147,0.0179702453791655,0,0.0250049148433519,-0.00920389386650427,0.101280223496687,0,0,0,0.0237264537175943
SPX.INDEX,0,0,0.0365912816689854,0.0125741763954746,-0.00000000000000000010842021724855,0,0,0,0.0106965237410415,0,-0.00966785184780259,0,0,0,-0.017907364214868,0.195446747439584,0,0,0,-0.0872198464343269
VIX.INDEX,0,0,0,0.154410998759367,-0.246384611390701,0,0,-0.0413446571413317,0.440535551825602,0,-0.0975897056143419,0.15708617859222,0,0,0,-0.092683257879051,0,0,-2.66245314224573,0
