,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.110974147342806,0,0.140771991191025,0.0194972194704286,0.00801676225848102,0,0,0,0.00666474313026996,0.0267825024759382,0,0,0,0,-0.0564859562165146
ETH,0.446873968760468,0,0,0,0.0405430338863097,0.0189126187945581,0,-0.108060593208669,0,0,-0.0567351149469225,0.397596535514462,0,0,0,0.0922021795846471
XRP,0,-0.103135864874177,0,0,-0.0466244153112784,0.0589242922792715,0.175964666751662,0.187205966128626,0.162851699103561,0.392950563539715,0.188275081213003,-0.409172582751486,0,0,0,0.162841491433929
LTC,0.692787200467661,-0.0410408414232937,0,0,0.0797152981533693,0.00399315878381765,0,-0.0145304433681701,0,0.00814392722726344,-0.0237197823566236,0,0.174162873068558,0,0,0
ETC,-1.22835694405236,-0.266426377074878,0.0714474112105349,1.06526112477,0,-0.112271235478264,0.285498090869155,-0.0632782232661415,-0.97375396968086,0.305546836449729,-0.0298868867873909,0,0,0,0,-0.307323142114535
XMR,0,0.837262848946681,-0.0210634869018098,0,0,0,0.49473348566024,0,0,0,0,0,0,0,0,0
DASH,0,-0.209138949679254,-0.0901865308325145,0,-0.00569067100182882,0.0232111466166479,0,0.0299768128528603,-0.138789411488858,0.046678105545959,-0.191887468631274,-0.324812546269627,0.992627112477616,0,0,-0.299330930325721
XEM,0,0.168080968330564,0.080489267162867,-0.629131599872275,0.05979332175917,-0.0504037188297447,0.208618256962238,0,0,0,0.0828434016318175,0,0,0,0,-0.0898456119816236
DOGE,0,0.0263263251491484,0.174211914754295,0,-0.243102232447193,-0.0605204780987975,0.197050007139959,0,0,0,0,0,0,0,0,0.0394971689728215
XLM,0,0,0.515059614481371,0,0,0.017739710391517,0,-0.0754035417912066,0,0,0.0823925510186906,0.392311328118042,0.329674999368216,0,0,0
DGB,-0.712715764580263,0,0.27723736824075,0,-0.215529617915127,-0.0182745174538969,-0.077124766558309,-0.0581969087093656,0,0,0,0,0.786251874317733,0,0,0
BV010082.INDEX,-0.315097739404451,0,-0.00422246059705546,-0.141513443566179,-0.0515574168109771,0.033571019379245,0,-0.0621487408691065,-0.130178671847629,-0.0437844669898262,0,0,0,0.706969142970372,0,0.0146333174909607
CVIX.INDEX,-0.367773414802709,0.0960692332303023,0,0.126515462219223,-0.0775428498126,-0.0101543562042507,0.0828025203469675,0.0561159154824119,0,0.0739613747938715,0.0660712417379633,-0.279980150150958,0,0,0,0.125543669358484
DXY.INDEX,0,0.00954939654023793,0.0110689564154222,0,-0.00443243868614549,0.00217517184242465,0.013659679094681,-0.011814367079405,0.00302480976335559,0.00867238402165558,-0.00527640702736595,0.143223472432587,0,0,0,-0.001320527464547
SPX.INDEX,0,0.011856784846891,0.0220484187048573,0,-0.0101810594282628,0.00439498575388981,0.00718478614116143,0,0,-0.0189874201121773,0,0,0,0,0,-0.0660095464251901
VIX.INDEX,-0.680274885268452,0.121958138757043,0.0932467915153914,0,0.0735499425628238,0.080919745840032,0.168417187940574,-0.0617913821587927,0.460940376133327,-0.138657652153167,0.203782594174398,0,0.837006516093725,0,-7.27133370914262,0
