,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.589000528583488,0.0211362341324911,0.0641239219962936,0.263648785991137,0.0498882950783581,-0.0476982779989681,0.00750442827191083,0,0,0,0,0
XRP,0.0399981285124505,0,0,0.0844061853508219,0.233671200014557,0.598202021107421,-0.242073413158395,-0.145089060186513,0.0410082716139232,0,0.162496440849371,-2.69909428763906,0,-0.0680422894119571
LTC,0.441850948190117,-0.0129734681618301,0,-0.0359053151064326,0.0714113952544861,0.237904361007685,0.0385762769022436,0,0.0322517862777574,0,0,0,0,0.110989244255991
DASH,0,0.182475577383659,0,0,0,1.36611215804542,-0.126433927659233,0,-0.0150679682888231,0.128076493443943,0.23507097378687,0,0,0
XLM,0.359885987742145,0.309276902029045,0.438089542028774,0,0,0,0,-0.0855245438354348,-0.190966383342034,0,0,0,0,0
DOGE,0.368539289413327,0.1495737038798,0.108849382765974,0.0840402889754915,0,0,0,-0.0192009305382768,-0.00586729502354965,0,0.108230500074265,0,0,0
XMR,1.29126768776215,0,0,-0.140919749591446,0,0,0,-0.0869700342228754,0,0,-0.110713932950267,0,0,-0.367571567869018
XEM,-1.26717230252807,-0.810470344773608,1.51202165120817,0.348884589552547,-0.0773200405026595,1.98329495706645,-0.167540156801555,0,0.256044576619432,0,0,0,0,-0.504337330507585
DGB,0,0,0.432565262881313,-0.223092231815197,0,0,0.185126746360427,-0.152765106914488,0,0,0,0,0,0
BV010082.INDEX,-0.00736061616929636,-0.0318395763736275,0,0.0205930558329131,0,-0.0986944724696284,0.000000000000000000867361737988404,-0.00533988106289709,0.0178122112061204,0,0.027656111127702,0.770362220499212,0,0.0100314738217097
CVIX.INDEX,0.512308040567618,0.0827828893192383,0,0,-0.197061251549959,-0.128280759374754,-0.0313475392523129,-0.0222943423207391,0,0.450673316861229,0,0,0,-0.0403043089815673
DXY.INDEX,0.0796417944399232,-0.0142434535143222,-0.0356692782828108,-0.01102384469907,0.0241397999672159,0,0.01158040215237,0.00317010385263346,0,0.110034392787152,0.134206980459139,0,0,0.0334887235569095
SPX.INDEX,0,0,0,-0.0106673981336874,0.0192780981832721,-0.0194136460846819,0,0,0.0146914856276462,0,-0.0235866669580865,0,0,-0.112596810120329
VIX.INDEX,0,0.20326556783973,0,-0.0368579447404079,0.0281243654769378,0,-0.143096878883659,0,-0.0195654854937181,0.0430256358371591,0.126650134043257,0,-5.04982619532347,0
