,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.181055857140493,0,0.0228870879682271,0,0,0.0760132068168149,0,0.161647793641601,0,0,0.0713181314756968,0,0.011178697936336,0,0,0,0,0,0.0113451368955583
ETH,0.0698051703926889,0,0,0.264660534780805,0.0522403263282703,0,0,0,0,0.00684665247358208,0.0149685114177241,0.117133603922221,0.0332217121465147,0.20554087523006,0.183263559926424,0,0,0,0,0
XRP,0,0,0,0.17037231395409,0.158228569111517,0.0104062240045361,0,0,0,0.238442539120249,0,0,0.000000000000000000867361737988404,0.150402151942191,0,0,0,0,0,0
BCH,0,0,0,0,0.286079245270272,0,0.23118459396586,0.201770544716731,0.00000000000000000173472347597681,0.00395690143625257,0,0.0682319165988887,0.00440589686064951,0,0,0,0,0,0,0
EOS,0,0,0.349904851207217,0,0,0.0326137799048108,0,0,0.042881028910865,0,0,0.431950169325193,0.215252626533298,0,0,0,0,0,0,0
XLM,0,0,0,0.235697245451779,0,0,0,0.203293563387197,0.195070729666966,0.0314863183247427,0,0.153275955351201,0.057846042923667,0,0,0,0,0,0,0
LTC,0,0,0,0.359110091119915,0.0758953087284204,0,0,0,0.0459688087183943,0.166000100066657,0.0322996481038163,0.0398434794548223,0,0.0311131341842242,0,0,0,0,0,0
ADA,0,0,0,0.316293643736847,0,0.296269103756092,0,0,0,0.0811291507667646,0.0771235862526671,0.0886691458698735,0,0,0.0652807633862888,0,0,0,0,0
XMR,0,0,0,0.0180247456710698,0.15166463820881,0,0,0.18687824014937,0,0,0,0,0.223099196927341,0.0876388179667682,0,0,0,0,0,0
MIOTA,0,0,0.228339502022952,0,0,0.0731781772957797,0,0,0,0,0,0.195600214142856,0.580215115139432,-0.0383419000620812,0,0,-0.104682035644495,0,0,0.0652110472668695
DASH,0,0.105777451716487,0,0,0,0,0,0.285840686257752,0,0.00868924670570742,0,0.330345497409619,0.0151325835737479,0.0495182936301751,0.0407796849771938,0,0,0,0,0
TRX,0,0.225540432247388,0,0.0531864665658082,0.120719419265323,0,0,0.165534328144619,0.0528175220990068,0,0.0460161574192722,0,0.239169409583267,0,0.173758478075156,0,0,0,0,0
NEO,0,0,0,0.317448344895901,0.000000000000000000433680868994202,0,0,0,0.117938254305163,0.340317873500715,0.0528438337293361,0.136077223270485,0,0,0.171859546944025,0,0,0,0,0
ETC,0,0.242888217324391,0,0,0,0.155324115532859,0,0,0,0.366698744895945,-0.147540521144053,0,0,0,0,0,0,0,0,0.0173930262053439
BNB,0,0,0,0,0.0646832611616086,-0.360679882642633,0,0.510084973818072,0.0634906292171735,0,0.252033570360571,0,0.112901005025733,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0622897762967788,0,-0.0614364427412015,-0.00173218584126034,-0.195101049741093,0.0770428180623986,0,0,0.0353292614162319,0.0337567642484508,0,0.0282069036433449,0,0,-0.0379555283247258,0,0,-0.0442368883392587
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733827830658432,0.205408994573921,0,0,0,0,0.145949151930058
DXY.INDEX,0,0,0,0,0,0,-0.019392077627717,0.0254317453108788,0.0108440203117975,-0.0090302810915167,-0.00922306934503356,-0.0108969435044283,0,0.0195855402777819,-0.0137679751396413,0,0.100407676885804,0,0,0.00862579975794732
SPX.INDEX,0,0,-0.00157686516080516,0,0.00605822913897546,-0.0128994120143667,0,0.0129336942272002,0,0,0,0,-0.0183081763902132,0,0,0,-0.00000000000000000010842021724855,0,0,-0.0606205931812635
VIX.INDEX,0.634758438453891,0,0,0,0,-0.0113233225003787,0.10276131788843,0,-0.158531195980803,0.00000000000000000346944695195361,-0.316057930184178,0,-0.222873067766749,-0.249067230626704,0.479269203298956,0,0.313094175685512,0,-2.68844415725621,0
