,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.114750372100936,0.134723924091426,0.550135173558392,0,0.161457622117451,0.0194239169232992,0,-0.05538278251518,0,0,-0.0559082788674492
XRP,0,0,0,0.133410408007019,0,0.316761156157744,0.226704613392785,0,-0.160669346539722,0,0,0,0
LTC,0.708095882331062,0,0,0,0,0,0.140198338246814,0.126233426351277,0,0,0,0,0
DASH,0.356752854212526,0,0.341173120971528,0,0,0.246134254225883,0,0.069463151991174,0,0.147026770309167,0,0,0
DOGE,0.369151866848081,0.0871541618264568,0.0866051268791971,0.0351469405233125,0,0.0395255700895831,0.0381247077235378,0.0160865195365951,0,0,0,0,0
XLM,0.439829773562064,0.700806846482192,0,0.0692576734853447,0,0,-0.105929489418195,-0.0518635688228979,0,-0.213181298274867,0,0,0.0300752072571328
XMR,0.817197005010119,0,0.155502298900842,0,0,0,0,0.0752370414194186,0,0,0,0,0
DGB,0,0,0,-0.278333410571298,0.570432621692956,0.368082404910323,0.308927386335103,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0328013914024261,0.00900941449581939,0,0.00578204778357245,-0.075204863751585,-0.00202109978860073,0,-0.0252100971109277,0,0,-0.0302873950419936
CVIX.INDEX,0.133991912151211,-0.0453500606517162,0.0314969290864479,0.134255054347184,-0.610327617850648,0,0.117254340144563,0.116451304712482,0,0,0.817797804295391,0,-0.0317961625710649
DXY.INDEX,0.0120059904620511,-0.0277843710406057,0.00414033485105818,-0.00880554951001864,0.014477845934357,-0.0130746009270881,0.0342474104404859,0,0.12638568071621,0.0110994365859965,0,-0.0422668667326478,0.0119101879045275
SPX.INDEX,0.0276769811724789,0.00679798468526153,0.000455236541897652,0.00903674289684787,0,0.00194232850546016,-0.0429434432550391,-0.00565632268577303,0,0,0,0,-0.106344007243454
VIX.INDEX,0,0,0.018708139224861,0.0385943999840962,0.369312290145526,-0.075711095987079,-0.331382530326434,-0.00732102676336463,0,0,0,-5.12103956176722,0
