,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0140464270916219,0,0,0,0.0303621971403655,0.145533578339365,0,0.191582803327657,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0458999471645567,0.121538211453995,0,0.154350726915925,0,0.203639565233404,0.0117602362909076,0.0447756550317764,0,0,0.144871583915043,0,0,0,0,0,0
XRP,0,0,0,0.0279361450643493,0.0868024913848025,0,0.0421003786330779,0,0.200420033572524,0.00347042323467847,0,0,0,0.174145799736916,0,0,0,0,0,0
BCH,0,0,0,0,0.326487265437048,0,0.0966237467363616,-0.0306774871425294,0.335494878979425,-0.248743095625616,0,0.380127651205642,0,0,0,0,0,0,0,-0.00895114185471173
LTC,0,0.170515895828009,0.0479178961329563,0,0,0,0,0,0,0,0.732456574882973,0,0,0,0,0,0,0,0,0.0195234430567925
DASH,0.242388225825295,0,0.0291935486828899,0.0813043635145646,0,0,0.182125993380841,0,0.133953120444191,0.0573155134524446,0,0.0534135810246961,0,0,0,0,0,0,0,0
XEM,0.0763090867945491,0.201701652132214,0,0.0724779677977664,0.174070568013542,0.281393423109295,0,0.132825642931092,0,0,0,0,0,0.0871079711877704,0,0,0,0,0,0.116637597600155
NEO,0,0,0,0,0.29263781019623,0.0124076162690739,0,0,0.28646051839919,0.0834464959062895,0,0,0,0,0.0905025952176252,0,0,0,0,-0.290558489645105
MIOTA,0.074258322436761,0.00671470100212197,0,-0.0973712585692326,0,0,0,0,0,0.074733861068087,0.0159707994677363,0.356513215587066,0,0.00000000000000000010842021724855,0.34414556882269,0,0,0,0,0
XMR,0,0,0.216213650680633,0.0782443355396967,0.0268556026815551,-0.00000000000000000173472347597681,0.0598037307162749,0.0586565274358514,0,0,0.0820320107839002,0.154207096673366,0,0.104968739735732,0.0184268491429864,0,0,0,0,0
ETC,0,0,0,0,0.603435655205049,0,0,-0.00000000000000000346944695195361,0.099702908774841,0.0659060281363485,0,0.0093309396862255,0,0.119141190079168,0,0,0,0,0,0
ZEC,0,0,0,0.0313389499119428,0,0,0.0764206755357256,0.000000000000000000867361737988404,0.221449745293401,0,0.0207256048214843,0,0,0.192429168523292,0.0174854353743723,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0732457036132775,0.125391915013177,0,0,0,0.252757632398246,0.00978977790799004,0,0.123421520952651,0.148057740744088,0.128664112328549,0,0,0,0,0,0,0,0.0862040386130549
EOS,0,0.378140497515987,0,0.000000000000000000433680868994202,0.181719325437125,0,0,0.179041466254645,0.0283386005005623,0,0,0.236338147093033,0,0.139151345202343,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.000000000000000000433680868994202,-0.0123659080773474,0,-0.0675321106953676,0.0355946416400095,-0.0141604168171352,-0.034494137211984,0,-0.00310438216447231,0.0475406679360593,0,0,0.0478003139068881,0,0,0,0,-0.0634792459488315
CVIX.INDEX,0.079018143263454,0,0,-0.00777533273399604,0,0,0,0,0,0.0375778418356263,0,-0.0374948708051673,0,0,-0.0603997236686706,0,0,0,0,0.079453439838989
DXY.INDEX,-0.00632588442186746,0,0,0.00150923729082453,0,-0.0265743924554039,0,0.00450837643204587,0.00469511677225156,0.00128664970454257,0,0,0,0.0041050285554611,0.0158216082033913,0.0284390396760547,0,0,0,-0.00525359152522863
SPX.INDEX,0.00663110912973047,0,0.00175612322964363,-0.0107457327759909,0,-0.00750115717772844,0,0.000147570953038406,0.00140273192317229,-0.00601699738808522,0.00471718621029224,-0.000341200248448982,0,0.00445434795860313,0,0,0,0,0,-0.0355711326143318
VIX.INDEX,0,0.246369700534687,-0.014991061603946,0.0142818749330291,0,-0.441491428260489,0.102478097930756,0,0,0,-0.0780960661778418,0.368973343228952,0,0,-0.261552658559345,0,0.61931117741985,0,0,0
