,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0814312323449102,0.173798067687687,0.082148868191757,0.0741730252535088,0,0,0.0311798679784864,0.0454499456486848,0.0922472074326812,-0.238295193486308,-0.259423920913519,0,0,-0.0240658205032352
XRP,0.619104609660604,0,-0.337116337562114,-0.112057661911457,0.113544643937297,0.996942980705725,0.574902998320122,-0.365672790958277,0,-0.181309629622283,0,0,0,0,-0.0956153318582918
LTC,0.286623419559998,0.193305367801228,0,0,0,0.176760491060797,0,0,0.0133638579560477,0.0894899016182168,0,0,0,0,-0.0486107734290759
ETH,1.63302914136176,0.145282973018971,-1.56931414255968,0,1.10215420110678,0.893828708057594,0.589939462505552,-1.09625111369877,0,-0.495148448745104,0,0.238746144233011,3.37964560504513,0,-0.213581380834034
DASH,-0.0105659530780136,-0.0551434958970857,0.569349276665657,0,0,0.0497295014220377,-0.214977319965255,0,0.0226015836213825,0.0198885597490942,0,0,0,0,-0.0638071546153799
DOGE,0.244269954001999,0,0.362508796245124,0.0216278841912452,0.0823438755778562,0,0,0.0668500723881477,0.0182201859901563,0.0308694494022369,0,-0.0799637820854751,0,0,0
XLM,0.271351796400122,-0.182832864532506,0,0.138291649398165,0,0,0,0.149087581517583,-0.00804522280690844,0.10240590990519,0,0,0,0,-0.182821894353676
XMR,0.45062058555832,0.00000000000000000693889390390723,-0.0885942484711397,-0.104545021086705,0.190815420042761,0.218314264394765,0.156015696937878,0,0.0619346332981156,-0.150358755018548,-0.689700479264532,-1.14704472265501,3.11908254876132,0,-0.160109071384374
DGB,0,0.236554207712602,0,0,0,0.134311503487478,0.492007138366945,0,0,0.389638044325953,0,0,0,0,-0.212685351230713
XEM,-0.446794487088868,0,-0.426650688257324,-0.0211474067444914,0.269371793012176,1.56078464850733,1.07381390282698,-0.142514122048361,0.144845246149276,0,0.50523044777949,0.412645672019266,0,0,0.0205589318514646
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.0127940175975533,0.0784411834494509,0,0,0,0,0
CVIX.INDEX,0.14115886366853,0,0,0.0168194969748777,0.0054599377215322,-0.146426329733144,-0.307314861549862,-0.268339208590101,0.00286083972095214,0.0705256665214226,-0.0651890012664158,0,0.402634611875224,0.921820310393604,0.118852820859039
DXY.INDEX,0,-0.023602511224482,0,0.00996271868337538,0,0,-0.0227447722398151,0.0362399697520077,-0.0137461202571236,0.0175072728310343,0.0402193348666666,0,0,0,-0.0251524059758039
SPX.INDEX,0,0,0,0,0.00823847207963991,0,0,0,-0.0000000000000000000135525271560688,0,0,0,0,0,-0.076859780023518
VIX.INDEX,0,-0.341824827153537,0,0.154890798661067,0,0.07518778604787,0.323393721828565,0.113372711004343,0.0307407648375973,-0.134877446035973,0,0,0,-5.32269425183476,0
