,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0833209246635322,0.0194864634958534,0.137852048669218,0.023578784637011,0,0.0713439777955929,0.0575015788686556,0.0842847414541288,0,0,0,0,0
XRP,0,0,0,0,0,0.111301676111589,0.252300413584433,0,0,0,0,0,0,0,-0.0502201895047385
LTC,1.37107379778849,0.143698322982375,0,0,-1.50927630108931,0.58559349697579,0,0,0,0.273136893021746,0,0.634989244267308,0,0,0.225352492770908
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0870401273307379,0,0,0.194970500720754,-0.069740662811367,-0.0692066339994027,-0.0722389556972913,0.227403933020036,0,0.258889834453556,0,0,-0.036097117723259
DOGE,0.196791731950222,0.211699972406018,0.132214010280261,0,0.422011161434167,0,0.193667436839285,0,-0.0283159846962905,-0.0167481219144932,0,-0.0936527561317952,0,0,-0.0273465756098275
XLM,0.391571665262665,0.0572049162577459,-0.0572869032149874,-0.0504711297590613,-0.110697935404601,0.229290984804403,0,0.0680913114065544,-0.080165695302586,0.191317465286662,0,-0.376124100332306,0,0,-0.0419560781671302
XMR,1.39793482702399,-0.199532372922459,-0.0758153999529886,-0.0302549041237572,-0.15008634630565,-0.0413774764728617,0.104622696931226,0,0.0565665009021241,0,0,0.172357351747902,1.54837005120055,0,0.0293110148290862
XEM,0.594022122613667,0.051419310909259,-0.125522632682608,-0.00837959458730263,0,0.215737695116279,-0.000000000000000000867361737988404,-0.0396576875628326,0,0.05685330236594,1.86927633596124,0.554195915033343,0,0,0.018454001978651
DGB,0,0.360141329789557,0.0714179454807998,-0.0264996402493956,0.199962547699815,0,0.406831963671243,0.448063043347404,0,0,0.0695690947773791,0,0,0,0
BV010082.INDEX,-0.0433832795434802,-0.0233041167023048,0.0527777576762654,-0.0285943338833004,0,0,0,-0.0710621968371289,-0.0523439990625199,0.0887201468140774,0,0.0994020860801551,0,0,-0.0783603205921474
CVIX.INDEX,0,-0.121341499020211,0.0645698488702824,0,0,-0.126833497198263,0,-0.0430611959449287,0,0.111586033925185,0,0,0,0,0.00783331815213378
DXY.INDEX,0,0.00313528607514528,0.0102546648701335,0,0.0444544947140104,-0.0314153942376052,0.0321069405628086,0.0234659638342677,0.000728969449608587,-0.0280546231346759,0.0650847724585571,0,0,0,-0.0211749743259451
SPX.INDEX,0,0,0.0022625211881499,0.00152950300642809,0,0,0.0116390082045161,0.00640573701837622,-0.00273727485961988,-0.00339441936976895,0,0,0,0,-0.0724969200505303
VIX.INDEX,0,0,0,0,0,0,0,0,0,0.257975864421699,-1.14447767554517,0.32648973874426,0,-5.22621715685522,0
