,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.216593901961125,0.0943668576007215,0.360764267799684,0.187091087408155,0,0,0,0.0744924316257141,0,0,0.065306520926821,0,0,0,0,0
ETH,0,0,0.108511197858555,0,0,0.142352728009234,0.22528467258164,0,0.0685564329733946,0,0,0.0408619691471682,0.092199677102905,0,0,0,0,0.155164318664673
DASH,0.563580363220027,0,0,0,0,0.463408052371439,0,0,0.12764001597881,0,0,0.0431199006718997,0,0,0,0,0,0
XRP,0,0,0.0511260117268782,0,0,0.0470947109849529,-0.143745887382758,0.065794029928336,0,0.558329451896437,0.0256372552483466,0,0.0626057334666346,0,0,0,0,0.110665382462997
LTC,0.599249679149151,0,-0.0476944127544179,0,0,0,0.0898553992972565,0.0590372930150389,0,0,0.141536332214488,0.0874211194898664,-0.0307968707093921,0,0,0,0,0.0510266331865517
XMR,0.357405308841856,0.204873676147604,0.0571164338921848,-0.00000000000000000693889390390723,0,0,0.17941219259277,-0.0984704013697359,-0.0846635029184496,0.110618006286194,0.235559826926516,-0.0691894203662855,-0.117737900331917,0.875688574620048,0.439686597615891,0,0,0
ETC,0.0546503954056484,0.389022547793542,0.274540798680588,0,0.240486034150765,-0.0592866331787566,0,-0.0766576683816187,0,0.178481150917831,0.117843428813124,0.234385057292293,0,0,0,0,0,0
XEM,0,0,0,0.0745078538973624,0,0,0.0419696329896372,0,0.310638945720962,-0.463099332252033,0.21027877244495,0.29860454851117,-0.196015960639455,0.735071679804452,0,0,0,0
ZEC,0.0578074203137254,0.161018604779559,0.251447900442389,0,0,0.0354962513618196,0.169111974502101,-0.107116112473477,0,0.243033796189879,0,0,-0.00000000000000000173472347597681,0,0,0,0,0.158620409935996
DOGE,0.271818144105045,0,-0.0231719090081377,0.121346108189956,-0.0000000000000000000271050543121376,0.0149408111738796,0,0,0.178866824557192,0,0.0916372200847413,-0.0289399110174565,0.0118864864214535,0,0,0,0,0
XLM,0,0,-0.116555741249229,0,0.40383149598314,0.181890328055344,0,0,-0.0982476110952387,0,0,0.0648734641465739,0.0324746111589292,0,-0.0322340231173726,0,0,-0.0659306319666721
NEO,0,-0.404851141811503,0,-0.223472027303657,0.143661194414011,0,0.297143772693835,0,0.197361381565404,0,0,0,0.282714139358055,0,0,0,0,0
DGB,0.992446318772393,0,-0.33700885932552,0,-1.1350463430372,0,0.2464420771317,0.0827204510783496,0,0.339029059347993,0,0.518343988960491,0,0,0,0,0,-0.051457800736177
BV010082.INDEX,-0.0977286647393962,0,0.0484265897659772,0,-0.00544334845659519,0.0375219447464858,-0.0215116707040578,-0.00211664551569861,0,0.183838038600519,0.0485101245741992,-0.0449116436787107,0,0,0,0,0,0
CVIX.INDEX,0,0.161042910871609,0,0.149658003499839,0.0990221293357833,0.0217557670280568,0.0647564638023209,-0.130259519534441,-0.114040811451312,0,-0.0746558061248296,-0.0282941212573264,0,0,0,0,0,0.0466429246898471
DXY.INDEX,0,0,0.0144816469813762,0,0.0203515680845567,0,0,-0.00333385293971921,0,0,0,-0.0120751409282329,-0.00800746374993901,0.0961293958750895,0.0381578495055147,0,0,-0.0132629814106798
SPX.INDEX,0,0.00948026499298516,0,-0.0127576861050585,0.00224514306977064,-0.0128261535511689,-0.0116336119446497,0.000927340691443908,0.00300282041852018,0.0126123046591972,0.0102384502033151,0,-0.00137968405875797,0.0463889107506346,0,0,0,-0.0474732093339777
VIX.INDEX,0,0.273946053741754,0.211213987545133,0.0159342816406866,0.496551441349534,-0.143588698414281,-0.640721354539765,-0.164135291539529,-0.120717940316555,0,0.153674248559108,-0.0291595755812624,-0.0146125650973518,-0.0000000000000000277555756156289,0.29661644577545,-1.52514362288424,-2.10271850758215,0
