,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.000000000000000000867361737988404,0,0.53222681884874,-0.0201644437338582,0.0280098709581356,0.0637890463972591,0.133740648874799,0.0137204427328766,0,0.0569003014682119,0,0,0,0,0
ETH,0.206701404142677,0,0,0,-0.293582696063092,0.542876899081222,0,-1.02829525573766,0.330498594758404,0.11062377858941,0.596920279674503,0,-0.243592893985978,0,0,0
XRP,0,-0.0173947563154499,0,0.0948009718655886,-0.0100163152322413,0,0.0358994073164092,0,0,0.0133345666443815,0.0537522207752285,0,0.378003252957591,0,0,-0.143782668692338
LTC,0.967619938933433,0,0,0,0.00520478156418102,0,-0.0328943619523459,0,0,0.0216532284252201,0.00620362710682751,0,0,0,0,-0.0348929603545333
ETC,0,-0.698340741426559,0,0.21085746460148,0,0.549163165233148,0,-1.13321303874503,-0.774588148511327,0.248780202785894,0.298383690549368,0,0,0,0,-0.543490610237793
DASH,0.197290873749105,0.0458862138208431,0.0373739778204313,0.012099015414021,0,0,-0.0458332449467599,0.101035540637914,0,0.178224278700101,0,-0.135274065167272,0.17463681510742,0,0,-0.0754409387190387
XEM,1.21532162417362,0,0.169969834074497,0,0.0582885204732322,0.460724765370877,0,0.0257808882160993,0,0.579368098598331,0.192429076652366,0.750854247582209,0,0,-3.78404107999517,0.00715290163099565
XMR,1.11399646532393,-0.135738660923317,-0.249523070333156,0,-0.0707734024165522,0.152366195255417,-0.0820815441298561,0,0,0.0643370829468773,0.103292020345156,0.356084949291982,0,0,0,0
DOGE,0.210474868467103,0.0362343106971751,0,0.350160242361206,0.0173872449558008,0.189597366721052,0,0.0922593831340336,0,0.0858521131612382,-0.0737674094987553,0,0,0,0,0.113654666783253
XLM,0.0977389977606582,0,0,0,-0.0340058411468563,0,0.192008084816826,0,0,0,-0.155342985182303,0,-0.423451587439293,0,0,0.147421148854572
DGB,0,0.618007412845399,0,0,0.114509323077956,0.376885954837068,0,-0.00000000000000000173472347597681,-0.19036354480794,0.295131956666524,0,-0.118408256004478,0.713479330925024,0,0,-0.0833609159881116
BV010082.INDEX,-0.159885796253671,0,-0.0699958572644241,0,0,0,0.0463225846922735,0,-0.144653773879647,0.0275314707519338,0,0,-0.0447280283905645,0,0,-0.105511283195351
CVIX.INDEX,0,-0.144049495151425,0.105024922865365,0,0.0165337678101979,0.318250777739228,-0.0701888067818412,0.0526626156666012,0,0.145830092200807,-0.0311584873399097,0,0,0,0,0.134033047168516
DXY.INDEX,-0.0301811091054387,0,0.0486606859401408,-0.00673251729304225,0.00117960948332811,0.0221559376796584,0,0,0,0,-0.0254697542569386,0,0.0221628376401769,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00515854303215979,0,0,0.0110645312793092,0,0.00973502751591885,0,0,0,-0.082863597271121
VIX.INDEX,0,0.148222205039995,-0.375391760881186,-0.136897667159667,0.000000000000000000867361737988404,0.626013849961762,-0.117396985404288,-0.146218136500797,-0.564244349988395,0.4520219225561,-0.323934479541334,0,0.67179317823715,0,-2.30103514486773,0
