,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0181476085826219,0.125304420247987,0,0.112737158508482,0.106715170507215,0.0789593740862668,0.0340739205825092,-0.022952988320667,0,0,0,0,-0.0307795416820598
XRP,0.423216908278569,0,0.0763986217565818,0.283730344798469,0,0.141252833123036,-0.109805133806226,-0.131398101530608,0,0,0.109471888445789,0,0,0
LTC,0.76220414731251,0.190518118473505,0,-0.108259148543318,-0.10392608338826,0.130723977584224,0,0,-0.0300889780477997,0.000000000000000000867361737988404,0,0,0,0.066144722267567
XLM,0.826222559892868,0.416627404930347,0,0,0,0.0600059044961339,-0.238833217568698,0.047642314166823,0,0,0,0,0,-0.293754866604631
DASH,0.852909696748937,-0.141605275588401,0.0746588321151582,0.676566589914832,0,-0.184342801392629,-0.412090911730175,0,-0.0817221947815681,0.738472318755472,0.281112454289098,0.0482839431977897,0,0
DOGE,0,0,0.206544893901987,0.396604483533459,0,0,0.1924175707935,0.236135896306621,0.0931143938957872,0,0.52057882248972,0,0,0.0285151644468766
XMR,1.14139614256259,0.0000000000000000277555756156289,0.263794920259112,0.131804625777608,-0.708700719802414,0.024818942278637,0,-0.0362970259953162,0,1.95700837014318,0.00474358590877396,0,0,-0.351067282582074
XEM,0,0.132152976634932,0.140390108659383,0,0.455166836860665,0.8911781240965,-0.492419023389552,0,0.0329239146445441,2.55303086665502,-0.710495955802518,-4.14973892717073,0,-0.803777628989829
DGB,0,0,0.257336881432268,0,0.0781876889554254,0.100410173020034,0.370734215688144,0,0,0,0,0,0,0.212185587654225
BV010082.INDEX,0,-0.0259708430692878,0.00763142109335948,0.0448689273971231,0.0949475138650011,-0.0734509509072608,0.0817668349037202,-0.0031800719860482,0.0506167440027536,0,0.125314229263148,0.382182861353945,0,0.057997301499317
CVIX.INDEX,0,-0.0447509237652069,-0.0597697036282663,0.0971886991230934,0,0.0455833977408851,-0.0587924233715343,0,0.0684010272406944,0,0,0,0,0.0742940163881653
DXY.INDEX,0,0.00793781500564491,-0.042401367109289,0.019391582062111,0.0260614310946349,0.0390006460521086,-0.0111640397531976,-0.0220441263980703,-0.0227349924214757,0.211102203712545,0.0682390146872957,0,0,0
SPX.INDEX,0.0157812588496765,0.00112332520468806,-0.011031256202691,0,0.0018229689062429,0.0153016988348608,-0.00106229127270669,0.00552476060356088,0,0,0,0,0,-0.0881546057034966
VIX.INDEX,0,0,-0.119518015836683,0,0,0.175099649083635,-0.26479368621682,0,0.00000000000000000693889390390723,0,0.0735472199174761,0,-4.10279136930547,0
