,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.098873652556127,0,0.0722011922253537,0.0318679283893065,0.0217887514480146,0,0,0,0.0171908695358856,0.0174643562871186,-0.124576365452203,0,0,0,-0.0308922491787569
ETH,0.169672629256547,0,0,0.121193885180252,0.0389774999620704,0.0298107755791689,0,-0.119035076467225,-0.00000000000000000346944695195361,0.0365003102050415,-0.0167116098039897,0.388771700482397,0,0,0,0.0309106936534554
XRP,0,-0.171046837658908,0,0,-0.0588589890364991,0.0592383789599375,0.213427068731807,0.133905522718171,0.231493227233705,0.451117135057265,0.205583090858782,-0.213223824601354,0,0,0,0.166856911230715
LTC,0.573257396830944,-0.0537214314960754,0,0,0.0844821906513128,0.00573617503634473,0,0,0.0872097279352009,0.0254958973266301,-0.0100777447991142,0.0304000922702479,0.0578274729727151,0,0,0.0225770914509216
ETC,0,-0.110627198670747,0,0.147537177001176,0,-0.00897844666613983,0.3971179933609,-0.336583178252549,0,0,0.086405397046833,0,0,0,0,-0.124191459552871
XMR,0,0.791774684881146,-0.0215417004100254,0,0,0,0.495382771047249,0,0,0,0,0,0,0,0,0
DASH,0,-0.330569269733703,-0.146814243962733,-0.193322625737649,0.0308936393069534,0.0326955441388969,0,0,-0.141674430618957,0.161886391394033,-0.195890558002486,-0.0232603199569968,0.264532703415175,0,0,-0.111107963894855
XEM,0,0.310756599032406,0,-0.565025107243005,0,0.0617540405054008,0.298426949408514,0,0,0,0.0467276089008738,0,-0.390199270616656,0,0,-0.108350862651626
DOGE,0,0.225276493783006,0.123230441055324,0,0,-0.131043707190207,0.151800846801577,0,0,0.0540647712814141,0,0,0,0,0,0
XLM,0,-0.00969567083465843,0.581302624314934,0,0,0.0104919512014845,0,-0.0558077402504278,0,0,0,0.387053396235351,0.555942374187291,0,0,0.0499560488850483
DGB,0,0,0.242112176260942,0,-0.14258144142995,-0.0102904802472578,-0.362196962794146,0,0,0,0,0,0.689201977806486,0,0,0
BV010082.INDEX,0,0.0588327835144193,-0.0386138773911737,-0.0926978871099478,-0.0641650364293422,0.039958964533625,-0.0594448099770193,-0.0366255858469912,-0.192866588151129,0,0,0,0.233513716728949,0,0,0.0347732973524066
CVIX.INDEX,0,0.0611744181801131,0.0850272346812226,0,0,-0.0449553054140424,0.0301407880212185,0,0,0.012589082550329,0.0616938974775268,0,0,0,0,0.109306781949846
DXY.INDEX,0,0.00859345008849787,0.00901086270851126,0,0,0.00264278935358458,0.00457135943830318,-0.0144731509164361,0.00307338637728617,0.00890350917917957,-0.0027750776573432,0.13845324984753,0,0,0,-0.00102202432427748
SPX.INDEX,0,0.0202721409411815,0.0232755859209789,0,0,0.00462657178270984,0.016987857215913,0,0,-0.0202901969188727,0,0,0,0,0,-0.0690390496244654
VIX.INDEX,-0.944929647333815,0,0.0824590688512164,0,-0.0515104642276195,0,0,0.0522349905406408,0.299232559708219,-0.119597682716208,0.161210303268676,0,0.68565594150462,0,-6.03764443513732,0
