,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.374163336162964,0.00896500984211586,0.29190461415625,0.00786988733984973,0.123716777053982,0,0,0,0,0,-0.0178988420218109
XRP,0,0,0,0.20499996535292,0,0,-0.0375910635866784,0.117046361737366,0,0,0,0,0
LTC,0.568893616232833,0,0,0,0,0.109538925555705,0.0486271023102657,0.0688170763623731,0,0,0,0,-0.0826056302378191
DASH,0.303838141875067,0.131421965197563,-0.495730386264565,0,0.835579480627611,0.115559348753583,-0.266174058834378,0,0,0.27620492937742,0,0,-0.0283166054631122
DOGE,0.540202189395704,0.0918140095211625,0.150244901453474,0.0273699657603069,0,-0.126104122087499,-0.0540295949847754,0.0205950466248189,0,-0.143580906598778,0,0,0.110317517749506
XLM,0.320868636567686,0.827851597760826,0.431497810051195,0.086068241166638,0,0,-0.260481904892437,-0.0590938074443936,0,0,0,0,0.00000000000000000010842021724855
XMR,0.995556512863193,0,0.0360086915778244,-0.0208442551990747,0,0,0,0,0,-0.530124429622493,0,0,-0.0991471891682469
DGB,0,0,0,-0.332925157847159,0,0,0.383245731687495,0,0,0,0,0,0
BV010082.INDEX,0.256971063067816,0,-0.0899554697345077,-0.0240115936591214,-0.132566188053384,-0.0427922138393647,-0.0621473367605757,-0.00729506111291575,0,0.0482787655309406,0,0.601014859227838,0.0743350713242982
CVIX.INDEX,0.753743743759059,0,-0.591137268660332,0.0834541829756304,-0.477217753809084,-0.151928527974126,-0.0308754600606268,0.0807769262425395,-0.215315033292616,0,1.13120575820594,0,0.0896926057018221
DXY.INDEX,0,0,0,-0.022502320439011,0.0684060911476568,0,0.0114827734967815,0.00265967529921835,0,0.0716228034751929,0,0,0.018842584366926
SPX.INDEX,0,0,0,-0.00282233668322914,-0.0197211771416612,0,0,0.00860530624749755,0,-0.00911495103140649,0,0,-0.125056334436033
VIX.INDEX,0,-0.167358369947789,0,-0.157474758775685,0,0,0,0,0,0.382395999727228,0,-3.60791337216907,0
