,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.178878749554043,0,0,0.110947588602503,0,0.0771134402115328,0.0375532716608692,0,0.000000000000000000216840434497101,0.000620071154433592,0.0549370805622288,0.0537692228812763,0,0,0,0,0
ETH,0.114818278919374,0,-0.0505209382616056,0,0.13433729343391,0,0,0,0.0996696660524868,-0.0147361282119472,0.0249415812673327,-0.0094800859761825,0.0667844813361884,0,0.174407756087913,0,0,0,0,0.0389482758533662
XRP,0,-0.234333478843709,0,-0.0132202480212548,-0.318250706035624,0,0.475553951693603,0,0.135948913169421,0.0214115104823882,0.0122847245719154,0.299274556310391,0,0,0.011411796264281,0,0,0,0,0.0170529951185969
LTC,0.448080496115122,-0.0214404990470333,-0.0351865704689389,0,0,0.0312151089847425,0,0,0.100662338839428,-0.0234048104906745,0.210296580428381,0,0.0905572349177186,0.0195262351843779,0,0,0,0,0,0
ETC,0,0.246089445153346,-0.070271057658289,0.169705392961078,0,0,0.0790054026565024,0,0.133351201669806,0.0569611759313525,0.0328280080205628,0.0189620691059244,0,-0.046827321627619,0,0,0,0,0,0
XEM,0.34005502813137,0,0.218895998075475,0.024589648895412,0.0361084306463825,0,0,0,0.0837091858708322,0,0.0607875513505701,-0.000000000000000000867361737988404,0.195002624725323,-0.0520807913987573,0.0432257234825827,0,0,0,0,0
DASH,0,0.0529020908674725,0.0485864376401726,0,0,0,0,0,0.39360086624702,0,0.0756609754829574,0.0625279226163294,0.0320064722572634,0,0.0301160732675135,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.127132609337198,0.152476031709935,-0.227840389614295,0.195744835603331,0.644302865879702,0,0,0,-0.144320247738635,0.073500232520621,0,0,0,0,0,0,0,0
ZEC,0,0.0797772327315589,0.040805283539609,0,0,0,0.0467869253995746,0,0.0772357986290227,0,0.0758084348641719,-0.0391611567113378,0.204680986443088,0,0,0,0,0,0,0
NEO,0,0.559795778596559,0.420857635193033,0.60282235132099,0.470691878047244,0,0.0954863498926593,0,0,0.273401708337031,0,-0.13582875936953,-0.130858714750457,-0.0354765665335187,0,0,0,0,0,0
XLM,-0.444434960762226,-0.0436514555701453,0.75508740058166,0,0.315107915967904,0,0,0,0.305552574729219,-0.120495816490439,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.0941984890826484,0,0.102488438330949,0.104371592312281,0.28439510724885,0,0,0,0.307455106957151,0.036028311685577,0.179776912083629,0,0.0455077626760095,0,0,0,0,0,0
DGB,0,-0.295436415383367,0.186154711490748,-0.093104682114628,0,-0.101941921481549,0,0,0.633560786849222,-0.257581269594699,0.195932210992497,-0.197798515370119,0.477962650577362,0,0.35990506869301,0,0,0,0,-0.212453856539734
BAT,-0.377766922673498,0.0930930148548134,0.147309737963464,-0.0892162275137995,-0.0575650460190125,0.157236855075659,-0.0279889998993104,0.656508563420446,0,0,0,-0.00633310709044874,0.0844084840369605,0.047380031427972,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.00856173333832597,0,-0.0342726907256963,0,0,0,0,0,0.0220784296536915,0,0.00784781982867899,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00758348812374892,0.0244834316792617,0,0,0,0,0,0,0
DXY.INDEX,0,0.0202262142209997,0.00785207696821532,0,0.00587314225833614,-0.0128974042824932,0,0,0,0,0,0.00398288621918105,-0.00251424296912265,-0.00333764276743197,0.00211389097042107,0,-0.00899607349651773,0,0,0.0119789124346795
SPX.INDEX,0,0.000890748021255135,0,0,0.00189022758725144,-0.00398443619665839,0,0,0,0,-0.00000000000000000010842021724855,0.00309822700872648,0,0.00178864309010888,0.00128157774172984,0.00533258065716775,0,0,0,-0.0370657559832719
VIX.INDEX,0,0,0.111143628161603,0,0,0,0.327413875703221,0,-0.132596077134724,-0.112736037019961,0,0.00847516127536864,0,-0.0641042014718491,0.124028500790835,0,0,0,0,0
