,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.193034198090488,0,0.0282239548863549,-0.0593147339849155,0,0,0,0.00473837978868096,0.00147246734785846,-0.0286392928897814,0,0,0,0,0.0159783538515476
ETH,0.209732276301127,0,0.086816764884857,0,0.114145248808846,0.137333563476429,0.0766394840221163,-0.053417393044796,0,0.128100529764968,0.0144122087691744,0.0209288121946844,-0.0484965872386142,0.951054204735562,-0.136466467220258,0,0,0.109491531218896
XRP,0.127197168878141,0,0,0,-0.0416489995766452,0.0638975662354106,0,0.152954927675788,0.0815339000043252,0.426097513165548,-0.155249188640491,-0.00885614344430076,-0.129389014100968,0,0,0,0,0.201696653248059
LTC,0.537812894362107,0,0,0,-0.0822618257487802,0,0,0.0117659356555173,0,0,0.0112731676736914,-0.00989674549993547,0.00812166467513935,0,0,0,0,0
XMR,0,0.582602496045202,0,0,0,0,0,0,-0.497353283454514,0.00141517520002684,-0.147967784192112,-0.0467760456216467,-0.121042087492371,-0.182693866217632,-0.672455412597955,0,0,0.00178218409860072
ETC,0,0,0.115348639171283,0,0,0,0,-0.0122854826294889,0,0,-0.0529902898058023,0.0259581456319343,0,0,0,0,0,-0.0489545554334629
DASH,0,0,0,0,0.118791914865902,0,0,0,0,0,-0.0583898393679729,-0.0651090170332813,0,0,0,0,0,0
XEM,0,0.223448003675714,0.240939993465679,0,0.252708117827973,0.134609438958277,-0.813152816500693,0,0,0,-0.0601844774858626,-0.0962653290347254,-0.11197469505636,-0.208879368141191,-0.638117994517208,0,0,0
DOGE,0,0.078294983584241,0.0599073096944842,0,-0.145593891623938,0.0383907502621353,-0.0202022047408929,0,0,0,0.0283016474984308,-0.0154335417048758,0,-0.26823803123533,0,0,0,0.0118519663144631
XLM,0,0,0.584720143434044,0,0.0520479627800339,0.268185215560462,-0.129249529831173,-0.243630539392065,0,0,0.0330877434216198,-0.0532624562291684,0.138080124111653,0.15299952380836,0.307584678926772,0,0,0.0579574585357311
NEO,0,0.857300827560601,-0.24922650995023,0,-0.565116828282634,0,0,-0.198429739448914,0.91757440009693,0,0,0,0,0,0,0,0,0.455781115512271
ZEC,0,0,0,0,0.269333906990413,0,-6.71738916540822,0,0,0,-0.6057341600269,0,-0.683871006827241,0,0,0,0,-0.715014195925878
DGB,0,0,-0.107948511958077,0,-0.195646080034589,-0.202048371610544,0.244017331958618,0.044004564644208,0.128818538799088,0.236866675915936,-0.118273029709903,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0956838775358388,0,0,0,0.0279615731890473,0.00286925760522132,-0.177794064221134,0.0971143562967646,0.0183364152735423,0,0.00964952491961581,0,0,0,0,0
CVIX.INDEX,-0.00764266375522049,0,-0.155073453475997,0,0,-0.26545025587901,0.120646294516869,-0.12653517017817,0,0.130761094145658,-0.0386908696535793,-0.0176870170818244,0.0488481832139072,0,0,0,0,0.174540601223364
DXY.INDEX,0,-0.00966640858732676,0.00435049129743095,0.0400562200164756,0.0152247462095157,0.0135014948732848,0.0149922772653902,0.0050766030313407,0,0.00589956895619253,0.00704761401938024,0.00301286588281947,0.0146069906087111,0.132747704604362,0,0,0,-0.00000000000000000010842021724855
SPX.INDEX,0.00623487886311236,0,0.00309802293459401,0,0,-0.00284436123465786,0,0,0.0406203933892469,0,-0.00292750626897967,-0.0014867183754158,0.0080427418473702,-0.0336464402409138,0,0,0,-0.0594009546114774
VIX.INDEX,0,0.416951286781288,0.0285378997695837,0,-0.104686364963844,-0.326149849368338,0,0.301234081737926,0,-0.101288745950324,-0.0193251863363019,0.0169048708667291,0.197928303924659,0,1.01882483848569,0,-4.5024010248133,0
