,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.158209292556936,0.070121753525726,0.245508518670715,0,0.387894974698476,0.00853538078262653,0.081056462219981,0,0,0,0.040951978413163,0.183608916282041,0,0,0,0,0
ETH,0,0,0.163350000232769,0.222727006884498,0,0,0,0.0235315903445639,0.0438059714892029,0,0,0.128875973616417,0.124352050738842,0,0.073260420227992,0,0,0
DASH,0.283989916368121,0.0723018685018001,0,0.108797380008557,0,-0.186709304406373,0.00000000000000000173472347597681,-0.0462769188919306,0,0,0,0.191894275627996,0.0657121429774891,0,0.475915940351019,0,0,0
XMR,0,0.571566665098093,0.0505092412247913,0,0,0.453360602156628,0,-0.0598274130562413,-0.226760597448886,0.117136877120424,0,0,-0.028308279779562,0,-0.187601020663946,0,0,-0.032946071676243
XRP,0.143402876719364,-0.0431281690804849,0.00292083454883355,-0.0795975994200214,0,-0.118627523853889,-0.0587370086105371,0.067041103253045,0.0257461600127504,0.391152684504919,0,-0.104279694698458,0.0717010193782905,0.468559359101916,0,-0.937720104430886,0,0.0760285402905993
LTC,0.0989477449014022,0,-0.0377518112722979,0.0369395640957993,0,0,0.200698649479383,0.0669469240272854,0.0671111391440956,0.0836778190704567,0.120952117703554,0.00401065582179506,0.0193442948109022,0,0,0,0,0
ETC,0.262990261448965,0,0.134402400387295,0,0,0.444653508011142,0,0,0.0772362460524074,0,0.14091971794206,0.0559813674102349,0,-0.149729973884956,-0.339053642082118,0,0,0.0981029179230185
XEM,0.130807667519626,0.63119037071943,-0.235773293060324,-0.126887958274333,0,0,0,0,0.0897934147617808,-0.240978591229717,0.156779660750617,0.334232370256557,0,0,0,0,0,-0.43437677422528
ZEC,0.216804891698449,0.369298991172849,0.0432381650240424,-0.211254485991704,-0.165179034414166,0.15656604847967,0.0159336991928985,-0.0922184438512049,0,0.399785020356305,0,0,0,-0.251007288953602,0,0,0,0
DOGE,0.18714036697646,0,-0.018598266206044,0.11154042044885,0.246481025831622,0,0,-0.0401207582570831,0.184157373016019,0,0.058628635137632,0,0,0,0.0305800206285972,0,0,0
XLM,0,0.215423669420703,-0.0792915689450893,0.140894566165645,0.00913872974768883,0.270577034431195,0.00000000000000000346944695195361,0,-0.165467818639583,0,0,0.0181309481635226,0.175582270188242,-0.383516413260345,0,0,0,-0.0487791801793815
NEO,0,-0.355503665173958,0.0288928160052951,0,-0.21676837685609,0,0.448861886610752,0,0.156118998352638,0,0,0,0.250359014366609,0,0,0,0,0
DGB,0.250876765193687,0.183788543466603,0,-0.0208802391608172,0.174287733543112,0,0,0,0,0,0.131292596009648,0.131008905704863,0,-0.125076843087151,0,0,0,0
BV010082.INDEX,-0.0229908497490719,0,0.0216385512491089,0.0375396929529943,0.183277298629159,-0.0226596019621114,0,-0.0471240575938977,0.0674055752511712,-0.000000000000000000867361737988404,0.00405390387014652,0.00402804648709764,-0.0581406107650606,0,0.0998135496092976,0,0,0.0179384065967745
CVIX.INDEX,0,0.182197076950008,-0.0327897012930963,0.0415247133123696,0.132200550949786,0,-0.154161662866782,-0.141187263258297,0,0.198138083916187,0,0,-0.101003524439556,0,0,0,0,0.17312322469517
DXY.INDEX,0.0178872439018655,0.0102149243671188,-0.0122894020387606,-0.00219602167408096,0,0,0.0151060447436408,-0.024405855712562,0,0,0.00940260595788391,0,0,0.146730540219783,0.0306192612992064,0,0,-0.0116270886452484
SPX.INDEX,0,0.0168338074386226,0,0,-0.00304705793032738,0,-0.0100920031913233,0,0,0,0,0,0.00503795261473927,0,-0.00915413403940887,0,0,-0.0315977489043787
VIX.INDEX,-0.731049462058436,0.0389677401877195,0.222189986271357,0,-0.0532042648297423,0.940301247805796,-0.392014161600676,0,-0.249191347079681,0.0720467927670732,0.172224403810553,-0.0035680365776465,-0.221949837974765,-0.21725647885972,0.258583654339039,0,-1.78103599298847,0
