,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.108074045000266,0.28968087016229,0.229261548847017,0.198531046633603,-0.00652851713835511,0.13187488379664,0,0.0350354467387814,0,0,0.0818784605804469,0,0,0,0,0
ETH,0.253336373512199,0,0,-0.192601628255484,0.0817148694556238,0.248330292973537,-0.0255037522274765,0.00684480668040547,0,0,-0.00313486793594494,0.164293231112335,0.188038238910309,-0.0993463990223792,0,0,0,0
XRP,-0.00000000000000000173472347597681,0,0,0,0.0164290277213037,0.111198580076721,0,0.0572530997046519,0,0.0194353312243392,0.00413096180851751,0.0353712082850728,-0.0180346466221926,0,0,0,0,0
LTC,0.666948383425006,0,0,0,0.015519874340691,-0.160643437585291,0.119180718941187,0.118374504339855,0,0.079577824238735,0.115567568481039,0,0,0,0,0,0,0.00732480119395631
XMR,0.572114996372753,0,-0.34338154102672,0.249477587274995,0,0,-0.0569922671357361,0,0,0,0.0706777227900871,-0.00000000000000000173472347597681,-0.0720447380545932,0,0.443823854221406,0,0,0
DASH,0.430587682573185,0,0,0,0.209104719390887,0,0.332852855002328,0.180762954331648,0,0,0.10628712437156,0,-0.0259688991931723,0,0,0,0,0.0623811433265644
ETC,0.330960626758805,0.356581161438242,0,-0.00000000000000000173472347597681,0,0,0,0,0,0.0435357244800834,0.262836441748207,0.0566027723655996,0.126652678873551,0,0,0,0,0
XEM,0,-0.372937581236868,0.164695838313218,0.0554891152549522,-0.342449087075207,0.568650054403522,0.0045609768167862,0,0,0.296467132487902,0.136694471301825,0,0,0,-0.105699431001854,0,0,0.121299043727534
DOGE,0,0,0,0.194211542971126,0,0.000000000000000000867361737988404,0.108294203118195,0,0,0,0.0536663337761435,0.0420088672667644,0.0519747482894904,0,0,0,0,-0.12394893790728
ZEC,0.439650024044265,0.0724493679761914,0.390527090609644,0.0946179488936892,0,0.0790117002375262,-0.036499304806056,-0.138987936906197,0.123387895278822,0,0.0458617693698132,0,0.246820221255899,-0.517611402794092,0,0,0,-0.186891832005578
XLM,0,0,0,0,0,0,0.215529265814695,0.0903833742873901,0,0.105504277075426,0,0.103909467571774,0,0,0,0,0,0
NEO,0.301572688774105,0.208700017914141,0.98731372857009,-0.262849281603354,0.177281748432994,-0.30237820857803,0,0,0,-0.048698111245615,0.0516394242772482,0,0.00000000000000000173472347597681,-0.235727403963228,0,0,0,-0.234284128987813
DGB,1.3058872207762,-0.0972272076410593,-0.0176793158870576,-0.809345934130611,-0.236918040883466,0,0.11411476987033,0.172598472355701,0,-0.0446382930237412,0,0.198765758441041,0,0.391965466448546,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0660523719039404,-0.00384191739627908,-0.0175391351859484,-0.0432381429392577,0,0,0,-0.0441185736974886,0,0,-0.0720226949664852,0,0,0
CVIX.INDEX,0,0.102014821735536,0,0.048300600210855,0.024698755832941,0,0.00506602423146545,-0.0567763023527167,0,-0.0221894748205829,0.10629537530052,0,0,0,0,0,0,0.0843181578053584
DXY.INDEX,0,0,0,0.0168220744347973,0,0.0195958050864977,-0.00523551424472708,0,0,0.00141532566102485,0.00151525581414947,-0.0121851339872603,-0.00599108485089671,0.0611050154421096,0.0181858098049641,0,0,-0.0176031741332026
SPX.INDEX,0,0,0,0,0.00436710727315687,0.00606206513018416,-0.0115410319567503,0.0114704998689972,0,0,-0.00430731770020899,0.016490570755132,0.0120082773732829,0,0,0,0,-0.0554821104005585
VIX.INDEX,0,-0.4158669105936,0.23644791723503,0.0778750558710698,0.13015712328762,0,0,-0.107079940650319,0,0,0.0155124066648049,0.0919196592221227,0,0.0329475472087205,0.17509738927613,0,-2.34139125950807,0
