,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.326710742938507,0.16495635228477,0,0,0,0.0321566490775276,0.0283272957829342,0.02724371598801,0.0509930824317915,0,0,0,0,0
XRP,0.0571435358626404,0,0,0,0,0.266637753234366,0.313125711887743,0,0,0,0,0,0,0,-0.0651990775769841
LTC,0.514615407807397,0.255417457618243,0,0.0453516274255699,0,0.228863003436213,0.031425164682876,-0.18180350152688,0.0229486589650307,0.0275582584490552,0,0,0,0,-0.113454454638208
ETH,1.35851138916644,0.355054284045115,-1.51461966939533,0,1.11996121095063,0.815388840493318,0.684518263591435,-1.00278614556795,-0.0137335062821952,-0.427294274990101,0,0.394206441742547,4.80907803925026,0,0
DASH,-0.12775033559964,0,0.678980949846124,0.00367104892067592,0,0.012552872478307,-0.222156177215269,0.051155714039412,0.0270066534573911,0.0596694316150782,0,0,0,0,-0.0824456242868708
DOGE,0.263102517019885,0,0.362892012674496,0,0.124647806860913,0,0,0.0290428021020557,0.0161311136106658,-0.000000000000000000867361737988404,0,0,0,0,0
XLM,0.30289814471955,-0.195879857057883,0,0.145713243011956,0,-0.0388505903258447,0,0.146895794283794,-0.00736756637490831,0.0965985207695638,0,0,0,0,-0.181974408402565
XMR,0.204153184874243,0,0,-0.0106402594837667,0.186920076920306,0.158387223432133,0.0311698731989659,0,0.0744104465813828,0.00144677714060449,-0.53208951029009,-1.00830619577725,0,0,-0.250587025461763
DGB,0,0.327402606803205,0,-0.0137322000770301,0,0.332316252684602,0.686357619928309,0,0,0.261255340273977,0,0,0,0,-0.224212088030185
XEM,0,0,0,-0.0152254815697265,0.0402339224731574,1.12565938911818,0.697638919882897,0,0.0561609902314892,0,0.155392201241662,0,0,0,0.397334192776605
BV010082.INDEX,0,0,0,0,0.0879856907703248,0.136260204097762,0,0.0329860278035803,-0.0256934972030774,0.0625337748190851,0,0.16494643571598,0,0,-0.0223907295644452
CVIX.INDEX,0,0.0340851863803321,0.0193928605311874,0.0533532960758692,-0.0681529611469199,-0.120858064068552,-0.310105245756308,-0.173664359279586,0.00488337693977463,0.108891007771921,0,0,0.399054585459129,1.56782313676115,0.186318703892501
DXY.INDEX,0,-0.0181017615764854,0,0.0102169548771972,0,0,-0.014085203629642,0.0248007758539331,-0.0193722622912091,0.0128853556403396,0.0451989417242601,0,0,0,-0.0233823254371914
SPX.INDEX,0,0,0.021760447572959,0,0.0231197121720095,0,0,0,0,-0.010520507494096,0.0192379518844198,0.0192934589397027,0,0,-0.0918407721943202
VIX.INDEX,0,-0.343535108929258,0,0.197591466655906,0,0,0.0068975891046744,0.0373554628025069,0,0,0,-0.248051437790745,0,-4.87777208569848,0
