,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0849264373765109,0.0157906572838224,0,0,0.0771130405705989,0.145024329145179,0,0,0.134470415485458,0,0.0954789484051407,0.0226764748398964,0,0,0,0,0
ETH,0,0,0.435073757891436,0.0000000000000000138777878078145,0.0184706013368379,0,0,0.14029149711065,0.108614441911623,0,0.101956458858241,0,0,0.0858492051741489,0.01931535344931,0,0,0,0,0
XRP,0,0.106149375128097,0,0.151187287438163,0.0620844565142037,0,0.0754439728417914,0,0.0246542783737813,0,0.136119302006261,0,0,0.00066006096461627,0.179460901008965,0,0,0,0,0.0454654753874962
BCH,0,0.1695382696273,0,0,0.150970219529463,0,0,0.0764962524921408,0.14833137728689,0,0,0,0,0.0545188482662981,0.165472370685768,0,0,0,0,0
EOS,0.52581661829985,0,0,0,0,0,0,0,0.196628494395005,0,0.396071858616418,0,0,0.0707371124020059,0,0,0.0501303307513631,0,0,0.0270275813188147
LTC,0,0,0,0.0303689480703708,0.219754897136431,0,0,0,0.0137762750336522,0,0,0,0,0.0926507133362901,0.273026833313055,0,0,0,0,-0.000000000000000000867361737988404
XLM,0,0,0,0.15428616613208,0.164429913636921,0,0,0.26617446729438,0.0820373071914583,0.0114551624548078,0.0303077662202198,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.150844565382344,0,0.105236761946282,0,0.118416086617161,0,0.29567722194839,0,0,0.0370458586467519,0.155456776889826,0,0,0,0,0
MIOTA,0,0,0,-0.231941539035984,0.100629476606017,0.0774377263209307,0.485419518232584,0,0,0.757733505000213,0.0222292854242173,0,0,0.072610228942426,-0.162821774306375,0,0,0,0,0.0709634276832534
NEO,0,0,0,0,0,0,0,0,0.122753232697084,0,0.20205147495906,-0.000000000000000000433680868994202,0,-0.000000000000000000216840434497101,0.442766987392113,0,0,0,0,0
TRX,0,0,0.0478016808439445,0.520844083783842,0.193100347130914,0,0,0,0,0,0,0,0,0.0566815790544224,0,0,0,0,0,0
XMR,0.126159809637651,0,0,0,0,0,0,0.282519847911234,0,0.212131121783173,0.0955596962801087,0,0,-0.00442205758673302,0.0992466847662032,0,0,0,0,0
DASH,0,0,0,0.221179037445424,0,0,0,0,0.0310818967452533,0.0656394057115701,0,0,0,0,0.256178483751635,0,0,0,0,-0.0689737825667998
ETC,0.217716381323028,0,0,0.275358360278433,0.0780489410658448,0,0,0,0.220425148262616,0,0.0629012746177316,0,0,0,0.146512820660631,0,0,0,0,-0.0689421176794563
XEM,0,0,0,0,0,0,0.368076910499525,0,0,0.226117944005377,0.185981811104608,0,0,0.0942472034017342,0,0,0,0,0,0.0308243350301334
BV010082.INDEX,0,0.113300823518692,-0.225781137730382,-0.0626846052214946,-0.121033641167747,0,0,0,-0.00343208225285297,0,0.0453495403717739,0.196159568305433,0,0.0113847241140717,0.00849036333465563,0,0.0848694989933428,0,0,-0.17400378846458
CVIX.INDEX,0,0,0.187005548878097,0,0.0538701751643103,0,0,0,0,0.0306882870895491,0,0,-0.138457955588834,0,-0.110282978066218,0.158103438804313,0,0,0,0.10848140198118
DXY.INDEX,0,0,0,0,0.023256190945205,0,0.0325482526211846,-0.05596500835414,-0.00338250001446789,-0.0110512695200184,0.0264718814234881,0,0,0.0259848585924152,-0.0403561430356175,-0.0146563744099915,0.0174254702750831,0,0,0.0105997895248903
SPX.INDEX,0,0,0,0.0145180857169292,0,0,0,0,-0.0182186182117486,0,0,0,0,0,0,0,0,0,0,-0.0579486912580914
VIX.INDEX,0,0,0,-0.194309438886506,-0.272950161037378,-0.0768507690008242,-0.0297583792947521,0,-0.171320161440862,0,0.298784834848015,-0.0978743034851026,0,-0.131620779844073,0.546444229302686,0,0.402175614809723,0,-4.56770419202961,0
