,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0187391974418238,0,0.822280836959537,0.0343326869240807,0,0,0,0.0358147788387821,0.0100049884972734,0,0,0,0,0
ETH,-0.40110531257128,0,0.205884865841641,0,0,-0.044085434449212,0.158871868084226,-0.596147212873954,0.051712823436709,0.0429749111808707,0,0.407300345725193,0,0,0.331785727208766
XRP,0,0.0544550589768004,0,0.295368395703321,0.0633335090423631,0,0.00976810286128184,0.0689218398241369,-0.0394964895064184,0,0,0,-0.408808681660849,0,-0.116123183762288
LTC,0.688972586753631,0,0,0,0,0.0277975101998537,0,0.0364515805697269,0.0152702333629165,0,0,0,0,0,-0.0333437938339257
DASH,0.801615660996072,-0.0902831452035813,0.0690672335842993,0,0,0,-0.199450500548016,-0.219035829642311,-0.0727567142727,0.369710829186462,0,-0.735312450628332,-1.64168419242737,-1.19540492459103,0.0563409160974843
DOGE,0,0.332607850160509,0.0556993206596388,1.27493769557018,0.291475554443485,0,0.145119249935009,0.730937420679056,0.0765982614752214,-0.233300126889111,0,0,0,0,0
XMR,0.527142643553998,0.335859116370161,-0.0327261774996521,0,0,-0.318364383649028,0,0.744792814674383,-0.268227192325208,0.0916820498443052,0,0,0,-3.18351611633111,-0.787700403073153
XLM,0,-0.100526972337129,0.343770867188279,0,-0.384483836585504,0.251281571600289,0.141280947660258,0,0.205553806490868,0,0,0.469809386521983,0,0,0.349177550107703
XEM,-0.864216902053318,0.188316811207148,0,1.19032367067151,0.181912867755774,-0.212858425480975,-0.0523913748520505,0.196315582535807,0,0.0412973093790801,1.48151062695902,0,0,0,-0.210258052055153
DGB,0.723045963796628,0.031624889370171,0.0000000000000000277555756156289,0,0,-0.488106643437173,-0.307472527636401,0.493511178523346,0,0,0,1.06064551177668,0,0,0.281360636150367
BV010082.INDEX,0.0422266396843594,0,-0.0325009443504453,0,0,0.0232580467803414,0,0.0562647489080598,-0.00147097700068914,-0.0231589478377952,0,-0.301207388474362,0,0,-0.027958313171286
CVIX.INDEX,0,0.016622403849301,-0.187413420211565,-0.111349154580354,-0.0243961262834223,0.000000000000000000433680868994202,0.0843627455490148,-0.000328070210934666,0,0.0468199747118418,0,0,0,0,0.163096875998235
DXY.INDEX,0,0,-0.0941309790993133,0,0,0.00321221457821559,0,0,0.00462873003124504,0.00497778956220085,0,0,0,0,-0.0156280879874663
SPX.INDEX,0.0222744683797968,0,0,0,0,0,0.0148688084970432,0.00560629724934403,-0.016169164808592,0,0,-0.0668152812841463,0,0,-0.127947945396544
VIX.INDEX,0,-0.216605852861573,0,0,0.224841127587814,0.080254906170233,0,0,0,0.0453477024422711,0,0.624301888287186,0,-1.20194613422715,0
