,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.316834379666261,0,0,0,0.0305206143565872,0,0.00953488480877124,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0366023699970167,0.116717739346325,0,0,0.122367824796037,0,-0.00621075846634455,0.149530768094337,0.11851961543552,0,-0.370515195799021,-0.0614370719196567,0,0,-0.115979154606331
XRP,0.0412350741988622,0.0510941760517741,0,0,0,0.0132422331448906,0,0,0,-0.0514793953532753,0.0984136288437189,0,0.193349800296695,-0.151837750877883,0,0,0,0
LTC,0.739251783836458,0,-0.026596434748862,0,0,0,0,0,0,-0.0166313112781745,-0.00000000000000000010842021724855,-0.0515952364706487,-0.0607976743891231,0,0,0,0,-0.046855848890638
XMR,0,0,0,-0.179378572979517,0,-0.216632683380034,0.11802492928957,0.514233206617867,0,0,-0.00273976744552743,0.165848399483861,-0.0321878910030537,0,0,0,0,0.0903804550833991
ETC,0,0.240159410663267,-0.77009204856671,-0.226585347507485,-0.0458388208555218,0,-0.181866442500929,0.0745659870199159,0,0,0.0189542040510401,0,0.526926819084547,0,0.228180826636547,0,0,0
DASH,0,0.158066333290969,0,0.098329822402807,0.13856042713619,0.224580301527397,0,0.0915391796384856,0,0,0.0716239094522714,-0.127546236138883,-0.226702907337413,-0.11009214066679,0.127265012012791,0,0,0
XEM,-0.178958217640352,0.10556876360222,0.332413509310115,0,-0.0586077153683954,-0.0796954712449382,0.153296164867685,0,-0.0783181309806628,0.0244552461749119,-0.0403049530938575,-0.0862199375314789,0.305433705525586,0.224509177514469,0,0,0,0
DOGE,0,0.0405415021960159,0,0.191376443741568,-0.11214673996257,0.000000000000000000433680868994202,0,0.0417323299545259,0,0.000000000000000000216840434497101,0,0.109587591930085,0,0,0.113573206223948,0,0,0.0287476608461871
ZEC,0,1.74769683537476,-3.83998155937899,1.64201147623971,0.299794977156724,1.11766503791452,0,-0.673562407623559,0,0,0,-0.102320646546585,0,0,0,0,0,-0.773856965089176
XLM,0,0.244176970696588,-0.219208883266313,-0.403980822344281,0.148972209950862,0,0,0.0440231110585589,0,-0.081970583316399,0,0.0766897552043382,0.488042958026208,0,0,0,0,0
NEO,0.862534166904229,0.128484469826629,0.268682236189037,-0.497448029826793,0.188415689241679,0,0,0,0.525656165222833,-0.0640356358218117,0.00289027591539238,0,0,0,0,0,0,-0.125411051233602
DGB,0,0.0855942561471696,0,0,-0.00000000000000000693889390390723,0.198223618687707,0,0.134654656447483,0,-0.0306866814133771,0.00196102031724331,0,0,0,0.247072196420636,0,0,-0.0627656930731093
BV010082.INDEX,0,-0.0871828469413744,0.100910743779834,0,0.0644684806875442,0,0,-0.0416000166221297,0,-0.025140828506374,0,0.00624450476890083,0.0267608308072664,0,-0.290304822145324,0,0,-0.0396521652009998
CVIX.INDEX,0,0,0,0.021851180257739,0.0468223267778448,-0.0771327011545012,0.189330306416185,-0.172584838184915,0.225671942923278,-0.0176161510716035,0.00830994888384169,0,0.105088840238809,0,0,0,0,0.192306727845794
DXY.INDEX,0,0.00258753790808511,-0.043170286055677,0,0,-0.0131179378442627,0,0.0235345478622702,0.00895209261146002,0.00259804835287999,-0.0102928241198936,0.00310611892583964,0.0246590323458023,0.082636394661104,0,0,0,-0.0227160606450789
SPX.INDEX,0,0,0,0,0.0100106172634491,0,0,0.00571504240682648,0,0,-0.00703224881580453,0.0192583232020062,-0.00178654470054437,0,0,0,0,-0.0411266153404143
VIX.INDEX,0,-0.0223826417290024,0,0,0.0446717604900282,0.270477823466469,0,-0.388092277266403,0.35364942676942,0.0791988555631746,-0.0521006777468707,0,0.034446395122467,-0.337968375118666,0.732272215460689,0,-4.64552169814531,0
